TOA5,CR1000_tower4_S,CR1000,75038,CR1000.Std.28,CPU:SH_tow4_South_2017.CR1,11039,Enviro,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,maxbot_volt_Avg,maxbot_dist_Avg,TT_C,SBT_C,FuelM_Avg,PA_uS_Avg
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,Deg C,Deg C,%,uSec
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp,Avg,Avg
10/2/19 4:30,6380,275,430,0.092,0.001,3.706,5.495,1.304,1.002,0.061,0.001,6.392,4.232,1.258,1.001,0.056,0.001,8.27,4.036,1.249,1.001,0.075,483.2,0.472,-7.39,-1.065,15.36,19.54
10/2/19 4:45,6381,275,445,0.092,0.002,3.693,5.492,1.304,1.002,0.061,0.001,6.39,4.233,1.258,1.001,0.056,0.001,8.3,4.035,1.249,1.001,0.075,483,0.472,-7.098,-0.653,15.2,19.51
10/2/19 5:00,6382,275,500,0.092,0.001,3.669,5.495,1.304,1.002,0.061,0.001,6.399,4.231,1.258,1.001,0.056,0.001,8.28,4.034,1.249,1.001,0.076,483.2,0.472,-7.036,-0.426,15.01,19.48
10/2/19 5:15,6383,275,515,0.092,0.001,3.657,5.494,1.304,1.002,0.061,0.001,6.366,4.232,1.258,1.001,0.056,0.001,8.26,4.035,1.249,1.001,0.076,483,0.472,-7.091,-0.371,14.84,19.45
10/2/19 5:30,6384,275,530,0.092,0.001,3.658,5.494,1.304,1.002,0.061,0.001,6.367,4.232,1.258,1.001,0.056,0.001,8.27,4.036,1.249,1.001,0.076,483.5,0.472,-6.975,-0.35,14.71,19.42
10/2/19 5:45,6385,275,545,0.092,0.001,3.673,5.495,1.304,1.002,0.061,0.001,6.351,4.232,1.258,1.001,0.056,0.001,8.24,4.035,1.249,1.001,0.076,483,0.472,-6.669,-0.48,14.57,19.4
10/2/19 6:00,6386,275,600,0.092,0.002,3.673,5.492,1.304,1.002,0.061,0.001,6.361,4.232,1.258,1.001,0.056,0.001,8.24,4.036,1.249,1.001,0.076,483.3,0.472,-6.717,0.083,14.47,19.38
10/2/19 6:15,6387,275,615,0.092,0.002,3.635,5.493,1.304,1.002,0.061,0.001,6.336,4.234,1.258,1.001,0.056,0.001,8.23,4.035,1.249,1.001,0.077,482.8,0.472,-6.248,0.17,14.38,19.36
10/2/19 6:30,6388,275,630,0.092,0.002,3.668,5.494,1.304,1.002,0.061,0.001,6.336,4.234,1.258,1.001,0.056,0.001,8.21,4.037,1.249,1.001,0.077,483.2,0.472,-5.007,1.003,14.33,19.35
10/2/19 6:45,6389,275,645,0.092,0.001,3.646,5.494,1.304,1.002,0.061,0.001,6.344,4.232,1.258,1.001,0.056,0.001,8.17,4.036,1.249,1.001,0.077,3766,3.678,-3.853,1.599,14.39,19.36
10/2/19 7:00,6390,275,700,0.092,0.002,3.66,5.493,1.304,1.002,0.061,0.001,6.295,4.23,1.258,1.001,0.056,0.001,8.21,4.036,1.249,1.001,0.076,4831,4.717,-2.85,2.553,14.51,19.38
10/2/19 7:15,6391,275,715,0.092,0.002,3.663,5.493,1.304,1.002,0.061,0.001,6.316,4.232,1.258,1.001,0.056,0.001,8.21,4.035,1.249,1.001,0.075,4856,4.742,-1.977,3.347,14.55,19.39
10/2/19 7:30,6392,275,730,0.092,0.001,3.663,5.494,1.304,1.002,0.061,0.001,6.329,4.234,1.258,1.001,0.056,0.001,8.23,4.034,1.249,1.001,0.074,4846,4.733,-0.901,3.968,14.59,19.4
10/2/19 7:45,6393,275,745,0.092,0.002,3.614,5.494,1.304,1.002,0.061,0.001,6.322,4.232,1.258,1.001,0.056,0.001,8.21,4.035,1.249,1.001,0.075,4832,4.719,0.974,4.361,14.39,19.36
10/2/19 8:00,6394,275,800,0.092,0.001,3.619,5.494,1.304,1.002,0.061,0.001,6.3,4.231,1.258,1.001,0.056,0.001,8.22,4.037,1.249,1.001,0.075,4849,4.735,2.389,4.985,14.72,19.42
10/2/19 8:15,6395,275,815,0.092,0.002,3.609,5.493,1.304,1.002,0.061,0.001,6.306,4.231,1.258,1.001,0.056,0.001,8.18,4.037,1.249,1.001,0.076,4841,4.727,2.435,6.096,14.64,19.41
10/2/19 8:30,6396,275,830,0.092,0.002,3.632,5.493,1.304,1.002,0.061,0.001,6.275,4.232,1.258,1.001,0.056,0.001,8.18,4.036,1.249,1.001,0.075,4856,4.743,2.469,6.78,14.39,19.36
10/2/19 8:45,6397,275,845,0.092,0.001,3.63,5.494,1.304,1.002,0.061,0.001,6.296,4.232,1.258,1.001,0.056,0.001,8.18,4.037,1.249,1.001,0.076,4858,4.744,2.706,7.422,14.09,19.31
10/2/19 9:00,6398,275,900,0.092,0.001,3.6,5.494,1.304,1.002,0.061,0.001,6.289,4.232,1.258,1.001,0.056,0.001,8.17,4.036,1.249,1.001,0.076,4809,4.697,3.131,8.83,13.76,19.25
10/2/19 9:15,6399,275,915,0.092,0.001,3.59,5.496,1.304,1.001,0.061,0.001,6.303,4.232,1.258,1.001,0.056,0.001,8.13,4.035,1.249,1.001,0.075,4850,4.736,2.8,8.86,13.36,19.17
10/2/19 9:30,6400,275,930,0.092,0.001,3.606,5.496,1.304,1.001,0.061,0.001,6.268,4.231,1.258,1.001,0.056,0.001,8.16,4.036,1.249,1.001,0.07,4850,4.736,3.138,8.01,13.4,19.18
10/2/19 9:45,6401,275,945,0.092,0.001,3.594,5.495,1.304,1.002,0.061,0.001,6.243,4.232,1.258,1.001,0.056,0.001,8.13,4.037,1.249,1.001,0.06,4865,4.751,3.272,8.7,13.64,19.22
10/2/19 10:00,6402,275,1000,0.091,0.001,3.627,5.492,1.304,1.002,0.061,0.001,6.238,4.23,1.258,1.001,0.056,0.001,8.12,4.036,1.249,1.001,0.057,4850,4.737,3.153,9.58,13.47,19.19
10/2/19 10:15,6403,275,1015,0.091,0.002,3.591,5.466,1.303,1.002,0.061,0.001,6.254,4.231,1.258,1.001,0.056,0.001,8.12,4.035,1.249,1.001,0.058,4833,4.72,3.462,9.19,13.31,19.16
10/2/19 10:30,6404,275,1030,0.091,0.002,3.585,5.465,1.303,1.002,0.061,0.001,6.241,4.23,1.258,1.001,0.056,0,8.12,4.039,1.249,1,0.057,4871,4.757,3.282,10.08,12.86,19.07
10/2/19 10:45,6405,275,1045,0.091,0.001,3.543,5.467,1.303,1.002,0.061,0.001,6.259,4.233,1.258,1.001,0.056,0.001,8.12,4.034,1.249,1.001,0.057,4856,4.743,3.903,10.93,12.56,19.02
10/2/19 11:00,6406,275,1100,0.091,0.001,3.599,5.467,1.303,1.002,0.061,0.001,6.225,4.231,1.258,1.001,0.056,0.001,8.14,4.035,1.249,1.001,0.056,4832,4.719,3.598,11.19,12.83,19.07
10/2/19 11:15,6407,275,1115,0.091,0.002,3.618,5.466,1.303,1.002,0.061,0.001,6.217,4.23,1.258,1.001,0.056,0.001,8.1,4.036,1.249,1.001,0.055,4838,4.725,3.88,10.4,12.74,19.05
10/2/19 11:30,6408,275,1130,0.091,0.001,3.589,5.468,1.303,1.002,0.061,0.001,6.228,4.233,1.258,1.001,0.056,0.001,8.11,4.035,1.249,1.001,0.053,4813,4.7,4.525,9.55,12.53,19.01
10/2/19 11:45,6409,275,1145,0.092,0.001,3.562,5.495,1.304,1.002,0.061,0.001,6.222,4.233,1.258,1.001,0.056,0.001,8.08,4.036,1.249,1.001,0.053,4859,4.745,4.822,9.67,12.45,19
10/2/19 12:00,6410,275,1200,0.092,0.002,3.629,5.493,1.304,1.002,0.061,0.001,6.256,4.234,1.258,1.001,0.056,0.001,8.09,4.035,1.249,1.001,0.053,4833,4.72,5.809,10.04,12.46,19
10/2/19 12:15,6411,275,1215,0.092,0.001,3.578,5.496,1.304,1.001,0.061,0.001,6.228,4.232,1.258,1.001,0.056,0.001,8.06,4.037,1.249,1.001,0.053,4850,4.737,6.486,11.19,12.57,19.02
10/2/19 12:30,6412,275,1230,0.092,0.001,3.565,5.498,1.304,1.002,0.061,0.001,6.19,4.231,1.258,1.001,0.056,0.001,8.07,4.037,1.249,1.001,0.053,4865,4.751,6.114,12.84,12.73,19.05
10/2/19 12:45,6413,275,1245,0.093,0.001,3.549,5.551,1.307,1.002,0.061,0.001,6.191,4.23,1.258,1.001,0.056,0.001,8.04,4.036,1.249,1.001,0.052,4871,4.757,6.652,14.54,12.35,18.98
10/2/19 13:00,6414,275,1300,0.093,0.001,3.563,5.548,1.307,1.002,0.061,0.001,6.167,4.231,1.258,1.001,0.056,0.001,8.06,4.036,1.249,1.001,0.052,4790,4.678,6.202,15.1,11.93,18.9
10/2/19 13:15,6415,275,1315,0.092,0.001,3.589,5.525,1.306,1.002,0.061,0.001,6.186,4.231,1.258,1.001,0.056,0.001,8.07,4.036,1.249,1.001,0.051,4819,4.706,5.685,13.97,11.68,18.85
10/2/19 13:30,6416,275,1330,0.093,0.001,3.55,5.553,1.307,1.001,0.061,0,6.145,4.235,1.258,1.001,0.056,0.001,8.07,4.037,1.249,1.001,0.05,4836,4.723,5.819,12.78,11.76,18.87
10/2/19 13:45,6417,275,1345,0.093,0.001,3.571,5.552,1.307,1.002,0.061,0.001,6.192,4.231,1.258,1.001,0.056,0.001,8.08,4.036,1.249,1.001,0.048,4792,4.679,4.952,11.61,11.89,18.89
10/2/19 14:00,6418,275,1400,0.094,0.001,3.546,5.578,1.308,1.002,0.061,0.001,6.149,4.231,1.258,1.001,0.056,0.001,8.02,4.038,1.249,1.001,0.047,4798,4.686,5.847,11.05,11.82,18.88
10/2/19 14:15,6419,275,1415,0.094,0.002,3.516,5.577,1.308,1.002,0.061,0.001,6.167,4.232,1.258,1.001,0.056,0.001,8.01,4.034,1.249,1.001,0.045,4535,4.429,5.267,11.07,11.74,18.86
10/2/19 14:30,6420,275,1430,0.094,0.001,3.503,5.584,1.308,1.001,0.061,0.001,6.146,4.233,1.258,1.001,0.056,0.001,8.03,4.036,1.249,1.001,0.045,4533,4.427,5.52,10.68,11.55,18.83
10/2/19 14:45,6421,275,1445,0.095,0.002,3.52,5.632,1.31,1.002,0.061,0.001,6.121,4.232,1.258,1.001,0.056,0.001,8.03,4.036,1.249,1.001,0.044,4313,4.212,5.118,10.61,11.42,18.8
10/2/19 15:00,6422,275,1500,0.094,0.002,3.523,5.607,1.309,1.002,0.061,0.001,6.126,4.233,1.258,1.001,0.056,0.001,8.02,4.036,1.249,1.001,0.043,4702,4.592,5.799,11.61,11.22,18.77
10/2/19 15:15,6423,275,1515,0.095,0.002,3.522,5.631,1.31,1.002,0.061,0.001,6.119,4.233,1.258,1.001,0.056,0.001,8.02,4.036,1.249,1.001,0.043,3936,3.844,4.375,13.33,11.06,18.74
10/2/19 15:30,6424,275,1530,0.095,0.002,3.507,5.634,1.31,1.002,0.061,0.001,6.093,4.232,1.258,1.001,0.056,0.001,7.996,4.036,1.249,1.001,0.043,4693,4.583,5.469,12.39,10.64,18.66
10/2/19 15:45,6425,275,1545,0.095,0.001,3.5,5.663,1.311,1.002,0.061,0.001,6.089,4.233,1.258,1.001,0.056,0.001,7.978,4.036,1.249,1.001,0.042,4108,4.012,4.041,11.12,10.45,18.62
10/2/19 16:00,6426,275,1600,0.096,0.002,3.519,5.665,1.311,1.002,0.061,0.001,6.104,4.233,1.258,1.001,0.056,0.001,7.996,4.036,1.249,1.001,0.042,4472,4.367,4.962,11.76,10.36,18.6
10/2/19 16:15,6427,275,1615,0.097,0.001,3.503,5.717,1.313,1.002,0.061,0.001,6.087,4.23,1.258,1.001,0.056,0.001,7.971,4.036,1.249,1.001,0.042,4248,4.149,4.45,11.26,10.27,18.59
10/2/19 16:30,6428,275,1630,0.096,0.001,3.443,5.69,1.312,1.002,0.061,0.001,6.072,4.232,1.258,1.001,0.056,0.001,7.975,4.036,1.249,1.001,0.042,4225,4.126,2.604,9.45,10.19,18.57
10/2/19 16:45,6429,275,1645,0.096,0.002,3.503,5.691,1.312,1.002,0.061,0.001,6.067,4.233,1.258,1.001,0.056,0.001,7.949,4.037,1.249,1.001,0.042,3626,3.541,2.744,8.31,10.19,18.57
10/2/19 17:00,6430,275,1700,0.097,0.001,3.443,5.718,1.313,1.002,0.061,0.001,6.035,4.23,1.258,1.001,0.056,0.001,8.01,4.034,1.249,1.001,0.042,3527,3.444,1.501,7.458,10.15,18.56
10/2/19 17:15,6431,275,1715,0.097,0.001,3.458,5.718,1.313,1.002,0.061,0.001,6.056,4.231,1.258,1.001,0.056,0.001,7.93,4.036,1.249,1.001,0.042,3520,3.437,1.577,6.957,10.05,18.54
10/2/19 17:30,6432,275,1730,0.097,0.001,3.422,5.721,1.313,1.002,0.061,0.001,6.043,4.232,1.258,1.001,0.056,0.001,7.97,4.036,1.249,1.001,0.042,3828,3.739,1.133,6.657,10.01,18.54
10/2/19 17:45,6433,275,1745,0.097,0.002,3.447,5.745,1.315,1.002,0.061,0.001,6.082,4.231,1.258,1.001,0.056,0.001,7.951,4.035,1.249,1.001,0.042,3957,3.865,0.677,6.082,9.93,18.52
10/2/19 18:00,6434,275,1800,0.097,0.002,3.436,5.745,1.315,1.002,0.061,0.001,6.045,4.233,1.258,1.001,0.056,0.001,7.961,4.035,1.249,1.001,0.043,2678,2.615,0.278,5.724,9.88,18.51
10/2/19 18:15,6435,275,1815,0.097,0.002,3.435,5.747,1.315,1.002,0.061,0.001,5.991,4.231,1.258,1.001,0.056,0.001,7.944,4.035,1.249,1.001,0.043,3405,3.325,0.224,5.619,9.83,18.5
10/2/19 18:30,6436,275,1830,0.098,0.002,3.426,5.773,1.316,1.002,0.061,0.001,6.029,4.229,1.258,1.002,0.056,0.001,7.934,4.035,1.249,1.001,0.044,3135,3.061,-0.541,4.812,9.74,18.49
10/2/19 18:45,6437,275,1845,0.098,0.002,3.41,5.773,1.316,1.002,0.061,0.001,6.007,4.231,1.258,1.001,0.056,0.001,7.911,4.037,1.249,1.001,0.044,3287,3.21,-1.049,4.151,9.66,18.47
10/2/19 19:00,6438,275,1900,0.098,0.002,3.362,5.772,1.316,1.002,0.061,0.001,6.006,4.232,1.258,1.001,0.056,0.001,7.923,4.035,1.249,1.001,0.044,3040,2.969,-1.248,3.998,9.63,18.47
10/2/19 19:15,6439,275,1915,0.098,0.001,3.417,5.775,1.316,1.002,0.061,0.001,5.993,4.232,1.258,1.001,0.056,0.001,7.9,4.036,1.249,1.001,0.045,2930,2.861,-1.376,4.118,9.65,18.47
10/2/19 19:30,6440,275,1930,0.098,0.001,3.379,5.775,1.316,1.002,0.061,0.001,5.967,4.232,1.258,1.001,0.056,0.001,7.883,4.035,1.249,1.001,0.045,2590,2.529,-1.42,4.239,9.68,18.47
10/2/19 19:45,6441,275,1945,0.098,0.002,3.378,5.775,1.316,1.002,0.061,0.001,6.002,4.233,1.258,1.001,0.056,0.001,7.883,4.034,1.249,1.001,0.046,2940,2.871,-1.449,4.153,9.69,18.48
10/2/19 20:00,6442,275,2000,0.099,0.002,3.397,5.802,1.317,1.002,0.061,0.001,5.982,4.23,1.258,1.001,0.056,0.001,7.876,4.035,1.249,1.001,0.046,3177,3.102,-1.422,4.215,9.74,18.49
10/2/19 20:15,6443,275,2015,0.099,0.002,3.374,5.8,1.317,1.002,0.061,0.001,5.976,4.231,1.258,1.001,0.056,0.001,7.899,4.034,1.249,1.001,0.046,3061,2.989,-1.546,3.873,9.72,18.48
10/2/19 20:30,6444,275,2030,0.099,0.002,3.348,5.802,1.317,1.002,0.061,0.001,5.961,4.233,1.258,1.001,0.056,0.001,7.875,4.038,1.249,1.001,0.046,2889,2.822,-1.792,3.797,9.72,18.48
10/2/19 20:45,6445,275,2045,0.099,0.001,3.387,5.803,1.317,1.002,0.061,0.001,5.956,4.232,1.258,1.001,0.056,0.001,7.838,4.034,1.249,1.001,0.047,2732,2.668,-1.836,3.819,9.7,18.48
10/2/19 21:00,6446,275,2100,0.099,0.001,3.319,5.803,1.317,1.002,0.061,0.001,5.959,4.228,1.258,1.002,0.056,0.001,7.82,4.036,1.249,1.001,0.048,2756,2.692,-1.331,4.158,9.73,18.48
10/2/19 21:15,6447,275,2115,0.099,0.002,3.35,5.803,1.317,1.002,0.061,0.001,5.968,4.23,1.258,1.001,0.056,0.001,7.833,4.034,1.249,1.001,0.048,2724,2.66,-1.766,3.939,9.69,18.48
