TOA5,CR1000_nasa,CR1000,84884,CR1000.Std.31.02,CPU:SH_site1_hill2_11092018.CR1,30628,Enviro,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,TT_C,SBT_C
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp
11/19/18 1:15,1589,323,115,0.055,0.002,4.135,3.994,1.236,1.003,0.14,0.041,6.413,7.645,1.387,1.05,0.175,0.05,7.126,9.33,1.459,1.06,-8.35,-7.08
11/19/18 1:30,1590,323,130,0.054,0.002,4.058,3.969,1.235,1.003,0.14,0.041,6.412,7.645,1.387,1.05,0.175,0.05,7.133,9.33,1.459,1.061,-8.66,-7.119
11/19/18 1:45,1591,323,145,0.054,0.002,3.983,3.971,1.235,1.003,0.14,0.04,6.436,7.646,1.387,1.05,0.175,0.049,7.115,9.33,1.459,1.06,-8.8,-7.243
11/19/18 2:00,1592,323,200,0.055,0.002,3.896,3.971,1.235,1.002,0.14,0.041,6.425,7.644,1.387,1.05,0.175,0.05,7.099,9.33,1.459,1.061,-8.92,-7.412
11/19/18 2:15,1593,323,215,0.055,0.002,3.849,3.972,1.235,1.002,0.14,0.041,6.419,7.642,1.387,1.05,0.175,0.05,7.105,9.33,1.459,1.061,-9.09,-7.531
11/19/18 2:30,1594,323,230,0.055,0.002,3.755,3.972,1.235,1.002,0.14,0.041,6.42,7.644,1.387,1.05,0.175,0.05,7.104,9.33,1.459,1.061,-9.16,-7.74
11/19/18 2:45,1595,323,245,0.055,0.002,3.691,3.974,1.235,1.002,0.14,0.041,6.426,7.645,1.387,1.05,0.175,0.05,7.099,9.33,1.459,1.061,-9.29,-7.904
11/19/18 3:00,1596,323,300,0.054,0.002,3.6,3.97,1.235,1.003,0.14,0.04,6.436,7.647,1.387,1.049,0.175,0.049,7.11,9.33,1.459,1.06,-9.49,-8.08
11/19/18 3:15,1597,323,315,0.055,0.002,3.534,3.97,1.235,1.003,0.14,0.041,6.464,7.644,1.387,1.05,0.175,0.049,7.139,9.34,1.459,1.06,-9.36,-8.28
11/19/18 3:30,1598,323,330,0.055,0.002,3.467,3.972,1.235,1.002,0.14,0.041,6.42,7.644,1.387,1.05,0.175,0.05,7.126,9.33,1.459,1.061,-9.67,-8.34
11/19/18 3:45,1599,323,345,0.055,0.002,3.376,3.97,1.235,1.002,0.14,0.041,6.428,7.642,1.387,1.05,0.175,0.05,7.134,9.33,1.459,1.06,-9.81,-8.57
11/19/18 4:00,1600,323,400,0.054,0.002,3.318,3.946,1.234,1.002,0.14,0.041,6.424,7.64,1.387,1.05,0.175,0.05,7.138,9.33,1.459,1.061,-9.92,-8.64
11/19/18 4:15,1601,323,415,0.054,0.002,3.237,3.945,1.234,1.003,0.139,0.041,6.405,7.612,1.386,1.05,0.175,0.05,7.108,9.33,1.459,1.061,-9.67,-8.65
11/19/18 4:30,1602,323,430,0.054,0.002,3.21,3.946,1.234,1.002,0.14,0.041,6.415,7.646,1.387,1.05,0.175,0.05,7.111,9.33,1.459,1.06,-10.17,-8.8
11/19/18 4:45,1603,323,445,0.054,0.002,3.116,3.946,1.234,1.002,0.14,0.041,6.44,7.643,1.387,1.05,0.175,0.05,7.124,9.33,1.459,1.061,-10.17,-9.07
11/19/18 5:00,1604,323,500,0.054,0.002,3.062,3.947,1.234,1.002,0.139,0.041,6.404,7.609,1.386,1.05,0.175,0.049,7.102,9.33,1.459,1.06,-10.34,-9.18
11/19/18 5:15,1605,323,515,0.054,0.002,3.032,3.948,1.234,1.002,0.139,0.041,6.405,7.613,1.386,1.05,0.175,0.049,7.107,9.33,1.459,1.06,-10.54,-9.26
11/19/18 5:30,1606,323,530,0.054,0.001,2.9,3.951,1.234,1.002,0.139,0.041,6.42,7.612,1.386,1.05,0.175,0.05,7.145,9.33,1.459,1.061,-10.55,-9.4
11/19/18 5:45,1607,323,545,0.054,0.002,2.814,3.947,1.234,1.002,0.139,0.04,6.395,7.614,1.386,1.049,0.175,0.05,7.09,9.33,1.459,1.061,-10.66,-9.64
11/19/18 6:00,1608,323,600,0.053,0.002,2.753,3.921,1.233,1.002,0.139,0.04,6.395,7.614,1.386,1.049,0.175,0.049,7.098,9.33,1.459,1.06,-10.87,-9.65
11/19/18 6:15,1609,323,615,0.053,0.002,2.687,3.923,1.233,1.002,0.139,0.04,6.391,7.613,1.386,1.05,0.175,0.049,7.127,9.33,1.459,1.06,-10.79,-9.73
11/19/18 6:30,1610,323,630,0.053,0.002,2.628,3.922,1.233,1.002,0.139,0.04,6.374,7.614,1.386,1.049,0.175,0.05,7.067,9.33,1.459,1.06,-11.04,-9.85
11/19/18 6:45,1611,323,645,0.053,0.002,2.578,3.922,1.233,1.002,0.139,0.041,6.368,7.611,1.386,1.05,0.175,0.049,7.115,9.34,1.459,1.059,-10.82,-9.78
11/19/18 7:00,1612,323,700,0.053,0.002,2.576,3.923,1.233,1.002,0.139,0.041,6.357,7.611,1.386,1.05,0.175,0.05,7.101,9.33,1.459,1.061,-11.07,-9.92
11/19/18 7:15,1613,323,715,0.053,0.002,2.466,3.919,1.233,1.003,0.139,0.041,6.369,7.612,1.386,1.05,0.175,0.049,7.135,9.33,1.459,1.06,-11.16,-10.09
11/19/18 7:30,1614,323,730,0.053,0.002,2.41,3.92,1.233,1.003,0.139,0.041,6.37,7.611,1.386,1.05,0.175,0.049,7.101,9.33,1.459,1.06,-11.45,-10.25
11/19/18 7:45,1615,323,745,0.053,0.002,2.364,3.923,1.233,1.002,0.139,0.041,6.343,7.612,1.386,1.05,0.175,0.049,7.095,9.33,1.459,1.06,-11.11,-10.27
11/19/18 8:00,1616,323,800,0.053,0.002,2.254,3.924,1.233,1.002,0.139,0.041,6.363,7.612,1.386,1.05,0.175,0.05,7.131,9.33,1.459,1.061,-11.27,-10.18
11/19/18 8:15,1617,323,815,0.053,0.002,2.172,3.919,1.233,1.003,0.139,0.041,6.326,7.61,1.386,1.05,0.175,0.05,7.126,9.33,1.459,1.061,-10.94,-10.24
11/19/18 8:30,1618,323,830,0.053,0.002,2.099,3.896,1.232,1.002,0.139,0.041,6.317,7.609,1.386,1.05,0.175,0.049,7.101,9.34,1.459,1.06,-9.88,-10.15
11/19/18 8:45,1619,323,845,0.053,0.002,2.034,3.897,1.232,1.002,0.139,0.04,6.311,7.614,1.386,1.049,0.175,0.05,7.128,9.33,1.459,1.06,-8.57,-9.5
11/19/18 9:00,1620,323,900,0.053,0.002,2.004,3.899,1.232,1.002,0.139,0.041,6.303,7.612,1.386,1.05,0.175,0.049,7.118,9.33,1.459,1.06,-7.277,-8.42
11/19/18 9:15,1621,323,915,0.053,0.002,1.952,3.899,1.232,1.002,0.139,0.04,6.27,7.615,1.386,1.049,0.175,0.049,7.104,9.34,1.459,1.06,-6.18,-7.507
11/19/18 9:30,1622,323,930,0.053,0.002,1.931,3.899,1.232,1.002,0.139,0.041,6.273,7.61,1.386,1.05,0.175,0.05,7.133,9.33,1.459,1.06,-5.126,-6.636
11/19/18 9:45,1623,323,945,0.053,0.002,1.892,3.899,1.232,1.002,0.139,0.041,6.275,7.611,1.386,1.05,0.175,0.049,7.112,9.33,1.459,1.06,-3.124,-5.593
11/19/18 10:00,1624,323,1000,0.053,0.002,1.894,3.9,1.232,1.002,0.139,0.041,6.262,7.609,1.386,1.05,0.175,0.049,7.095,9.33,1.459,1.06,-1.004,-4.279
11/19/18 10:15,1625,323,1015,0.053,0.002,1.917,3.899,1.232,1.002,0.139,0.041,6.228,7.613,1.386,1.05,0.174,0.05,7.089,9.3,1.458,1.06,0.656,-2.884
11/19/18 10:30,1626,323,1030,0.053,0.002,1.918,3.896,1.232,1.003,0.139,0.041,6.219,7.612,1.386,1.05,0.174,0.049,7.12,9.3,1.458,1.06,2.119,-1.434
11/19/18 10:45,1627,323,1045,0.053,0.002,1.968,3.897,1.232,1.002,0.139,0.041,6.213,7.613,1.386,1.05,0.174,0.05,7.125,9.3,1.458,1.06,11.85,0.353
11/19/18 11:00,1628,323,1100,0.053,0.002,1.961,3.897,1.232,1.002,0.14,0.04,6.213,7.648,1.387,1.049,0.174,0.05,7.123,9.3,1.458,1.061,11.01,2.728
11/19/18 11:15,1629,323,1115,0.053,0.002,2.078,3.897,1.232,1.002,0.14,0.041,6.205,7.645,1.387,1.05,0.174,0.049,7.14,9.3,1.458,1.06,11.42,4.279
11/19/18 11:30,1630,323,1130,0.053,0.002,2.175,3.897,1.232,1.002,0.14,0.041,6.172,7.645,1.387,1.05,0.175,0.05,7.135,9.33,1.459,1.06,11.8,5.945
11/19/18 11:45,1631,323,1145,0.053,0.002,2.3,3.896,1.232,1.002,0.14,0.04,6.18,7.644,1.387,1.05,0.174,0.05,7.107,9.3,1.458,1.06,12.71,6.93
11/19/18 12:00,1632,323,1200,0.053,0.002,2.429,3.897,1.232,1.002,0.139,0.04,6.128,7.613,1.386,1.049,0.174,0.049,7.102,9.3,1.458,1.06,18.9,7.988
11/19/18 12:15,1633,323,1215,0.053,0.002,2.632,3.898,1.232,1.002,0.139,0.04,6.152,7.616,1.386,1.049,0.174,0.05,7.115,9.3,1.458,1.06,23.51,9.18
11/19/18 12:30,1634,323,1230,0.053,0.002,2.843,3.898,1.232,1.002,0.14,0.04,6.129,7.646,1.387,1.05,0.174,0.049,7.139,9.3,1.458,1.06,23.18,10.07
11/19/18 12:45,1635,323,1245,0.053,0.002,3.185,3.9,1.232,1.002,0.14,0.04,6.12,7.646,1.387,1.05,0.174,0.05,7.126,9.3,1.458,1.06,15.35,10.36
11/19/18 13:00,1636,323,1300,0.053,0.002,3.542,3.898,1.232,1.002,0.14,0.04,6.119,7.648,1.387,1.049,0.174,0.05,7.128,9.3,1.458,1.06,14.83,10.45
11/19/18 13:15,1637,323,1315,0.053,0.002,3.822,3.898,1.232,1.002,0.14,0.04,6.099,7.647,1.387,1.049,0.174,0.05,7.084,9.3,1.458,1.061,14.81,10.45
11/19/18 13:30,1638,323,1330,0.053,0.002,4.102,3.923,1.233,1.002,0.14,0.04,6.088,7.648,1.387,1.049,0.174,0.049,7.083,9.3,1.458,1.06,16.98,10.24
11/19/18 13:45,1639,323,1345,0.053,0.002,4.366,3.923,1.233,1.002,0.14,0.04,6.053,7.646,1.387,1.05,0.175,0.05,7.119,9.33,1.459,1.06,17.88,10.68
11/19/18 14:00,1640,323,1400,0.053,0.002,4.659,3.92,1.233,1.003,0.14,0.04,6.064,7.647,1.387,1.049,0.174,0.049,7.113,9.3,1.458,1.06,19.12,10.89
11/19/18 14:15,1641,323,1415,0.053,0.002,4.884,3.92,1.233,1.003,0.14,0.04,6.026,7.647,1.387,1.049,0.174,0.05,7.107,9.3,1.458,1.06,16.4,10.99
11/19/18 14:30,1642,323,1430,0.053,0.002,5.133,3.923,1.233,1.002,0.14,0.04,6.006,7.646,1.387,1.049,0.174,0.05,7.091,9.3,1.458,1.06,15.5,11.29
11/19/18 14:45,1643,323,1445,0.053,0.002,5.329,3.922,1.233,1.003,0.14,0.04,6.001,7.646,1.387,1.049,0.174,0.05,7.035,9.3,1.458,1.061,14.2,11.26
11/19/18 15:00,1644,323,1500,0.054,0.002,5.512,3.943,1.234,1.003,0.139,0.04,6.001,7.616,1.386,1.049,0.174,0.05,7.1,9.3,1.458,1.06,20.03,11.55
11/19/18 15:15,1645,323,1515,0.054,0.002,5.631,3.944,1.234,1.003,0.139,0.04,6.007,7.617,1.386,1.049,0.174,0.05,7.123,9.3,1.458,1.06,15.14,12.28
11/19/18 15:30,1646,323,1530,0.054,0.002,5.717,3.946,1.234,1.002,0.14,0.04,5.966,7.65,1.387,1.049,0.174,0.05,7.091,9.3,1.458,1.06,11.59,11.9
11/19/18 15:45,1647,323,1545,0.054,0.002,5.799,3.946,1.234,1.003,0.14,0.04,5.99,7.647,1.387,1.049,0.174,0.05,7.098,9.3,1.458,1.06,10.79,11.46
11/19/18 16:00,1648,323,1600,0.054,0.002,5.915,3.943,1.234,1.003,0.139,0.04,5.966,7.618,1.386,1.049,0.174,0.05,7.055,9.3,1.458,1.06,11.41,10.99
11/19/18 16:15,1649,323,1615,0.054,0.002,5.974,3.947,1.234,1.002,0.14,0.04,5.943,7.647,1.387,1.049,0.174,0.049,7.062,9.3,1.458,1.06,8.98,10.46
11/19/18 16:30,1650,323,1630,0.054,0.002,5.973,3.946,1.234,1.002,0.14,0.04,5.934,7.649,1.387,1.049,0.174,0.049,7.091,9.3,1.458,1.06,7.674,10.03
11/19/18 16:45,1651,323,1645,0.054,0.002,5.965,3.944,1.234,1.003,0.14,0.04,5.926,7.646,1.387,1.049,0.174,0.049,7.07,9.3,1.458,1.06,6.199,9.32
11/19/18 17:00,1652,323,1700,0.054,0.002,5.961,3.944,1.234,1.003,0.139,0.04,5.923,7.616,1.386,1.049,0.174,0.05,7.041,9.3,1.458,1.06,4.677,7.745
11/19/18 17:15,1653,323,1715,0.054,0.002,5.915,3.947,1.234,1.002,0.139,0.04,5.889,7.617,1.386,1.049,0.174,0.05,7.061,9.29,1.458,1.061,2.96,6.159
11/19/18 17:30,1654,323,1730,0.054,0.002,5.883,3.946,1.234,1.002,0.14,0.04,5.917,7.646,1.387,1.049,0.174,0.05,7.073,9.3,1.458,1.06,1.388,4.632
11/19/18 17:45,1655,323,1745,0.054,0.002,5.823,3.948,1.234,1.002,0.139,0.04,5.927,7.616,1.386,1.049,0.174,0.049,7.081,9.3,1.458,1.06,0.023,2.974
11/19/18 18:00,1656,323,1800,0.054,0.002,5.764,3.946,1.234,1.002,0.139,0.04,5.907,7.615,1.386,1.049,0.174,0.05,7.04,9.3,1.458,1.06,-1.162,1.609
11/19/18 18:15,1657,323,1815,0.054,0.002,5.683,3.944,1.234,1.003,0.139,0.04,5.899,7.614,1.386,1.049,0.174,0.05,7.082,9.3,1.458,1.06,-2.081,0.452
11/19/18 18:30,1658,323,1830,0.054,0.002,5.606,3.947,1.234,1.002,0.139,0.04,5.903,7.615,1.386,1.049,0.174,0.049,7.055,9.3,1.458,1.06,-2.806,-0.616
11/19/18 18:45,1659,323,1845,0.054,0.002,5.5,3.947,1.234,1.002,0.139,0.04,5.926,7.617,1.386,1.049,0.174,0.05,7.101,9.3,1.458,1.06,-3.263,-1.439
11/19/18 19:00,1660,323,1900,0.054,0.002,5.395,3.947,1.234,1.002,0.139,0.04,5.886,7.616,1.386,1.049,0.174,0.05,7.057,9.3,1.458,1.06,-3.629,-2.123
11/19/18 19:15,1661,323,1915,0.054,0.003,5.3,3.942,1.234,1.003,0.139,0.04,5.914,7.616,1.386,1.049,0.175,0.05,7.088,9.33,1.459,1.061,-3.94,-2.362
11/19/18 19:30,1662,323,1930,0.054,0.002,5.141,3.946,1.234,1.003,0.139,0.04,5.914,7.618,1.386,1.049,0.174,0.049,7.059,9.3,1.458,1.06,-4.162,-2.667
11/19/18 19:45,1663,323,1945,0.054,0.002,5.05,3.943,1.234,1.003,0.139,0.04,5.917,7.615,1.386,1.049,0.174,0.05,7.044,9.3,1.458,1.06,-4.65,-2.809
11/19/18 20:00,1664,323,2000,0.054,0.002,4.965,3.944,1.234,1.003,0.139,0.04,5.921,7.616,1.386,1.049,0.174,0.05,7.061,9.3,1.458,1.06,-4.956,-3.048
11/19/18 20:15,1665,323,2015,0.054,0.002,4.922,3.945,1.234,1.003,0.139,0.04,5.936,7.616,1.386,1.049,0.174,0.05,7.074,9.3,1.458,1.06,-5.181,-3.196
11/19/18 20:30,1666,323,2030,0.054,0.002,4.751,3.946,1.234,1.002,0.139,0.04,5.955,7.614,1.386,1.049,0.174,0.049,7.059,9.3,1.458,1.06,-5.382,-3.434
11/19/18 20:45,1667,323,2045,0.054,0.002,4.702,3.948,1.234,1.002,0.139,0.04,5.952,7.615,1.386,1.049,0.174,0.049,7.04,9.3,1.458,1.06,-5.895,-3.619
11/19/18 21:00,1668,323,2100,0.054,0.002,4.528,3.948,1.234,1.002,0.139,0.04,5.941,7.616,1.386,1.049,0.174,0.049,7.046,9.3,1.458,1.06,-5.733,-3.739
11/19/18 21:15,1669,323,2115,0.054,0.002,4.447,3.95,1.234,1.002,0.139,0.04,5.953,7.617,1.386,1.049,0.174,0.05,7.053,9.3,1.458,1.06,-5.811,-3.926
11/19/18 21:30,1670,323,2130,0.054,0.002,4.344,3.945,1.234,1.002,0.139,0.04,5.964,7.615,1.386,1.049,0.174,0.05,7.039,9.29,1.458,1.061,-6.04,-4.134
11/19/18 21:45,1671,323,2145,0.053,0.002,4.266,3.918,1.233,1.003,0.139,0.04,5.989,7.616,1.386,1.049,0.174,0.049,7.036,9.3,1.458,1.06,-6.113,-4.321
11/19/18 22:00,1672,323,2200,0.053,0.002,4.168,3.921,1.233,1.002,0.139,0.04,5.989,7.613,1.386,1.05,0.174,0.05,7.031,9.3,1.458,1.06,-6.38,-4.613
11/19/18 22:15,1673,323,2215,0.053,0.002,4.114,3.922,1.233,1.002,0.139,0.04,5.991,7.618,1.386,1.049,0.175,0.049,7.042,9.33,1.459,1.06,-6.481,-4.707
11/19/18 22:30,1674,323,2230,0.053,0.002,4.04,3.923,1.233,1.002,0.139,0.04,5.98,7.614,1.386,1.049,0.174,0.049,7.033,9.3,1.458,1.06,-6.674,-5.082
11/19/18 22:45,1675,323,2245,0.053,0.002,3.932,3.923,1.233,1.002,0.139,0.04,5.991,7.615,1.386,1.049,0.174,0.049,7.021,9.3,1.458,1.06,-6.756,-5.226
11/19/18 23:00,1676,323,2300,0.053,0.002,3.863,3.922,1.233,1.002,0.139,0.04,5.987,7.618,1.386,1.048,0.174,0.049,7.005,9.3,1.458,1.06,-6.872,-5.37
11/19/18 23:15,1677,323,2315,0.053,0.002,3.78,3.919,1.233,1.003,0.139,0.04,6.004,7.613,1.386,1.05,0.174,0.049,7.019,9.3,1.458,1.06,-7.059,-5.648
11/19/18 23:30,1678,323,2330,0.053,0.002,3.715,3.924,1.233,1.002,0.139,0.04,6.011,7.616,1.386,1.049,0.175,0.049,7.022,9.3,1.458,1.059,-6.85,-5.625
11/19/18 23:45,1679,323,2345,0.053,0.002,3.606,3.92,1.233,1.003,0.139,0.04,5.99,7.616,1.386,1.049,0.175,0.049,7.019,9.33,1.459,1.06,-7.246,-5.803
11/20/18 0:00,1680,324,0,0.053,0.002,3.576,3.922,1.233,1.002,0.139,0.04,6.008,7.615,1.386,1.049,0.174,0.05,6.98,9.3,1.458,1.061,-7.39,-6.143
11/20/18 0:15,1681,324,15,0.053,0.002,3.486,3.924,1.233,1.002,0.139,0.04,6.03,7.613,1.386,1.05,0.174,0.049,6.985,9.3,1.458,1.06,-7.435,-6.303
11/20/18 0:30,1682,324,30,0.053,0.002,3.445,3.922,1.233,1.002,0.139,0.04,6.027,7.616,1.386,1.049,0.175,0.05,7.05,9.33,1.459,1.061,-7.819,-6.324
11/20/18 0:45,1683,324,45,0.053,0.002,3.348,3.923,1.233,1.002,0.139,0.041,6.019,7.611,1.386,1.05,0.174,0.049,6.996,9.3,1.458,1.06,-7.805,-6.212
11/20/18 1:00,1684,324,100,0.053,0.002,3.297,3.92,1.233,1.002,0.139,0.04,6.017,7.617,1.386,1.049,0.174,0.049,7.006,9.3,1.458,1.059,-8.3,-6.58
11/20/18 1:15,1685,324,115,0.053,0.002,3.236,3.898,1.232,1.002,0.139,0.04,6.034,7.618,1.386,1.049,0.174,0.05,6.994,9.3,1.458,1.061,-8.47,-6.889
11/20/18 1:30,1686,324,130,0.053,0.002,3.156,3.897,1.232,1.002,0.139,0.04,6.044,7.616,1.386,1.049,0.174,0.049,6.983,9.3,1.458,1.06,-8.26,-6.86
11/20/18 1:45,1687,324,145,0.053,0.002,3.129,3.898,1.232,1.002,0.139,0.04,6.024,7.617,1.386,1.049,0.175,0.049,6.984,9.3,1.458,1.059,-8.85,-7.159
11/20/18 2:00,1688,324,200,0.053,0.002,3.035,3.9,1.232,1.002,0.139,0.04,6.02,7.614,1.386,1.049,0.175,0.05,6.992,9.33,1.459,1.061,-8.67,-7.356
11/20/18 2:15,1689,324,215,0.053,0.002,2.952,3.895,1.232,1.003,0.139,0.04,6.042,7.614,1.386,1.049,0.174,0.049,6.993,9.3,1.458,1.06,-8.73,-7.526
11/20/18 2:30,1690,324,230,0.053,0.002,2.928,3.898,1.232,1.002,0.139,0.04,6.033,7.617,1.386,1.049,0.175,0.049,6.999,9.3,1.458,1.06,-9.09,-7.74
11/20/18 2:45,1691,324,245,0.053,0.002,2.834,3.897,1.232,1.002,0.139,0.041,6.023,7.612,1.386,1.05,0.175,0.05,6.967,9.33,1.459,1.061,-8.81,-7.74
11/20/18 3:00,1692,324,300,0.053,0.002,2.795,3.896,1.232,1.003,0.139,0.04,6.036,7.616,1.386,1.049,0.174,0.05,6.985,9.3,1.458,1.061,-8.95,-7.83
11/20/18 3:15,1693,324,315,0.053,0.002,2.74,3.899,1.232,1.002,0.139,0.04,6.033,7.613,1.386,1.049,0.175,0.05,6.969,9.33,1.459,1.06,-9.16,-8.02
11/20/18 3:30,1694,324,330,0.053,0.002,2.626,3.898,1.232,1.002,0.139,0.04,6.022,7.616,1.386,1.049,0.174,0.05,6.981,9.3,1.458,1.06,-8.79,-8.12
11/20/18 3:45,1695,324,345,0.052,0.002,2.63,3.871,1.231,1.002,0.139,0.04,6.023,7.614,1.386,1.049,0.174,0.05,6.983,9.3,1.458,1.061,-8.49,-7.709
11/20/18 4:00,1696,324,400,0.052,0.002,2.529,3.876,1.231,1.002,0.139,0.04,6.005,7.614,1.386,1.049,0.174,0.049,6.971,9.3,1.458,1.06,-9.17,-7.896
11/20/18 4:15,1697,324,415,0.052,0.002,2.518,3.872,1.231,1.002,0.139,0.04,6.028,7.615,1.386,1.049,0.174,0.05,6.959,9.3,1.458,1.061,-9.39,-8.28
11/20/18 4:30,1698,324,430,0.052,0.002,2.432,3.873,1.231,1.002,0.139,0.04,6.026,7.615,1.386,1.049,0.174,0.049,6.946,9.3,1.458,1.059,-8.79,-8.13
11/20/18 4:45,1699,324,445,0.052,0.002,2.39,3.871,1.231,1.002,0.139,0.039,5.998,7.619,1.386,1.048,0.174,0.049,6.965,9.3,1.458,1.06,-9.11,-8.04
11/20/18 5:00,1700,324,500,0.052,0.002,2.334,3.874,1.231,1.002,0.139,0.04,6,7.613,1.386,1.049,0.174,0.05,6.957,9.3,1.458,1.061,-9.09,-8.21
11/20/18 5:15,1701,324,515,0.052,0.002,2.261,3.875,1.231,1.002,0.139,0.04,5.995,7.618,1.386,1.049,0.174,0.049,6.969,9.3,1.458,1.06,-9.48,-8.3
11/20/18 5:30,1702,324,530,0.052,0.002,2.226,3.87,1.231,1.003,0.139,0.04,6.004,7.616,1.386,1.049,0.174,0.049,7.012,9.3,1.458,1.06,-9.18,-8.37
11/20/18 5:45,1703,324,545,0.052,0.002,2.151,3.874,1.231,1.002,0.139,0.04,5.968,7.615,1.386,1.049,0.174,0.05,6.992,9.3,1.458,1.06,-9.56,-8.32
11/20/18 6:00,1704,324,600,0.052,0.002,2.103,3.875,1.231,1.002,0.139,0.04,5.976,7.615,1.386,1.049,0.174,0.05,6.988,9.3,1.458,1.06,-9.33,-8.58
11/20/18 6:15,1705,324,615,0.052,0.002,2.092,3.874,1.231,1.002,0.139,0.04,5.971,7.616,1.386,1.049,0.174,0.05,6.927,9.3,1.458,1.06,-9.6,-8.71
11/20/18 6:30,1706,324,630,0.051,0.002,2.021,3.846,1.23,1.003,0.139,0.04,5.972,7.616,1.386,1.049,0.174,0.049,6.967,9.3,1.458,1.06,-9.71,-8.76
11/20/18 6:45,1707,324,645,0.052,0.001,2.025,3.852,1.23,1.002,0.139,0.04,5.953,7.614,1.386,1.049,0.174,0.05,6.942,9.3,1.458,1.06,-9.72,-8.86
11/20/18 7:00,1708,324,700,0.051,0.002,1.917,3.847,1.23,1.002,0.139,0.041,5.959,7.612,1.386,1.05,0.174,0.05,6.988,9.3,1.458,1.061,-9.87,-8.9
11/20/18 7:15,1709,324,715,0.051,0.002,1.9,3.845,1.23,1.003,0.139,0.04,5.928,7.617,1.386,1.049,0.174,0.05,6.965,9.3,1.458,1.061,-9.81,-8.85
11/20/18 7:30,1710,324,730,0.051,0.002,1.826,3.85,1.23,1.002,0.139,0.04,5.927,7.613,1.386,1.05,0.174,0.05,6.995,9.3,1.458,1.06,-10,-8.98
11/20/18 7:45,1711,324,745,0.051,0.002,1.758,3.846,1.23,1.002,0.139,0.04,5.945,7.617,1.386,1.049,0.174,0.049,6.993,9.3,1.458,1.06,-9.83,-9.01
11/20/18 8:00,1712,324,800,0.051,0.002,1.768,3.848,1.23,1.002,0.139,0.04,5.92,7.616,1.386,1.049,0.174,0.05,6.968,9.3,1.458,1.06,-9.83,-8.89
11/20/18 8:15,1713,324,815,0.051,0.002,1.696,3.847,1.23,1.002,0.139,0.04,5.925,7.618,1.386,1.049,0.174,0.049,6.963,9.3,1.458,1.06,-9.62,-9.1
11/20/18 8:30,1714,324,830,0.052,0.002,1.654,3.849,1.23,1.002,0.139,0.04,5.875,7.617,1.386,1.049,0.174,0.049,6.92,9.3,1.458,1.059,-8.28,-8.68
11/20/18 8:45,1715,324,845,0.052,0.001,1.609,3.852,1.23,1.002,0.139,0.04,5.879,7.616,1.386,1.049,0.174,0.049,6.901,9.3,1.458,1.06,-7.623,-8.16
11/20/18 9:00,1716,324,900,0.052,0.002,1.561,3.849,1.23,1.002,0.139,0.04,5.893,7.614,1.386,1.049,0.174,0.049,6.958,9.3,1.458,1.059,-6.446,-7.555
11/20/18 9:15,1717,324,915,0.052,0.002,1.528,3.851,1.23,1.002,0.139,0.04,5.861,7.616,1.386,1.049,0.175,0.049,6.98,9.3,1.458,1.059,-5.447,-6.62
11/20/18 9:30,1718,324,930,0.052,0.002,1.48,3.849,1.23,1.002,0.139,0.04,5.872,7.616,1.386,1.049,0.175,0.05,6.966,9.33,1.459,1.06,-4.328,-5.694
11/20/18 9:45,1719,324,945,0.051,0.002,1.444,3.85,1.23,1.002,0.139,0.04,5.841,7.618,1.386,1.048,0.174,0.049,6.925,9.3,1.458,1.059,-2.792,-4.544
11/20/18 10:00,1720,324,1000,0.051,0.002,1.482,3.847,1.23,1.002,0.139,0.04,5.838,7.615,1.386,1.049,0.174,0.049,6.943,9.3,1.458,1.059,-0.571,-3.164
11/20/18 10:15,1721,324,1015,0.052,0.001,1.473,3.852,1.23,1.002,0.139,0.04,5.829,7.616,1.386,1.049,0.174,0.049,6.96,9.3,1.458,1.06,0.661,-1.727
11/20/18 10:30,1722,324,1030,0.052,0.002,1.516,3.85,1.23,1.002,0.139,0.039,5.817,7.62,1.386,1.048,0.174,0.049,6.961,9.3,1.458,1.06,2.299,-0.362
11/20/18 10:45,1723,324,1045,0.052,0.002,1.58,3.85,1.23,1.002,0.139,0.04,5.81,7.616,1.386,1.049,0.174,0.049,6.935,9.3,1.458,1.06,12.23,1.263
11/20/18 11:00,1724,324,1100,0.052,0.002,1.634,3.848,1.23,1.002,0.139,0.04,5.787,7.617,1.386,1.049,0.174,0.049,6.955,9.3,1.458,1.06,14.4,3.998
11/20/18 11:15,1725,324,1115,0.052,0.002,1.677,3.851,1.23,1.002,0.139,0.04,5.787,7.616,1.386,1.049,0.174,0.049,6.929,9.3,1.458,1.06,15.92,6.472
