TOA5,CR1000_nasa,CR1000,84884,CR1000.Std.31.02,CPU:SH_site1_hill2_11092018.CR1,30628,Enviro,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,TT_C,SBT_C
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp
2/1/19 16:15,8753,32,1615,0.286,0.009,0.628,15.69,1.624,1.012,0.376,0.062,1.437,22.65,1.787,1.076,0.387,0.081,2.074,23.71,1.828,1.099,0.311,5.144
2/1/19 16:30,8754,32,1630,0.288,0.009,0.624,15.77,1.627,1.012,0.376,0.062,1.381,22.65,1.787,1.076,0.387,0.081,1.991,23.71,1.828,1.098,0.319,5.034
2/1/19 16:45,8755,32,1645,0.288,0.009,0.654,15.82,1.628,1.011,0.377,0.062,1.409,22.7,1.788,1.076,0.388,0.081,2.075,23.71,1.828,1.099,0.354,4.984
2/1/19 17:00,8756,32,1700,0.29,0.01,0.648,15.9,1.63,1.012,0.377,0.062,1.421,22.7,1.788,1.076,0.388,0.081,2.043,23.76,1.829,1.099,0.288,4.793
2/1/19 17:15,8757,32,1715,0.29,0.01,0.645,15.95,1.631,1.012,0.377,0.062,1.417,22.7,1.788,1.076,0.388,0.081,2.048,23.71,1.828,1.099,0.242,4.508
2/1/19 17:30,8758,32,1730,0.291,0.01,0.645,15.99,1.632,1.012,0.377,0.062,1.441,22.75,1.789,1.076,0.388,0.081,2.043,23.76,1.829,1.098,0.291,4.289
2/1/19 17:45,8759,32,1745,0.291,0.009,0.645,15.99,1.632,1.012,0.378,0.062,1.45,22.8,1.79,1.076,0.387,0.081,2.045,23.71,1.828,1.099,0.251,4.005
2/1/19 18:00,8760,32,1800,0.292,0.009,0.644,16.04,1.633,1.012,0.378,0.062,1.439,22.8,1.79,1.076,0.387,0.081,2.037,23.71,1.828,1.098,0.151,3.657
2/1/19 18:15,8761,32,1815,0.292,0.01,0.587,16.08,1.634,1.012,0.378,0.063,1.415,22.81,1.79,1.077,0.387,0.081,2.042,23.71,1.828,1.098,0.189,3.449
2/1/19 18:30,8762,32,1830,0.292,0.009,0.61,16.08,1.634,1.011,0.378,0.063,1.38,22.85,1.792,1.077,0.387,0.081,2.04,23.71,1.828,1.099,0.323,3.62
2/1/19 18:45,8763,32,1845,0.293,0.01,0.633,16.12,1.636,1.012,0.378,0.063,1.435,22.85,1.792,1.077,0.388,0.081,2.007,23.71,1.828,1.099,0.144,3.534
2/1/19 19:00,8764,32,1900,0.293,0.009,0.614,16.12,1.636,1.011,0.378,0.062,1.396,22.86,1.792,1.076,0.388,0.081,2.042,23.77,1.829,1.099,0.2,3.355
2/1/19 19:15,8765,32,1915,0.293,0.01,0.632,16.12,1.636,1.012,0.379,0.063,1.404,22.91,1.793,1.077,0.389,0.081,2.03,23.82,1.83,1.099,0.189,3.312
2/1/19 19:30,8766,32,1930,0.293,0.01,0.599,16.12,1.636,1.012,0.379,0.063,1.434,22.91,1.793,1.077,0.389,0.082,2.044,23.82,1.83,1.099,0.156,3.073
2/1/19 19:45,8767,32,1945,0.293,0.009,0.655,16.12,1.636,1.012,0.379,0.062,1.426,22.96,1.794,1.076,0.389,0.081,2.066,23.82,1.83,1.099,0.129,2.813
2/1/19 20:00,8768,32,2000,0.293,0.009,0.66,16.12,1.636,1.012,0.379,0.063,1.401,22.96,1.794,1.077,0.389,0.082,2.038,23.82,1.83,1.099,0.096,2.509
2/1/19 20:15,8769,32,2015,0.293,0.009,0.643,16.12,1.636,1.012,0.379,0.062,1.438,22.96,1.794,1.076,0.389,0.081,2.063,23.82,1.83,1.098,0.146,2.313
2/1/19 20:30,8770,32,2030,0.293,0.009,0.613,16.12,1.636,1.012,0.379,0.063,1.441,22.96,1.794,1.077,0.389,0.082,2.037,23.87,1.831,1.099,0.156,2.357
2/1/19 20:45,8771,32,2045,0.293,0.01,0.634,16.12,1.635,1.012,0.379,0.062,1.406,22.96,1.794,1.076,0.389,0.082,2.014,23.87,1.831,1.099,0.14,2.324
2/1/19 21:00,8772,32,2100,0.292,0.01,0.666,16.07,1.634,1.012,0.38,0.063,1.424,22.96,1.794,1.077,0.389,0.081,2.057,23.87,1.831,1.098,0.131,2.248
2/1/19 21:15,8773,32,2115,0.292,0.009,0.642,16.07,1.634,1.012,0.38,0.063,1.423,23.01,1.795,1.077,0.39,0.082,2.037,23.92,1.832,1.099,0.115,2.183
2/1/19 21:30,8774,32,2130,0.292,0.009,0.603,16.03,1.633,1.012,0.38,0.063,1.41,23.01,1.795,1.077,0.39,0.082,2.012,23.92,1.832,1.099,0.092,1.977
2/1/19 21:45,8775,32,2145,0.291,0.009,0.615,16.03,1.633,1.012,0.38,0.063,1.439,23.01,1.795,1.077,0.39,0.082,2.031,23.92,1.832,1.1,0.087,1.706
2/1/19 22:00,8776,32,2200,0.291,0.009,0.617,15.99,1.632,1.012,0.38,0.063,1.408,23.01,1.795,1.077,0.39,0.082,2.045,23.92,1.832,1.099,0.088,1.467
2/1/19 22:15,8777,32,2215,0.291,0.009,0.634,15.99,1.632,1.011,0.38,0.063,1.399,23.01,1.795,1.077,0.39,0.082,1.989,23.93,1.832,1.1,0.081,1.283
2/1/19 22:30,8778,32,2230,0.29,0.009,0.617,15.95,1.631,1.011,0.38,0.063,1.398,23.01,1.795,1.077,0.39,0.082,2.047,23.98,1.833,1.099,0.077,1.207
2/1/19 22:45,8779,32,2245,0.29,0.009,0.603,15.94,1.631,1.012,0.379,0.063,1.397,22.96,1.794,1.077,0.39,0.082,2.02,23.98,1.833,1.099,0.084,1.142
2/1/19 23:00,8780,32,2300,0.289,0.009,0.625,15.9,1.63,1.012,0.379,0.063,1.423,22.96,1.794,1.077,0.39,0.082,2.016,23.98,1.833,1.099,0.09,1.12
2/1/19 23:15,8781,32,2315,0.289,0.009,0.661,15.9,1.63,1.012,0.379,0.063,1.4,22.96,1.794,1.077,0.39,0.082,2.048,23.98,1.833,1.099,0.117,1.196
2/1/19 23:30,8782,32,2330,0.289,0.009,0.615,15.9,1.63,1.012,0.379,0.062,1.422,22.96,1.794,1.076,0.39,0.082,2.037,23.98,1.833,1.099,0.121,1.229
2/1/19 23:45,8783,32,2345,0.289,0.009,0.651,15.86,1.629,1.012,0.379,0.063,1.423,22.96,1.794,1.077,0.39,0.082,2.048,23.98,1.833,1.1,0.143,1.272
2/2/19 0:00,8784,33,0,0.289,0.01,0.648,15.85,1.629,1.012,0.379,0.063,1.406,22.96,1.794,1.077,0.39,0.082,2.072,23.98,1.833,1.1,0.142,1.315
2/2/19 0:15,8785,33,15,0.288,0.009,0.646,15.81,1.628,1.012,0.379,0.063,1.417,22.96,1.794,1.077,0.39,0.082,2.045,23.98,1.833,1.1,0.152,1.348
2/2/19 0:30,8786,33,30,0.288,0.01,0.658,15.81,1.628,1.012,0.379,0.063,1.439,22.96,1.794,1.077,0.39,0.081,2.033,23.98,1.833,1.099,0.157,1.38
2/2/19 0:45,8787,33,45,0.288,0.009,0.65,15.81,1.628,1.012,0.379,0.063,1.423,22.96,1.794,1.077,0.391,0.082,2.036,24.03,1.834,1.1,0.162,1.391
2/2/19 1:00,8788,33,100,0.288,0.009,0.584,15.81,1.628,1.012,0.379,0.062,1.439,22.96,1.794,1.076,0.391,0.082,2.038,24.03,1.834,1.1,0.169,1.353
2/2/19 1:15,8789,33,115,0.288,0.009,0.616,15.81,1.628,1.011,0.379,0.063,1.413,22.96,1.794,1.077,0.391,0.081,2.063,24.03,1.834,1.099,0.183,1.445
2/2/19 1:30,8790,33,130,0.288,0.01,0.63,15.82,1.628,1.012,0.379,0.062,1.432,22.91,1.793,1.076,0.391,0.082,2.036,24.03,1.834,1.099,0.141,1.359
2/2/19 1:45,8791,33,145,0.289,0.01,0.656,15.86,1.629,1.012,0.379,0.063,1.439,22.91,1.793,1.077,0.391,0.082,2.071,24.03,1.834,1.1,0.086,1.082
2/2/19 2:00,8792,33,200,0.29,0.009,0.672,15.9,1.63,1.011,0.379,0.063,1.418,22.91,1.793,1.077,0.391,0.082,2.018,24.03,1.834,1.099,0.133,0.969
2/2/19 2:15,8793,33,215,0.29,0.01,0.634,15.95,1.631,1.012,0.379,0.063,1.41,22.96,1.794,1.077,0.39,0.082,2.031,23.98,1.833,1.099,0.157,1.142
2/2/19 2:30,8794,33,230,0.292,0.009,0.66,16.04,1.633,1.012,0.379,0.062,1.395,22.96,1.794,1.076,0.391,0.082,2.052,24.03,1.834,1.099,0.146,1.12
2/2/19 2:45,8795,33,245,0.293,0.01,0.64,16.13,1.636,1.012,0.379,0.063,1.436,22.96,1.794,1.077,0.391,0.082,2.048,24.03,1.834,1.1,0.12,1.044
2/2/19 3:00,8796,33,300,0.295,0.009,0.657,16.26,1.639,1.012,0.38,0.062,1.414,22.96,1.794,1.076,0.391,0.081,1.994,24.03,1.834,1.099,0.076,0.784
2/2/19 3:15,8797,33,315,0.296,0.01,0.642,16.35,1.641,1.012,0.38,0.063,1.4,23.01,1.795,1.077,0.391,0.082,2.032,24.03,1.834,1.099,0.059,0.6
2/2/19 3:30,8798,33,330,0.298,0.01,0.559,16.48,1.645,1.012,0.38,0.062,1.454,23.02,1.795,1.076,0.391,0.082,2.059,24.03,1.834,1.099,0.029,0.449
2/2/19 3:45,8799,33,345,0.299,0.01,0.602,16.56,1.647,1.012,0.381,0.063,1.412,23.07,1.796,1.077,0.391,0.082,2.02,24.03,1.834,1.1,0.026,0.34
2/2/19 4:00,8800,33,400,0.3,0.01,0.602,16.61,1.648,1.012,0.381,0.063,1.416,23.12,1.797,1.077,0.391,0.082,2.019,24.03,1.834,1.099,0.042,0.384
2/2/19 4:15,8801,33,415,0.301,0.01,0.606,16.7,1.65,1.012,0.381,0.063,1.387,23.12,1.797,1.077,0.39,0.082,2.055,23.98,1.833,1.099,0.041,0.411
2/2/19 4:30,8802,33,430,0.302,0.01,0.612,16.75,1.652,1.012,0.382,0.063,1.443,23.17,1.798,1.077,0.39,0.082,2.047,23.98,1.833,1.1,0.019,0.384
2/2/19 4:45,8803,33,445,0.304,0.01,0.617,16.88,1.655,1.012,0.382,0.063,1.386,23.22,1.799,1.077,0.391,0.082,2.067,24.03,1.834,1.099,0.037,0.356
2/2/19 5:00,8804,33,500,0.306,0.01,0.599,17.02,1.658,1.013,0.382,0.063,1.43,23.23,1.799,1.077,0.391,0.082,2.05,24.03,1.834,1.1,0.031,0.362
2/2/19 5:15,8805,33,515,0.308,0.01,0.602,17.15,1.662,1.012,0.383,0.063,1.411,23.28,1.801,1.077,0.391,0.082,2.061,24.09,1.836,1.099,0.011,0.264
2/2/19 5:30,8806,33,530,0.308,0.01,0.603,17.19,1.663,1.012,0.384,0.063,1.397,23.33,1.802,1.077,0.392,0.083,2.048,24.14,1.837,1.1,0.013,0.21
2/2/19 5:45,8807,33,545,0.309,0.01,0.62,17.24,1.664,1.012,0.384,0.063,1.414,23.38,1.803,1.078,0.392,0.082,2.042,24.14,1.837,1.1,0.001,0.21
2/2/19 6:00,8808,33,600,0.31,0.01,0.678,17.28,1.665,1.012,0.385,0.063,1.405,23.44,1.804,1.078,0.392,0.082,2.042,24.19,1.838,1.099,0.023,0.254
2/2/19 6:15,8809,33,615,0.31,0.01,0.633,17.28,1.665,1.013,0.385,0.063,1.403,23.49,1.805,1.078,0.392,0.082,2.033,24.19,1.838,1.1,0.033,0.297
2/2/19 6:30,8810,33,630,0.31,0.01,0.562,17.33,1.666,1.012,0.385,0.063,1.419,23.49,1.805,1.078,0.393,0.082,2.029,24.25,1.839,1.1,0.075,0.405
2/2/19 6:45,8811,33,645,0.311,0.01,0.599,17.38,1.668,1.012,0.386,0.064,1.422,23.54,1.806,1.078,0.393,0.082,2.018,24.29,1.84,1.099,0.046,0.427
2/2/19 7:00,8812,33,700,0.314,0.01,0.603,17.57,1.672,1.012,0.386,0.064,1.39,23.6,1.807,1.078,0.393,0.082,1.997,24.25,1.839,1.1,0.006,0.254
2/2/19 7:15,8813,33,715,0.316,0.01,0.576,17.78,1.677,1.013,0.387,0.064,1.412,23.7,1.81,1.078,0.394,0.082,2.033,24.3,1.84,1.1,0.003,0.151
2/2/19 7:30,8814,33,730,0.318,0.01,0.577,17.87,1.68,1.013,0.388,0.064,1.416,23.76,1.811,1.078,0.394,0.082,2.043,24.35,1.841,1.099,-0.008,0.124
2/2/19 7:45,8815,33,745,0.318,0.01,0.602,17.87,1.68,1.013,0.389,0.064,1.384,23.86,1.813,1.079,0.395,0.083,2.044,24.41,1.842,1.1,-0.002,0.124
2/2/19 8:00,8816,33,800,0.318,0.01,0.646,17.87,1.68,1.013,0.39,0.064,1.404,23.91,1.814,1.079,0.395,0.083,2.018,24.46,1.844,1.101,0.014,0.167
2/2/19 8:15,8817,33,815,0.318,0.01,0.613,17.87,1.68,1.013,0.39,0.064,1.393,23.97,1.815,1.079,0.396,0.083,2.033,24.51,1.845,1.101,-0.019,0.145
2/2/19 8:30,8818,33,830,0.317,0.01,0.576,17.82,1.678,1.012,0.391,0.064,1.402,24.02,1.816,1.078,0.396,0.083,2.043,24.56,1.846,1.101,-0.001,0.102
2/2/19 8:45,8819,33,845,0.316,0.01,0.583,17.77,1.677,1.013,0.391,0.064,1.399,24.07,1.817,1.079,0.396,0.083,2.049,24.57,1.846,1.101,-0.008,0.124
2/2/19 9:00,8820,33,900,0.316,0.01,0.589,17.73,1.676,1.013,0.391,0.064,1.4,24.07,1.817,1.079,0.397,0.083,2.045,24.63,1.847,1.101,-0.013,0.102
2/2/19 9:15,8821,33,915,0.315,0.01,0.59,17.68,1.675,1.012,0.391,0.064,1.416,24.07,1.817,1.078,0.398,0.083,2.033,24.73,1.849,1.101,0.004,0.124
2/2/19 9:30,8822,33,930,0.315,0.01,0.565,17.64,1.674,1.013,0.391,0.064,1.34,24.07,1.817,1.079,0.398,0.083,1.997,24.78,1.85,1.101,0.004,0.113
2/2/19 9:45,8823,33,945,0.314,0.01,0.546,17.59,1.673,1.013,0.391,0.064,1.387,24.07,1.817,1.079,0.399,0.084,2.025,24.83,1.851,1.102,0.024,0.189
2/2/19 10:00,8824,33,1000,0.313,0.01,0.55,17.54,1.672,1.013,0.391,0.064,1.359,24.07,1.817,1.079,0.399,0.084,1.966,24.84,1.851,1.102,0.004,0.102
2/2/19 10:15,8825,33,1015,0.312,0.01,0.557,17.45,1.669,1.013,0.391,0.065,1.357,24.07,1.817,1.079,0.399,0.084,2.063,24.89,1.852,1.102,-0.017,0.059
2/2/19 10:30,8826,33,1030,0.311,0.01,0.57,17.41,1.668,1.012,0.391,0.064,1.371,24.07,1.817,1.078,0.399,0.084,1.992,24.89,1.852,1.102,0.002,-0.028
2/2/19 10:45,8827,33,1045,0.311,0.01,0.58,17.36,1.667,1.013,0.391,0.064,1.396,24.02,1.816,1.078,0.399,0.084,2.007,24.89,1.853,1.102,-0.032,-0.028
2/2/19 11:00,8828,33,1100,0.31,0.01,0.591,17.32,1.666,1.013,0.391,0.064,1.408,24.02,1.816,1.078,0.4,0.084,2.008,24.94,1.854,1.102,-0.026,-0.023
2/2/19 11:15,8829,33,1115,0.309,0.01,0.578,17.23,1.664,1.012,0.391,0.064,1.403,24.01,1.816,1.078,0.4,0.084,2.027,24.94,1.854,1.102,-0.043,-0.028
2/2/19 11:30,8830,33,1130,0.308,0.01,0.605,17.18,1.663,1.012,0.39,0.064,1.416,23.96,1.815,1.078,0.4,0.084,2.035,24.94,1.854,1.102,-0.137,-0.034
2/2/19 11:45,8831,33,1145,0.308,0.01,0.557,17.14,1.661,1.012,0.39,0.064,1.347,23.96,1.815,1.078,0.4,0.083,2.02,24.94,1.854,1.101,-0.171,-0.028
2/2/19 12:00,8832,33,1200,0.306,0.01,0.614,17.05,1.659,1.012,0.39,0.064,1.392,23.91,1.814,1.078,0.4,0.084,2.025,24.94,1.854,1.102,-0.26,-0.028
2/2/19 12:15,8833,33,1215,0.306,0.01,0.592,17,1.658,1.012,0.389,0.064,1.388,23.91,1.814,1.078,0.4,0.084,2.011,24.94,1.854,1.102,-0.299,-0.039
2/2/19 12:30,8834,33,1230,0.305,0.01,0.594,16.96,1.657,1.013,0.389,0.064,1.371,23.86,1.813,1.078,0.4,0.084,2.024,24.94,1.854,1.102,-0.45,-0.039
2/2/19 12:45,8835,33,1245,0.304,0.01,0.571,16.91,1.656,1.012,0.389,0.063,1.352,23.86,1.813,1.077,0.4,0.084,2.024,24.94,1.854,1.102,-0.321,-0.028
2/2/19 13:00,8836,33,1300,0.304,0.01,0.642,16.87,1.655,1.013,0.389,0.064,1.382,23.85,1.813,1.078,0.399,0.084,1.99,24.89,1.852,1.102,-0.422,-0.028
2/2/19 13:15,8837,33,1315,0.302,0.01,0.599,16.78,1.652,1.013,0.388,0.064,1.368,23.8,1.812,1.078,0.399,0.084,2.022,24.89,1.852,1.102,-0.505,-0.05
2/2/19 13:30,8838,33,1330,0.302,0.01,0.593,16.73,1.651,1.013,0.388,0.064,1.352,23.8,1.812,1.078,0.399,0.084,2.007,24.89,1.852,1.102,-0.338,-0.039
2/2/19 13:45,8839,33,1345,0.301,0.01,0.558,16.69,1.65,1.012,0.388,0.063,1.375,23.75,1.811,1.078,0.399,0.084,1.998,24.88,1.852,1.102,-0.238,-0.023
2/2/19 14:00,8840,33,1400,0.301,0.01,0.587,16.65,1.649,1.012,0.388,0.064,1.362,23.75,1.811,1.078,0.399,0.083,2.007,24.83,1.851,1.101,-0.044,0.021
2/2/19 14:15,8841,33,1415,0.3,0.01,0.513,16.6,1.648,1.013,0.387,0.064,1.383,23.7,1.81,1.078,0.399,0.084,2,24.83,1.851,1.102,-0.011,0.037
2/2/19 14:30,8842,33,1430,0.299,0.009,0.558,16.56,1.647,1.012,0.387,0.064,1.302,23.69,1.81,1.078,0.399,0.083,1.987,24.83,1.851,1.101,-0.023,0.059
2/2/19 14:45,8843,33,1445,0.299,0.01,0.581,16.51,1.646,1.012,0.387,0.064,1.356,23.65,1.808,1.078,0.399,0.084,2.018,24.83,1.851,1.102,-0.013,0.113
2/2/19 15:00,8844,33,1500,0.298,0.01,0.563,16.47,1.645,1.012,0.387,0.064,1.347,23.64,1.808,1.078,0.399,0.084,1.986,24.83,1.851,1.102,-0.074,0.324
2/2/19 15:15,8845,33,1515,0.297,0.01,0.579,16.42,1.643,1.012,0.386,0.064,1.358,23.59,1.807,1.078,0.399,0.083,2,24.83,1.851,1.101,-0.119,0.329
2/2/19 15:30,8846,33,1530,0.297,0.009,0.669,16.38,1.642,1.012,0.386,0.063,1.377,23.59,1.807,1.078,0.399,0.084,2.027,24.83,1.851,1.102,-0.178,0.459
2/2/19 15:45,8847,33,1545,0.296,0.01,0.595,16.34,1.641,1.012,0.386,0.063,1.349,23.59,1.807,1.078,0.398,0.084,1.996,24.78,1.85,1.102,-0.344,0.189
2/2/19 16:00,8848,33,1600,0.295,0.009,0.636,16.3,1.64,1.012,0.386,0.063,1.378,23.54,1.806,1.078,0.398,0.084,2.019,24.78,1.85,1.102,-0.3,-0.006
2/2/19 16:15,8849,33,1615,0.295,0.01,0.561,16.29,1.64,1.012,0.386,0.063,1.358,23.54,1.806,1.077,0.398,0.083,2,24.78,1.85,1.101,-0.237,-0.05
2/2/19 16:30,8850,33,1630,0.295,0.01,0.623,16.25,1.639,1.012,0.385,0.063,1.371,23.49,1.805,1.077,0.398,0.083,1.99,24.73,1.849,1.101,-0.477,-0.05
2/2/19 16:45,8851,33,1645,0.294,0.01,0.599,16.2,1.638,1.012,0.385,0.063,1.355,23.48,1.805,1.077,0.398,0.083,1.98,24.72,1.849,1.101,-0.556,-0.05
2/2/19 17:00,8852,33,1700,0.293,0.01,0.608,16.16,1.637,1.012,0.385,0.063,1.379,23.43,1.804,1.077,0.397,0.083,2.005,24.67,1.848,1.101,-0.852,-0.072
2/2/19 17:15,8853,33,1715,0.293,0.009,0.594,16.12,1.636,1.012,0.385,0.063,1.329,23.43,1.804,1.077,0.397,0.083,1.979,24.62,1.847,1.101,-1.109,-0.115
2/2/19 17:30,8854,33,1730,0.293,0.009,0.575,16.12,1.635,1.012,0.385,0.063,1.354,23.43,1.804,1.078,0.397,0.083,1.983,24.62,1.847,1.101,-1.319,-0.407
2/2/19 17:45,8855,33,1745,0.292,0.009,0.574,16.07,1.634,1.012,0.384,0.064,1.363,23.38,1.803,1.078,0.397,0.083,2,24.61,1.847,1.101,-1.372,-0.885
2/2/19 18:00,8856,33,1800,0.291,0.009,0.633,16.03,1.633,1.012,0.384,0.063,1.361,23.38,1.803,1.078,0.396,0.083,1.99,24.56,1.846,1.101,-1.689,-1.177
2/2/19 18:15,8857,33,1815,0.291,0.01,0.609,15.99,1.632,1.012,0.384,0.063,1.333,23.33,1.802,1.077,0.396,0.083,1.98,24.56,1.846,1.101,-2.694,-1.525
2/2/19 18:30,8858,33,1830,0.291,0.009,0.564,15.99,1.632,1.012,0.384,0.063,1.36,23.33,1.802,1.077,0.396,0.083,2.006,24.56,1.846,1.101,-3.046,-1.851
2/2/19 18:45,8859,33,1845,0.29,0.009,0.591,15.94,1.631,1.011,0.383,0.063,1.315,23.32,1.802,1.077,0.396,0.083,2.029,24.51,1.845,1.101,-3.062,-2.025
2/2/19 19:00,8860,33,1900,0.289,0.009,0.618,15.9,1.63,1.011,0.383,0.063,1.37,23.27,1.8,1.077,0.396,0.083,2.014,24.56,1.846,1.101,-3.407,-2.237
2/2/19 19:15,8861,33,1915,0.289,0.009,0.61,15.9,1.63,1.012,0.383,0.063,1.38,23.27,1.8,1.077,0.396,0.083,2.018,24.56,1.846,1.1,-3.355,-2.406
2/2/19 19:30,8862,33,1930,0.289,0.009,0.625,15.86,1.629,1.012,0.383,0.063,1.389,23.27,1.8,1.077,0.396,0.083,1.986,24.51,1.845,1.101,-3.519,-2.449
2/2/19 19:45,8863,33,1945,0.288,0.009,0.628,15.81,1.628,1.012,0.382,0.063,1.349,23.22,1.799,1.077,0.396,0.083,1.997,24.51,1.845,1.1,-4.023,-2.564
2/2/19 20:00,8864,33,2000,0.288,0.009,0.631,15.81,1.628,1.011,0.382,0.063,1.373,23.22,1.799,1.077,0.396,0.083,1.95,24.51,1.845,1.101,-3.691,-2.7
2/2/19 20:15,8865,33,2015,0.288,0.009,0.656,15.77,1.626,1.011,0.382,0.062,1.375,23.17,1.798,1.076,0.395,0.083,1.998,24.46,1.844,1.101,-3.132,-2.721
2/2/19 20:30,8866,33,2030,0.287,0.009,0.59,15.73,1.625,1.012,0.382,0.062,1.356,23.17,1.798,1.076,0.395,0.083,2.006,24.46,1.844,1.101,-2.8,-2.633
2/2/19 20:45,8867,33,2045,0.287,0.009,0.605,15.73,1.625,1.011,0.382,0.063,1.352,23.17,1.798,1.077,0.395,0.082,1.994,24.45,1.843,1.1,-2.497,-2.556
2/2/19 21:00,8868,33,2100,0.286,0.009,0.639,15.68,1.624,1.011,0.381,0.063,1.331,23.12,1.797,1.077,0.394,0.082,1.989,24.4,1.842,1.1,-2.578,-2.502
2/2/19 21:15,8869,33,2115,0.286,0.009,0.603,15.68,1.624,1.012,0.381,0.063,1.344,23.12,1.797,1.077,0.394,0.082,2.002,24.4,1.842,1.1,-3.717,-2.567
2/2/19 21:30,8870,33,2130,0.286,0.009,0.621,15.64,1.623,1.012,0.381,0.064,1.352,23.12,1.797,1.078,0.394,0.082,1.967,24.4,1.842,1.099,-2.934,-2.665
2/2/19 21:45,8871,33,2145,0.285,0.009,0.658,15.6,1.622,1.011,0.381,0.062,1.341,23.11,1.797,1.076,0.394,0.082,1.943,24.35,1.841,1.1,-2.769,-2.579
2/2/19 22:00,8872,33,2200,0.285,0.009,0.65,15.6,1.622,1.011,0.381,0.062,1.349,23.06,1.796,1.076,0.393,0.082,1.99,24.3,1.84,1.099,-3.037,-2.616
2/2/19 22:15,8873,33,2215,0.284,0.009,0.635,15.55,1.621,1.012,0.381,0.064,1.376,23.06,1.796,1.078,0.393,0.082,1.976,24.3,1.84,1.1,-3.091,-2.589
2/2/19 22:30,8874,33,2230,0.284,0.009,0.628,15.55,1.621,1.011,0.381,0.064,1.337,23.06,1.796,1.078,0.393,0.082,1.993,24.29,1.84,1.099,-3.433,-2.625
2/2/19 22:45,8875,33,2245,0.284,0.009,0.624,15.51,1.62,1.011,0.38,0.063,1.38,23.01,1.795,1.077,0.393,0.083,1.977,24.24,1.839,1.101,-3.287,-2.61
2/2/19 23:00,8876,33,2300,0.284,0.009,0.648,15.51,1.62,1.012,0.38,0.062,1.388,23.01,1.795,1.076,0.393,0.082,1.958,24.25,1.839,1.1,-3.078,-2.588
2/2/19 23:15,8877,33,2315,0.283,0.01,0.642,15.47,1.619,1.012,0.38,0.063,1.33,23.01,1.795,1.077,0.393,0.082,1.987,24.3,1.84,1.1,-3.39,-2.577
2/2/19 23:30,8878,33,2330,0.283,0.009,0.642,15.47,1.619,1.012,0.38,0.062,1.32,23.01,1.795,1.076,0.393,0.082,1.973,24.29,1.84,1.099,-3.261,-2.533
2/2/19 23:45,8879,33,2345,0.282,0.009,0.608,15.43,1.617,1.012,0.379,0.063,1.353,22.96,1.794,1.077,0.393,0.083,1.994,24.24,1.839,1.101,-3.205,-2.5
2/3/19 0:00,8880,34,0,0.282,0.009,0.636,15.42,1.617,1.012,0.379,0.063,1.391,22.96,1.794,1.077,0.393,0.082,1.981,24.24,1.839,1.1,-2.832,-2.456
2/3/19 0:15,8881,34,15,0.282,0.009,0.604,15.38,1.616,1.012,0.379,0.063,1.371,22.96,1.794,1.077,0.393,0.082,1.978,24.24,1.839,1.099,-2.647,-2.593
2/3/19 0:30,8882,34,30,0.282,0.009,0.626,15.38,1.616,1.012,0.379,0.063,1.344,22.91,1.793,1.077,0.392,0.082,1.968,24.19,1.838,1.1,-2.55,-2.642
2/3/19 0:45,8883,34,45,0.281,0.009,0.633,15.34,1.615,1.012,0.379,0.062,1.353,22.91,1.793,1.076,0.392,0.082,1.957,24.19,1.838,1.1,-2.388,-2.61
2/3/19 1:00,8884,34,100,0.281,0.009,0.648,15.34,1.615,1.011,0.379,0.063,1.355,22.91,1.793,1.077,0.392,0.082,1.976,24.19,1.838,1.1,-2.395,-2.589
2/3/19 1:15,8885,34,115,0.28,0.009,0.686,15.3,1.614,1.011,0.379,0.062,1.329,22.9,1.793,1.076,0.392,0.081,1.994,24.19,1.838,1.099,-2.332,-2.56
2/3/19 1:30,8886,34,130,0.28,0.009,0.668,15.29,1.614,1.012,0.378,0.063,1.36,22.85,1.792,1.077,0.392,0.082,2.024,24.14,1.837,1.099,-2.385,-2.534
2/3/19 1:45,8887,34,145,0.28,0.009,0.704,15.25,1.613,1.012,0.378,0.062,1.403,22.86,1.792,1.076,0.392,0.082,1.98,24.14,1.837,1.099,-2.365,-2.503
2/3/19 2:00,8888,34,200,0.28,0.009,0.618,15.25,1.613,1.011,0.378,0.062,1.375,22.86,1.792,1.076,0.392,0.082,1.963,24.14,1.837,1.1,-2.535,-2.492
2/3/19 2:15,8889,34,215,0.279,0.009,0.657,15.21,1.612,1.012,0.378,0.062,1.358,22.85,1.791,1.076,0.392,0.082,1.978,24.13,1.837,1.1,-2.49,-2.459
