TOA5,CR1000_tower4_N,CR1000,73550,CR1000.Std.28,CPU:SH_tow4_North_2017.CR1,58121,Enviro,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,maxbot_volt_Avg,maxbot_dist_Avg,TT_C,SBT_C
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp
10/9/18 6:00,34616,282,600,0.028,0,3.992,2.949,1.2,1,0.029,0,7.061,2.985,1.208,1,0.076,0.001,8.98,4.844,1.275,1,0.009,4795,4.683,NAN,-108
10/9/18 6:15,34617,282,615,0.028,0.001,3.946,2.945,1.2,1,0.029,0,7.067,2.99,1.208,1,0.076,0,8.96,4.845,1.275,1,0.009,4795,4.683,NAN,-111.5
10/9/18 6:30,34618,282,630,0.028,0,3.942,2.947,1.2,1,0.029,0,7.035,2.987,1.208,1,0.076,0,8.95,4.847,1.275,1,0.009,4797,4.684,NAN,-111.5
10/9/18 6:45,34619,282,645,0.028,0.001,3.854,2.945,1.2,1,0.029,0,7.051,2.985,1.208,1,0.076,0,8.96,4.845,1.275,1,0.009,4800,4.687,NAN,-111.5
10/9/18 7:00,34620,282,700,0.028,0,3.875,2.947,1.2,1,0.029,0,7.008,2.986,1.208,1,0.076,0,8.97,4.846,1.275,1,0.009,4805,4.692,NAN,-111.5
10/9/18 7:15,34621,282,715,0.028,0,3.847,2.947,1.2,1,0.029,0,7.019,2.986,1.208,1,0.076,0,8.93,4.846,1.275,1,0.009,4807,4.695,NAN,-111.5
10/9/18 7:30,34622,282,730,0.028,0.001,3.816,2.945,1.2,1,0.029,0,6.986,2.986,1.208,1,0.076,0.001,8.92,4.843,1.275,1.001,0.009,4809,4.696,NAN,-108
10/9/18 7:45,34623,282,745,0.028,0,3.781,2.947,1.2,1,0.029,0,6.981,2.986,1.208,1,0.076,0.001,8.95,4.844,1.275,1,0.009,4813,4.7,NAN,-111.5
10/9/18 8:00,34624,282,800,0.028,0,3.769,2.947,1.2,1,0.029,0,6.99,2.987,1.208,1,0.076,0,8.93,4.846,1.275,1,0.009,4817,4.704,NAN,-111.5
10/9/18 8:15,34625,282,815,0.028,0,3.725,2.947,1.2,1,0.029,0.001,6.962,2.983,1.208,1.001,0.076,0,8.94,4.846,1.275,1,0.009,4822,4.709,NAN,-111.5
10/9/18 8:30,34626,282,830,0.028,0,3.722,2.947,1.2,1,0.029,0,6.952,2.99,1.208,1,0.076,0.001,8.93,4.843,1.275,1.001,0.009,4824,4.711,NAN,-111.5
10/9/18 8:45,34627,282,845,0.028,0.001,3.72,2.945,1.2,1,0.029,0,6.96,2.987,1.208,1,0.076,0.001,8.94,4.845,1.275,1,0.009,4832,4.719,NAN,-111.5
10/9/18 9:00,34628,282,900,0.028,0,3.691,2.947,1.2,1,0.029,0,6.919,2.985,1.208,1,0.076,0.001,8.97,4.844,1.275,1,0.01,4849,4.735,NAN,-111.5
10/9/18 9:15,34629,282,915,0.028,0,3.726,2.949,1.2,1,0.029,0,6.929,2.987,1.208,1,0.076,0.001,8.93,4.844,1.275,1.001,0.01,4862,4.748,NAN,-111.5
10/9/18 9:30,34630,282,930,0.028,0.001,3.694,2.946,1.2,1,0.029,0,6.907,2.985,1.208,1,0.076,0.001,8.93,4.842,1.275,1.001,0.01,4867,4.753,NAN,-111.5
10/9/18 9:45,34631,282,945,0.028,0,3.695,2.946,1.2,1,0.029,0,6.877,2.988,1.208,1,0.076,0,8.93,4.845,1.275,1,0.011,4872,4.758,NAN,NAN
10/9/18 10:00,34632,282,1000,0.028,0,3.711,2.947,1.2,1,0.029,0,6.88,2.983,1.208,1.001,0.076,0,8.93,4.847,1.275,1,0.011,4877,4.763,NAN,-111.5
10/9/18 10:15,34633,282,1015,0.028,0,3.74,2.947,1.2,1,0.029,0,6.876,2.986,1.208,1,0.076,0,8.92,4.846,1.275,1,0.011,4879,4.764,NAN,-108
10/9/18 10:30,34634,282,1030,0.028,0,3.817,2.948,1.2,1,0.03,0,6.862,3.007,1.209,1,0.076,0,8.93,4.845,1.275,1,0.012,4878,4.764,NAN,NAN
10/9/18 10:45,34635,282,1045,0.028,0,3.938,2.948,1.2,1,0.03,0.001,6.82,3.006,1.209,1.001,0.076,0,8.91,4.845,1.275,1,0.012,4881,4.767,NAN,-117.4
10/9/18 11:00,34636,282,1100,0.028,0,4.144,2.947,1.2,1,0.03,0.001,6.856,3.003,1.209,1.001,0.076,0,8.91,4.845,1.275,1,0.012,4879,4.764,NAN,-111.5
10/9/18 11:15,34637,282,1115,0.028,0.001,4.357,2.945,1.2,1,0.03,0.001,6.82,3.002,1.209,1.001,0.076,0.001,8.9,4.844,1.275,1,0.012,4880,4.766,NAN,NAN
10/9/18 11:30,34638,282,1130,0.028,0.001,4.703,2.946,1.2,1,0.03,0,6.805,3.009,1.209,1,0.076,0,8.91,4.845,1.275,1,0.012,4881,4.767,NAN,-111.5
10/9/18 11:45,34639,282,1145,0.028,0.001,5.043,2.945,1.2,1,0.03,0.001,6.79,3.001,1.209,1.001,0.076,0,8.91,4.845,1.275,1,0.012,4880,4.766,NAN,-117.4
10/9/18 12:00,34640,282,1200,0.028,0.001,5.486,2.946,1.2,1,0.03,0,6.785,3.007,1.209,1,0.076,0,8.92,4.845,1.275,1,0.011,4880,4.766,NAN,-108
10/9/18 12:15,34641,282,1215,0.028,0,5.931,2.947,1.2,1,0.03,-0.001,6.783,3.015,1.209,0.999,0.076,0.001,8.92,4.844,1.275,1,0.011,4878,4.764,NAN,-111.5
10/9/18 12:30,34642,282,1230,0.028,0,6.369,2.95,1.2,1,0.03,0.001,6.794,3.005,1.209,1.001,0.076,0,8.92,4.845,1.275,1,0.011,4869,4.755,NAN,-111.5
10/9/18 12:45,34643,282,1245,0.029,0,6.79,2.97,1.202,1,0.03,0,6.758,3.006,1.209,1.001,0.076,0,8.87,4.845,1.275,1,0.01,4867,4.753,NAN,-117.4
10/9/18 13:00,34644,282,1300,0.029,0.001,7.26,2.969,1.202,1,0.03,0.001,6.758,3.001,1.209,1.001,0.076,0,8.89,4.845,1.275,1,0.01,4862,4.748,NAN,-111.5
10/9/18 13:15,34645,282,1315,0.029,0,7.587,2.971,1.202,1,0.03,-0.001,6.709,3.015,1.209,0.999,0.076,0,8.9,4.846,1.275,1,0.01,4848,4.734,NAN,-111.5
10/9/18 13:30,34646,282,1330,0.029,0,7.797,2.97,1.202,1,0.03,0,6.735,3.008,1.209,1,0.076,0.001,8.87,4.844,1.275,1.001,0.009,4845,4.732,NAN,-108
10/9/18 13:45,34647,282,1345,0.029,0,7.861,2.971,1.202,1,0.03,0,6.737,3.011,1.209,1,0.076,0,8.89,4.845,1.275,1,0.009,4843,4.73,NAN,-111.5
10/9/18 14:00,34648,282,1400,0.029,0,7.87,2.972,1.202,1,0.03,0,6.735,3.012,1.209,1,0.076,0,8.87,4.845,1.275,1,0.009,4841,4.728,NAN,-111.5
10/9/18 14:15,34649,282,1415,0.029,0,7.851,2.973,1.202,1,0.03,0.001,6.739,3.003,1.209,1.001,0.076,0,8.89,4.847,1.275,1,0.009,4838,4.725,NAN,-108
10/9/18 14:30,34650,282,1430,0.029,0,7.848,2.971,1.202,1,0.03,0.001,6.76,3.005,1.209,1.001,0.076,0.001,8.91,4.845,1.275,1,0.008,4838,4.724,NAN,-111.5
10/9/18 14:45,34651,282,1445,0.029,0,7.878,2.972,1.202,1,0.03,0.001,6.744,3.002,1.209,1.001,0.076,0.001,8.86,4.844,1.275,1.001,0.008,4837,4.724,NAN,-108
10/9/18 15:00,34652,282,1500,0.029,0.001,7.85,2.968,1.202,1,0.03,-0.001,6.759,3.016,1.209,0.999,0.076,0.001,8.86,4.843,1.275,1.001,0.008,4835,4.721,NAN,-111.5
10/9/18 15:15,34653,282,1515,0.029,0,7.823,2.97,1.202,1,0.03,0.001,6.777,3.003,1.209,1.001,0.076,0,8.86,4.846,1.275,1,0.008,4840,4.727,NAN,-117.4
10/9/18 15:30,34654,282,1530,0.029,0,7.751,2.97,1.202,1,0.03,0,6.785,3.013,1.209,1,0.076,0.001,8.86,4.844,1.275,1.001,0.008,4848,4.735,NAN,-111.5
10/9/18 15:45,34655,282,1545,0.029,0,7.661,2.969,1.202,1,0.03,0,6.792,3.009,1.209,1,0.076,0.001,8.84,4.844,1.275,1.001,0.008,4844,4.73,NAN,-111.5
10/9/18 16:00,34656,282,1600,0.029,0,7.614,2.971,1.202,1,0.03,0.001,6.811,3.005,1.209,1.001,0.076,0,8.84,4.845,1.275,1,0.008,4835,4.722,NAN,-111.5
10/9/18 16:15,34657,282,1615,0.029,0,7.528,2.972,1.202,1,0.03,0.001,6.812,3.002,1.209,1.001,0.076,0.001,8.83,4.844,1.275,1,0.008,4830,4.717,NAN,-111.5
10/9/18 16:30,34658,282,1630,0.029,0.001,7.43,2.968,1.202,1.001,0.03,0.001,6.862,3.005,1.209,1.001,0.076,0,8.84,4.846,1.275,1,0.008,4829,4.716,NAN,-111.5
10/9/18 16:45,34659,282,1645,0.029,0,7.365,2.973,1.202,1,0.03,0.001,6.866,3.004,1.209,1.001,0.076,0,8.81,4.845,1.275,1,0.008,4826,4.713,NAN,-108
10/9/18 17:00,34660,282,1700,0.029,0,7.287,2.97,1.202,1,0.03,0,6.883,3.012,1.209,1,0.076,0,8.8,4.845,1.275,1,0.008,4824,4.711,NAN,-111.5
10/9/18 17:15,34661,282,1715,0.029,0,7.229,2.972,1.202,1,0.03,0,6.894,3.008,1.209,1,0.076,0.001,8.77,4.844,1.275,1.001,0.008,4823,4.71,NAN,-111.5
10/9/18 17:30,34662,282,1730,0.029,0,7.147,2.971,1.202,1,0.03,0,6.923,3.012,1.209,1,0.076,0.001,8.83,4.843,1.275,1.001,0.008,4820,4.707,NAN,-108
10/9/18 17:45,34663,282,1745,0.029,0,7.07,2.971,1.202,1,0.03,0,6.951,3.009,1.209,1,0.076,0.001,8.8,4.843,1.275,1.001,0.008,4819,4.706,NAN,-108
10/9/18 18:00,34664,282,1800,0.029,0,7.002,2.97,1.202,1,0.03,0,6.951,3.01,1.209,1,0.076,0,8.83,4.844,1.275,1,0.008,4818,4.705,NAN,-111.5
10/9/18 18:15,34665,282,1815,0.029,0.001,6.919,2.966,1.202,1.001,0.03,0.001,6.961,3.003,1.209,1.001,0.076,0,8.79,4.846,1.275,1,0.008,4817,4.704,NAN,-108
10/9/18 18:30,34666,282,1830,0.029,0,6.802,2.97,1.202,1,0.03,0,6.985,3.007,1.209,1,0.076,0.001,8.82,4.845,1.275,1,0.008,4816,4.703,NAN,-111.5
10/9/18 18:45,34667,282,1845,0.029,0.001,6.741,2.969,1.202,1,0.03,0,7.012,3.012,1.209,1,0.076,0.001,8.83,4.843,1.275,1.001,0.008,4814,4.702,NAN,-111.5
10/9/18 19:00,34668,282,1900,0.029,0,6.624,2.971,1.202,1,0.03,0.001,7.073,3.005,1.209,1.001,0.076,0,8.84,4.844,1.275,1,0.008,4813,4.7,NAN,-111.5
10/9/18 19:15,34669,282,1915,0.029,0.001,6.564,2.969,1.202,1,0.03,0,7.047,3.01,1.209,1,0.076,0,8.81,4.846,1.275,1,0.008,4812,4.699,NAN,-105.4
10/9/18 19:30,34670,282,1930,0.029,0.001,6.461,2.968,1.202,1.001,0.03,0,7.064,3.009,1.209,1,0.076,0,8.81,4.845,1.275,1,0.008,4810,4.698,NAN,-111.5
10/9/18 19:45,34671,282,1945,0.029,0.001,6.42,2.969,1.202,1,0.03,0,7.076,3.011,1.209,1,0.076,0.001,8.81,4.844,1.275,1.001,0.008,4810,4.698,NAN,-111.5
10/9/18 20:00,34672,282,2000,0.029,0,6.344,2.969,1.202,1,0.03,0,7.086,3.009,1.209,1,0.076,0.001,8.83,4.843,1.275,1.001,0.008,4810,4.698,NAN,-111.5
10/9/18 20:15,34673,282,2015,0.029,0,6.246,2.971,1.202,1,0.03,0.001,7.08,3.004,1.209,1.001,0.076,0,8.8,4.845,1.275,1,0.008,4811,4.698,NAN,-111.5
10/9/18 20:30,34674,282,2030,0.029,0,6.195,2.969,1.202,1,0.03,0,7.106,3.007,1.209,1,0.076,0,8.78,4.847,1.275,1,0.008,4813,4.7,NAN,-111.5
10/9/18 20:45,34675,282,2045,0.029,0,6.14,2.97,1.202,1,0.03,0,7.132,3.01,1.209,1,0.076,0.001,8.76,4.845,1.275,1,0.008,4812,4.7,NAN,-108
10/9/18 21:00,34676,282,2100,0.029,0,6.034,2.97,1.202,1,0.03,0,7.146,3.012,1.209,1,0.076,0.001,8.78,4.844,1.275,1.001,0.008,4811,4.698,NAN,-111.5
10/9/18 21:15,34677,282,2115,0.029,0.001,5.995,2.969,1.202,1,0.03,0,7.154,3.011,1.209,1,0.076,0,8.76,4.846,1.275,1,0.008,4808,4.696,NAN,-111.5
10/9/18 21:30,34678,282,2130,0.029,0.001,5.953,2.969,1.202,1,0.03,0,7.15,3.007,1.209,1.001,0.076,0,8.76,4.845,1.275,1,0.008,4806,4.693,NAN,-111.5
10/9/18 21:45,34679,282,2145,0.029,0.001,5.912,2.969,1.202,1,0.03,0,7.167,3.013,1.209,1,0.076,0,8.78,4.845,1.275,1,0.008,4805,4.692,NAN,-111.5
10/9/18 22:00,34680,282,2200,0.029,0,5.886,2.97,1.202,1,0.03,0.001,7.167,3.006,1.209,1.001,0.076,0.001,8.74,4.845,1.275,1,0.008,4803,4.69,NAN,-108
10/9/18 22:15,34681,282,2215,0.029,0,5.835,2.97,1.202,1,0.03,0,7.178,3.007,1.209,1,0.076,0.001,8.78,4.845,1.275,1,0.008,4802,4.69,NAN,-111.5
10/9/18 22:30,34682,282,2230,0.029,0.001,5.824,2.969,1.202,1,0.03,0,7.178,3.011,1.209,1,0.076,0,8.74,4.845,1.275,1,0.008,4799,4.687,NAN,-111.5
10/9/18 22:45,34683,282,2245,0.029,0.001,5.744,2.969,1.202,1,0.03,0,7.179,3.008,1.209,1,0.076,0,8.79,4.847,1.275,1,0.008,4796,4.684,NAN,-108
10/9/18 23:00,34684,282,2300,0.029,0,5.682,2.969,1.202,1,0.03,0,7.188,3.011,1.209,1,0.076,0,8.75,4.845,1.275,1,0.008,4794,4.682,NAN,-117.4
10/9/18 23:15,34685,282,2315,0.029,0,5.636,2.97,1.202,1,0.031,0,7.198,3.033,1.211,1,0.076,0,8.75,4.844,1.275,1,0.008,4791,4.679,NAN,-105.4
10/9/18 23:30,34686,282,2330,0.029,0,5.571,2.97,1.202,1,0.031,0,7.186,3.034,1.211,1,0.076,0,8.76,4.846,1.275,1,0.008,4788,4.676,NAN,-111.5
10/9/18 23:45,34687,282,2345,0.029,0,5.482,2.97,1.202,1,0.03,0.001,7.207,3.029,1.211,1.001,0.076,0,8.76,4.845,1.275,1,0.008,4785,4.673,NAN,-108
10/10/18 0:00,34688,283,0,0.029,0.001,5.411,2.968,1.202,1.001,0.031,0.001,7.198,3.028,1.211,1.001,0.076,0,8.77,4.845,1.275,1,0.008,4786,4.674,NAN,-108
10/10/18 0:15,34689,283,15,0.029,0,5.29,2.971,1.202,1,0.031,0,7.188,3.034,1.211,1,0.076,0.001,8.75,4.844,1.275,1,0.008,4786,4.674,NAN,-108
10/10/18 0:30,34690,283,30,0.029,0.001,5.207,2.969,1.202,1,0.031,0,7.197,3.034,1.211,1,0.076,0.001,8.74,4.844,1.275,1,0.008,4783,4.671,NAN,-111.5
10/10/18 0:45,34691,283,45,0.029,0,5.106,2.969,1.202,1,0.031,0,7.215,3.031,1.211,1,0.076,0,8.74,4.846,1.275,1,0.008,4779,4.667,NAN,-111.5
10/10/18 1:00,34692,283,100,0.029,0,4.992,2.972,1.202,1,0.031,0,7.196,3.032,1.211,1,0.076,0.001,8.74,4.844,1.275,1.001,0.008,4779,4.667,NAN,-117.4
10/10/18 1:15,34693,283,115,0.029,0,4.908,2.97,1.202,1,0.031,0.001,7.203,3.028,1.211,1.001,0.076,0,8.74,4.846,1.275,1,0.008,4776,4.664,NAN,-111.5
10/10/18 1:30,34694,283,130,0.029,0,4.789,2.972,1.202,1,0.031,0,7.219,3.031,1.211,1,0.076,0.001,8.74,4.844,1.275,1.001,0.008,4777,4.665,NAN,-117.4
10/10/18 1:45,34695,283,145,0.029,0,4.726,2.972,1.202,1,0.031,0,7.213,3.031,1.211,1,0.076,0,8.74,4.845,1.275,1,0.008,4776,4.664,NAN,-111.5
10/10/18 2:00,34696,283,200,0.029,0,4.661,2.97,1.202,1,0.031,0,7.166,3.029,1.211,1.001,0.076,0,8.74,4.845,1.275,1,0.008,4776,4.664,NAN,-111.5
10/10/18 2:15,34697,283,215,0.029,0,4.546,2.97,1.202,1,0.031,0,7.197,3.033,1.211,1,0.076,0,8.73,4.845,1.275,1,0.008,4775,4.663,NAN,-111.5
10/10/18 2:30,34698,283,230,0.029,0,4.505,2.971,1.202,1,0.03,0.001,7.173,3.028,1.211,1.001,0.076,0,8.73,4.845,1.275,1,0.008,4776,4.664,NAN,-117.4
10/10/18 2:45,34699,283,245,0.029,0,4.438,2.972,1.202,1,0.031,0.001,7.176,3.027,1.211,1.001,0.076,0.001,8.72,4.844,1.275,1,0.008,4776,4.664,NAN,-108
10/10/18 3:00,34700,283,300,0.029,0,4.373,2.972,1.202,1,0.031,0,7.185,3.035,1.211,1,0.076,0,8.72,4.845,1.275,1,0.008,4773,4.662,NAN,-111.5
10/10/18 3:15,34701,283,315,0.029,0,4.262,2.972,1.202,1,0.031,0,7.194,3.037,1.211,0.999,0.076,0,8.7,4.845,1.275,1,0.008,4773,4.661,NAN,-111.5
10/10/18 3:30,34702,283,330,0.029,0,4.202,2.972,1.202,1,0.031,0,7.17,3.033,1.211,1,0.076,0,8.71,4.844,1.275,1,0.008,4773,4.661,NAN,-111.5
10/10/18 3:45,34703,283,345,0.029,0,4.153,2.971,1.202,1,0.031,0,7.173,3.033,1.211,1,0.076,0,8.7,4.845,1.275,1,0.008,4772,4.66,NAN,-111.5
10/10/18 4:00,34704,283,400,0.029,0,4.113,2.97,1.202,1,0.031,0,7.171,3.036,1.211,1,0.076,0,8.7,4.845,1.275,1,0.008,4771,4.659,NAN,-117.4
10/10/18 4:15,34705,283,415,0.029,0.001,4.036,2.968,1.202,1,0.031,0,7.15,3.034,1.211,1,0.076,0,8.71,4.846,1.275,1,0.008,4769,4.657,NAN,-108
10/10/18 4:30,34706,283,430,0.029,0.001,3.993,2.969,1.202,1,0.031,0,7.158,3.03,1.211,1,0.076,0,8.7,4.845,1.275,1,0.008,4772,4.66,NAN,-117.4
10/10/18 4:45,34707,283,445,0.029,0,3.912,2.968,1.201,1,0.031,0,7.126,3.031,1.211,1,0.076,0,8.69,4.846,1.275,1,0.008,4773,4.661,NAN,-111.5
10/10/18 5:00,34708,283,500,0.028,0.001,3.837,2.946,1.2,1,0.031,0,7.132,3.031,1.211,1,0.076,0,8.7,4.845,1.275,1,0.008,4774,4.662,NAN,-111.5
10/10/18 5:15,34709,283,515,0.028,0.001,3.783,2.946,1.2,1,0.031,0,7.096,3.032,1.211,1,0.076,0.001,8.71,4.844,1.275,1,0.008,4773,4.661,NAN,-111.5
10/10/18 5:30,34710,283,530,0.028,0,3.713,2.947,1.2,1,0.031,0.001,7.102,3.029,1.211,1.001,0.076,0.001,8.74,4.843,1.275,1.001,0.008,4772,4.66,NAN,-108
10/10/18 5:45,34711,283,545,0.028,0,3.666,2.949,1.2,1,0.031,0,7.066,3.033,1.211,1,0.076,0.001,8.73,4.843,1.275,1.001,0.008,4775,4.663,NAN,-111.5
10/10/18 6:00,34712,283,600,0.028,0,3.61,2.947,1.2,1,0.031,0,7.067,3.031,1.211,1,0.076,0.001,8.71,4.844,1.275,1.001,0.008,4779,4.667,NAN,-111.5
10/10/18 6:15,34713,283,615,0.028,0.001,3.562,2.946,1.2,1,0.031,0,7.076,3.034,1.211,1,0.076,0.001,8.7,4.844,1.275,1,0.008,4780,4.667,NAN,-111.5
10/10/18 6:30,34714,283,630,0.028,0,3.492,2.95,1.2,1,0.031,0,7.053,3.032,1.211,1,0.076,0,8.68,4.846,1.275,1,0.009,4781,4.669,NAN,-111.5
10/10/18 6:45,34715,283,645,0.028,0,3.452,2.948,1.2,1,0.031,0,7.034,3.031,1.211,1,0.076,0.001,8.68,4.845,1.275,1,0.009,4781,4.669,NAN,-111.5
10/10/18 7:00,34716,283,700,0.029,0.001,3.417,2.967,1.201,1,0.031,0,7.004,3.033,1.211,1,0.076,0.001,8.69,4.845,1.275,1,0.009,4785,4.673,NAN,-111.5
10/10/18 7:15,34717,283,715,0.028,0,3.37,2.95,1.2,1,0.031,0,6.998,3.031,1.211,1,0.076,0.001,8.68,4.844,1.275,1.001,0.009,4794,4.682,NAN,-111.5
10/10/18 7:30,34718,283,730,0.028,0,3.328,2.947,1.2,1,0.031,0,6.99,3.033,1.211,1,0.076,0.001,8.7,4.845,1.275,1,0.009,4800,4.687,NAN,-111.5
10/10/18 7:45,34719,283,745,0.028,0,3.303,2.948,1.2,1,0.03,0.001,6.993,3.028,1.211,1.001,0.076,0.001,8.69,4.844,1.275,1,0.009,4800,4.688,NAN,-111.5
10/10/18 8:00,34720,283,800,0.028,0,3.285,2.948,1.2,1,0.031,0,6.968,3.03,1.211,1,0.076,0,8.67,4.844,1.275,1,0.009,4801,4.688,NAN,-111.5
10/10/18 8:15,34721,283,815,0.028,0,3.278,2.947,1.2,1,0.031,0,6.961,3.035,1.211,1,0.076,0,8.67,4.845,1.275,1,0.009,4804,4.691,NAN,-108
10/10/18 8:30,34722,283,830,0.028,0,3.305,2.947,1.2,1,0.031,0,6.933,3.031,1.211,1,0.076,0.001,8.65,4.844,1.275,1.001,0.009,4807,4.695,NAN,-111.5
10/10/18 8:45,34723,283,845,0.028,0,3.274,2.946,1.2,1,0.031,0,6.925,3.033,1.211,1,0.076,0,8.68,4.845,1.275,1,0.009,4813,4.7,NAN,-111.5
10/10/18 9:00,34724,283,900,0.028,0,3.289,2.947,1.2,1,0.031,0,6.899,3.032,1.211,1,0.076,0.001,8.67,4.844,1.275,1,0.009,4828,4.715,NAN,-111.5
10/10/18 9:15,34725,283,915,0.028,0.001,3.293,2.945,1.2,1,0.031,0,6.876,3.032,1.211,1,0.076,0.001,8.67,4.842,1.275,1.001,0.009,4842,4.728,NAN,NAN
10/10/18 9:30,34726,283,930,0.028,0,3.311,2.947,1.2,1,0.031,0,6.856,3.033,1.211,1,0.076,0,8.65,4.846,1.275,1,0.01,4840,4.726,NAN,-111.5
10/10/18 9:45,34727,283,945,0.028,0,3.312,2.947,1.2,1,0.031,0,6.817,3.031,1.211,1,0.076,0.001,8.66,4.844,1.275,1.001,0.01,4839,4.725,NAN,-117.4
10/10/18 10:00,34728,283,1000,0.028,0,3.334,2.948,1.2,1,0.031,0,6.842,3.031,1.211,1,0.076,0.001,8.64,4.844,1.275,1.001,0.01,4838,4.725,NAN,-117.4
10/10/18 10:15,34729,283,1015,0.028,0.001,3.355,2.945,1.2,1,0.03,0,6.812,3.029,1.211,1.001,0.076,0.001,8.65,4.844,1.275,1,0.01,4848,4.735,NAN,-108
10/10/18 10:30,34730,283,1030,0.028,0.001,3.448,2.946,1.2,1,0.031,0,6.817,3.03,1.211,1,0.076,0,8.66,4.845,1.275,1,0.011,4856,4.742,NAN,NAN
10/10/18 10:45,34731,283,1045,0.028,0.001,3.546,2.945,1.2,1,0.031,0,6.84,3.034,1.211,1,0.076,0,8.67,4.846,1.275,1,0.011,4857,4.743,NAN,-111.5
10/10/18 11:00,34732,283,1100,0.028,0.001,3.707,2.947,1.2,1,0.031,0,6.785,3.031,1.211,1,0.076,0,8.65,4.846,1.275,1,0.011,4849,4.735,NAN,-111.5
10/10/18 11:15,34733,283,1115,0.029,0,3.949,2.97,1.202,1,0.031,0,6.738,3.031,1.211,1,0.076,0.001,8.64,4.843,1.275,1.001,0.011,4850,4.737,NAN,-111.5
10/10/18 11:30,34734,283,1130,0.029,0,4.285,2.971,1.202,1,0.03,0.001,6.749,3.029,1.211,1.001,0.076,0,8.66,4.845,1.275,1,0.011,4859,4.745,NAN,-108
10/10/18 11:45,34735,283,1145,0.029,0.001,4.655,2.968,1.202,1.001,0.03,0.001,6.749,3.024,1.211,1.001,0.076,0.001,8.65,4.844,1.275,1.001,0.011,4856,4.742,NAN,-111.5
10/10/18 12:00,34736,283,1200,0.029,0,5.048,2.973,1.202,1,0.031,0,6.707,3.031,1.211,1,0.076,0,8.66,4.844,1.275,1,0.011,4850,4.736,NAN,-111.5
10/10/18 12:15,34737,283,1215,0.029,0,5.48,2.97,1.202,1,0.03,0.001,6.697,3.025,1.211,1.001,0.076,0,8.66,4.845,1.275,1,0.011,4843,4.729,NAN,-111.5
10/10/18 12:30,34738,283,1230,0.029,0,5.927,2.97,1.202,1,0.031,-0.001,6.704,3.038,1.211,0.999,0.076,0,8.66,4.846,1.275,1,0.011,4841,4.727,NAN,-111.5
10/10/18 12:45,34739,283,1245,0.029,0,6.212,2.972,1.202,1,0.031,0,6.654,3.033,1.211,1,0.076,0,8.64,4.844,1.275,1,0.01,4838,4.725,NAN,-111.5
10/10/18 13:00,34740,283,1300,0.029,0.001,6.458,2.969,1.202,1,0.031,-0.001,6.649,3.04,1.211,0.999,0.076,0,8.62,4.845,1.275,1,0.01,4830,4.717,NAN,-111.5
10/10/18 13:15,34741,283,1315,0.029,0.001,6.675,2.969,1.202,1,0.031,0,6.651,3.037,1.211,0.999,0.076,0,8.59,4.846,1.275,1,0.01,4828,4.715,NAN,-111.5
10/10/18 13:30,34742,283,1330,0.029,0.001,6.842,2.969,1.202,1,0.031,-0.001,6.65,3.038,1.211,0.999,0.076,0,8.61,4.845,1.275,1,0.01,4829,4.716,NAN,-111.5
10/10/18 13:45,34743,283,1345,0.029,0,6.935,2.971,1.202,1,0.031,0,6.631,3.03,1.211,1,0.076,0,8.66,4.846,1.275,1,0.01,4831,4.718,NAN,-111.5
10/10/18 14:00,34744,283,1400,0.029,0,7,2.97,1.202,1,0.031,-0.001,6.631,3.038,1.211,0.999,0.076,0,8.64,4.845,1.275,1,0.009,4829,4.716,NAN,-111.5
10/10/18 14:15,34745,283,1415,0.029,0,7.03,2.973,1.202,1,0.031,0,6.643,3.031,1.211,1,0.076,0,8.63,4.845,1.275,1,0.009,4830,4.717,NAN,-111.5
10/10/18 14:30,34746,283,1430,0.03,0,7.068,2.995,1.203,1,0.031,0.001,6.611,3.029,1.211,1.001,0.076,0.001,8.64,4.845,1.275,1,0.009,4834,4.721,NAN,-108
10/10/18 14:45,34747,283,1445,0.03,0,7.176,2.993,1.203,1,0.031,0,6.624,3.034,1.211,1,0.076,0.001,8.64,4.843,1.275,1.001,0.009,4837,4.724,NAN,-111.5
10/10/18 15:00,34748,283,1500,0.03,0,7.185,2.993,1.203,1,0.031,0,6.622,3.03,1.211,1,0.076,0.001,8.6,4.845,1.275,1,0.009,4836,4.723,NAN,-108
10/10/18 15:15,34749,283,1515,0.03,0,7.238,2.994,1.203,1,0.031,0,6.631,3.032,1.211,1,0.076,0.001,8.63,4.844,1.275,1,0.009,4836,4.723,NAN,-111.5
