TOA5,CR1000_tower4_N,CR1000,73550,CR1000.Std.28,CPU:SH_tow4_North_2017.CR1,58121,Enviro,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,maxbot_volt_Avg,maxbot_dist_Avg,TT_C,SBT_C
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp
10/1/18 0:00,33824,274,0,0.027,0.001,10.1,2.9,1.198,1,0.027,0,10.9,2.895,1.204,1,0.075,0,10.67,4.793,1.273,1,0.006,4829,4.716,NAN,-108
10/1/18 0:15,33825,274,15,0.027,0,10.1,2.903,1.198,1,0.027,0,10.9,2.893,1.204,1,0.075,0,10.68,4.794,1.273,1,0.006,4829,4.716,NAN,-111.5
10/1/18 0:30,33826,274,30,0.027,0,10.07,2.902,1.198,1,0.027,0,10.88,2.895,1.204,1,0.075,0,10.67,4.792,1.273,1,0.006,4828,4.715,NAN,-108
10/1/18 0:45,33827,274,45,0.027,0,10.03,2.904,1.198,1,0.027,0,10.89,2.893,1.204,1,0.075,0,10.68,4.792,1.273,1,0.006,4827,4.714,NAN,-111.5
10/1/18 1:00,33828,274,100,0.027,0,9.99,2.904,1.198,1,0.027,0,10.88,2.898,1.204,1,0.075,0,10.67,4.793,1.273,1,0.006,4826,4.713,NAN,-111.5
10/1/18 1:15,33829,274,115,0.027,0,9.95,2.903,1.198,1,0.027,0,10.88,2.897,1.204,1,0.075,0,10.69,4.793,1.273,1,0.006,4826,4.713,NAN,-108
10/1/18 1:30,33830,274,130,0.027,0,9.93,2.904,1.198,1,0.027,0,10.88,2.894,1.204,1,0.075,0,10.68,4.792,1.273,1,0.006,4828,4.714,NAN,-108
10/1/18 1:45,33831,274,145,0.027,0,9.92,2.902,1.198,1,0.027,0,10.89,2.897,1.204,1,0.075,0,10.65,4.793,1.273,1,0.006,4829,4.716,NAN,-108
10/1/18 2:00,33832,274,200,0.027,0,9.88,2.902,1.198,1,0.027,0,10.86,2.898,1.204,1,0.075,0,10.67,4.792,1.273,1,0.006,4828,4.715,NAN,-111.5
10/1/18 2:15,33833,274,215,0.027,0,9.87,2.902,1.198,1,0.027,0.001,10.88,2.89,1.204,1.001,0.075,0,10.66,4.794,1.273,1,0.006,4826,4.713,NAN,-117.4
10/1/18 2:30,33834,274,230,0.027,0,9.81,2.902,1.198,1,0.027,0,10.87,2.892,1.204,1.001,0.075,0,10.66,4.793,1.273,1,0.006,4825,4.712,NAN,-117.4
10/1/18 2:45,33835,274,245,0.027,0,9.76,2.901,1.198,1,0.027,0,10.86,2.896,1.204,1,0.075,0.001,10.69,4.791,1.273,1.001,0.006,4824,4.711,NAN,-111.5
10/1/18 3:00,33836,274,300,0.027,0,9.76,2.902,1.198,1,0.027,0,10.85,2.896,1.204,1,0.075,0,10.68,4.794,1.273,1,0.006,4824,4.711,NAN,-111.5
10/1/18 3:15,33837,274,315,0.027,0,9.68,2.904,1.198,1,0.027,0,10.86,2.895,1.204,1,0.075,0,10.64,4.792,1.273,1,0.006,4825,4.712,NAN,-111.5
10/1/18 3:30,33838,274,330,0.027,0,9.66,2.902,1.198,1,0.027,0,10.83,2.896,1.204,1,0.075,0,10.66,4.792,1.273,1,0.006,4825,4.712,NAN,-117.4
10/1/18 3:45,33839,274,345,0.027,0,9.57,2.904,1.198,1,0.027,0.001,10.83,2.89,1.204,1.001,0.075,0,10.66,4.793,1.273,1,0.006,4825,4.712,NAN,-111.5
10/1/18 4:00,33840,274,400,0.027,0,9.55,2.902,1.198,1,0.027,0,10.82,2.893,1.204,1,0.075,0.001,10.68,4.792,1.273,1,0.006,4824,4.711,NAN,-105.4
10/1/18 4:15,33841,274,415,0.027,0,9.54,2.903,1.198,1,0.027,0,10.83,2.892,1.204,1,0.075,0,10.67,4.792,1.273,1,0.006,4824,4.711,NAN,-111.5
10/1/18 4:30,33842,274,430,0.027,0,9.49,2.902,1.198,1,0.027,0,10.84,2.894,1.204,1,0.075,0,10.62,4.794,1.273,1,0.006,4824,4.711,NAN,-111.5
10/1/18 4:45,33843,274,445,0.027,0.001,9.46,2.9,1.198,1,0.027,0.001,10.76,2.891,1.204,1.001,0.075,0,10.65,4.793,1.273,1,0.006,4823,4.71,NAN,-108
10/1/18 5:00,33844,274,500,0.027,0,9.45,2.903,1.198,1,0.027,0,10.79,2.894,1.204,1,0.075,0,10.66,4.794,1.273,1,0.006,4821,4.708,NAN,-111.5
10/1/18 5:15,33845,274,515,0.027,0,9.43,2.902,1.198,1,0.027,0,10.79,2.897,1.204,1,0.075,0,10.65,4.792,1.273,1,0.006,4820,4.707,NAN,-111.5
10/1/18 5:30,33846,274,530,0.027,0.001,9.42,2.901,1.198,1,0.027,0,10.78,2.897,1.204,1,0.075,0.001,10.65,4.791,1.273,1.001,0.006,4819,4.706,NAN,-108
10/1/18 5:45,33847,274,545,0.027,0,9.39,2.901,1.198,1,0.027,0,10.79,2.893,1.204,1,0.075,0.001,10.64,4.791,1.273,1,0.006,4818,4.705,NAN,-108
10/1/18 6:00,33848,274,600,0.027,0,9.35,2.902,1.198,1,0.027,0.001,10.76,2.89,1.204,1.001,0.075,0,10.65,4.793,1.273,1,0.006,4817,4.704,NAN,-108
10/1/18 6:15,33849,274,615,0.027,0,9.32,2.901,1.198,1,0.027,0,10.74,2.896,1.204,1,0.075,0,10.63,4.795,1.273,1,0.006,4816,4.703,NAN,-111.5
10/1/18 6:30,33850,274,630,0.027,0,9.28,2.905,1.198,1,0.027,0,10.71,2.896,1.204,1,0.075,0.001,10.62,4.791,1.273,1,0.006,4817,4.704,NAN,-108
10/1/18 6:45,33851,274,645,0.027,0,9.22,2.902,1.198,1,0.027,0,10.73,2.894,1.204,1,0.075,0,10.63,4.792,1.273,1,0.006,4818,4.706,NAN,-111.5
10/1/18 7:00,33852,274,700,0.027,0.001,9.12,2.899,1.198,1.001,0.027,0,10.74,2.897,1.204,1,0.075,0.001,10.63,4.792,1.273,1,0.006,4820,4.707,NAN,-108
10/1/18 7:15,33853,274,715,0.027,0,9.1,2.903,1.198,1,0.027,0,10.73,2.894,1.204,1,0.075,0.001,10.6,4.792,1.273,1,0.006,4822,4.709,NAN,-108
10/1/18 7:30,33854,274,730,0.027,0,9.07,2.904,1.198,1,0.027,0,10.71,2.894,1.204,1,0.075,0.001,10.64,4.791,1.273,1,0.006,4824,4.711,NAN,-108
10/1/18 7:45,33855,274,745,0.027,0,9.05,2.905,1.198,1,0.027,0.001,10.69,2.888,1.204,1.001,0.075,0,10.67,4.793,1.273,1,0.007,4826,4.713,NAN,-111.5
10/1/18 8:00,33856,274,800,0.027,0,9.05,2.903,1.198,1,0.027,0,10.71,2.893,1.204,1,0.075,0.001,10.63,4.792,1.273,1,0.007,4827,4.714,NAN,-108
10/1/18 8:15,33857,274,815,0.027,0,9.08,2.905,1.198,1,0.027,0,10.68,2.899,1.204,0.999,0.075,0,10.61,4.794,1.273,1,0.007,4829,4.715,NAN,-111.5
10/1/18 8:30,33858,274,830,0.027,0,9.1,2.902,1.198,1,0.027,0,10.67,2.893,1.204,1,0.075,0,10.62,4.792,1.273,1,0.007,4830,4.717,NAN,-111.5
10/1/18 8:45,33859,274,845,0.027,0.001,9.15,2.9,1.198,1,0.026,0,10.66,2.871,1.203,1,0.075,0,10.62,4.793,1.273,1,0.007,4836,4.723,NAN,-117.4
10/1/18 9:00,33860,274,900,0.027,0,9.18,2.902,1.198,1,0.026,0,10.66,2.872,1.203,1,0.075,0,10.58,4.793,1.273,1,0.007,4848,4.734,NAN,-111.5
10/1/18 9:15,33861,274,915,0.027,0,9.23,2.904,1.198,1,0.026,0,10.66,2.873,1.203,1,0.075,0,10.62,4.793,1.273,1,0.007,4845,4.732,NAN,-111.5
10/1/18 9:30,33862,274,930,0.027,0,9.29,2.902,1.198,1,0.026,0,10.66,2.87,1.203,1,0.075,0.001,10.64,4.792,1.273,1,0.007,4844,4.731,NAN,-108
10/1/18 9:45,33863,274,945,0.027,0,9.38,2.901,1.198,1,0.026,0,10.63,2.872,1.203,1,0.075,0,10.64,4.792,1.273,1,0.007,4849,4.735,NAN,-111.5
10/1/18 10:00,33864,274,1000,0.027,0,9.5,2.904,1.198,1,0.026,0,10.63,2.871,1.203,1,0.075,0,10.62,4.793,1.273,1,0.007,4854,4.741,NAN,-111.5
10/1/18 10:15,33865,274,1015,0.027,0.001,9.64,2.901,1.198,1,0.026,0,10.6,2.872,1.203,1,0.075,0,10.64,4.792,1.273,1,0.007,4859,4.745,NAN,NAN
10/1/18 10:30,33866,274,1030,0.027,0,9.75,2.901,1.198,1,0.026,0,10.61,2.872,1.203,1,0.075,0,10.62,4.793,1.273,1,0.007,4857,4.744,NAN,-111.5
10/1/18 10:45,33867,274,1045,0.027,0,9.9,2.902,1.198,1,0.026,0,10.58,2.872,1.203,1,0.075,0.001,10.6,4.791,1.273,1.001,0.007,4861,4.747,NAN,-111.5
10/1/18 11:00,33868,274,1100,0.027,0,10.07,2.902,1.198,1,0.026,0,10.57,2.875,1.203,1,0.075,0,10.6,4.793,1.273,1,0.008,4866,4.752,NAN,NAN
10/1/18 11:15,33869,274,1115,0.027,0,10.26,2.902,1.198,1,0.026,0.001,10.58,2.868,1.203,1.001,0.075,0,10.61,4.793,1.273,1,0.008,4872,4.758,NAN,-111.5
10/1/18 11:30,33870,274,1130,0.027,0,10.5,2.905,1.198,1,0.026,0,10.55,2.875,1.203,1,0.075,0,10.63,4.792,1.273,1,0.008,4874,4.76,NAN,-111.5
10/1/18 11:45,33871,274,1145,0.028,0,10.78,2.925,1.199,1,0.026,0,10.55,2.875,1.203,1,0.075,0,10.64,4.792,1.273,1,0.008,4872,4.758,NAN,-111.5
10/1/18 12:00,33872,274,1200,0.028,0,11.19,2.926,1.199,1,0.026,0,10.55,2.871,1.203,1,0.075,0,10.6,4.793,1.273,1,0.008,4874,4.759,NAN,-117.4
10/1/18 12:15,33873,274,1215,0.028,0,11.63,2.926,1.199,1,0.026,0,10.54,2.872,1.203,1,0.075,0,10.59,4.792,1.273,1,0.008,4877,4.763,NAN,-117.4
10/1/18 12:30,33874,274,1230,0.028,0,12.03,2.925,1.199,1,0.026,0,10.53,2.872,1.203,1,0.075,0,10.6,4.794,1.273,1,0.007,4878,4.764,NAN,-117.4
10/1/18 12:45,33875,274,1245,0.028,0,12.48,2.924,1.199,1,0.026,0,10.52,2.869,1.203,1.001,0.075,0,10.62,4.793,1.273,1,0.008,4874,4.76,NAN,-111.5
10/1/18 13:00,33876,274,1300,0.028,0,12.78,2.926,1.199,1,0.026,0,10.51,2.873,1.203,1,0.075,0.001,10.62,4.791,1.273,1.001,0.007,4868,4.754,NAN,-111.5
10/1/18 13:15,33877,274,1315,0.028,0,12.98,2.926,1.199,1,0.026,0,10.51,2.874,1.203,1,0.075,0,10.6,4.792,1.273,1,0.007,4862,4.748,NAN,-108
10/1/18 13:30,33878,274,1330,0.028,0,13.15,2.925,1.199,1,0.026,0.001,10.49,2.867,1.203,1.001,0.075,0,10.62,4.795,1.273,1,0.007,4856,4.743,NAN,-111.5
10/1/18 13:45,33879,274,1345,0.028,0.001,13.2,2.922,1.199,1.001,0.026,0.001,10.5,2.869,1.203,1.001,0.075,0.001,10.61,4.791,1.273,1.001,0.007,4858,4.744,NAN,-111.5
10/1/18 14:00,33880,274,1400,0.028,0,13.23,2.926,1.199,1,0.026,0.001,10.52,2.868,1.203,1.001,0.075,0,10.58,4.793,1.273,1,0.007,4860,4.746,NAN,-111.5
10/1/18 14:15,33881,274,1415,0.028,0,13.22,2.924,1.199,1,0.026,0.001,10.5,2.868,1.203,1.001,0.075,0,10.61,4.793,1.273,1,0.006,4861,4.747,NAN,-111.5
10/1/18 14:30,33882,274,1430,0.028,0,13.2,2.924,1.199,1,0.026,0.001,10.52,2.868,1.203,1.001,0.075,0,10.61,4.792,1.273,1,0.006,4857,4.744,NAN,-108
10/1/18 14:45,33883,274,1445,0.028,0,13.2,2.927,1.199,1,0.026,0.001,10.52,2.869,1.203,1.001,0.075,0.001,10.62,4.792,1.273,1,0.006,4857,4.744,NAN,-108
10/1/18 15:00,33884,274,1500,0.028,0,13.23,2.926,1.199,1,0.026,0,10.53,2.876,1.203,1,0.075,0,10.6,4.792,1.273,1,0.006,4863,4.749,NAN,-111.5
10/1/18 15:15,33885,274,1515,0.028,0,13.22,2.925,1.199,1,0.026,0,10.55,2.874,1.203,1,0.075,0,10.59,4.793,1.273,1,0.006,4862,4.749,NAN,-111.5
10/1/18 15:30,33886,274,1530,0.028,0,13.19,2.927,1.199,1,0.026,0,10.58,2.871,1.203,1,0.075,0,10.6,4.794,1.273,1,0.006,4860,4.746,NAN,-111.5
10/1/18 15:45,33887,274,1545,0.028,0,13.2,2.925,1.199,1,0.026,0,10.56,2.871,1.203,1,0.075,0,10.57,4.793,1.273,1,0.006,4859,4.745,NAN,-117.4
10/1/18 16:00,33888,274,1600,0.028,0,13.19,2.925,1.199,1,0.026,0,10.63,2.869,1.203,1,0.075,0,10.59,4.793,1.273,1,0.006,4855,4.741,NAN,-111.5
10/1/18 16:15,33889,274,1615,0.028,0,13.2,2.926,1.199,1,0.026,0,10.62,2.87,1.203,1,0.075,0,10.59,4.792,1.273,1,0.006,4853,4.739,NAN,-111.5
10/1/18 16:30,33890,274,1630,0.028,0,13.18,2.923,1.199,1,0.026,0,10.61,2.874,1.203,1,0.075,0,10.57,4.793,1.273,1,0.006,4850,4.736,NAN,-111.5
10/1/18 16:45,33891,274,1645,0.028,0,13.18,2.925,1.199,1,0.026,0,10.64,2.871,1.203,1,0.075,0,10.58,4.793,1.273,1,0.006,4848,4.734,NAN,-111.5
10/1/18 17:00,33892,274,1700,0.028,0,13.18,2.924,1.199,1,0.026,0,10.68,2.871,1.203,1,0.075,0,10.56,4.792,1.273,1,0.006,4845,4.732,NAN,-111.5
10/1/18 17:15,33893,274,1715,0.028,0,13.17,2.925,1.199,1,0.026,0,10.7,2.873,1.203,1,0.075,0,10.57,4.794,1.273,1,0.006,4843,4.729,NAN,-111.5
10/1/18 17:30,33894,274,1730,0.028,0,13.11,2.925,1.199,1,0.026,0,10.69,2.872,1.203,1,0.075,0,10.57,4.793,1.273,1,0.006,4841,4.728,NAN,-108
10/1/18 17:45,33895,274,1745,0.028,0,13.07,2.925,1.199,1,0.026,0,10.72,2.871,1.203,1,0.075,0,10.56,4.795,1.273,1,0.006,4840,4.727,NAN,-111.5
10/1/18 18:00,33896,274,1800,0.028,0,13,2.925,1.199,1,0.026,0,10.75,2.869,1.203,1.001,0.075,0,10.61,4.792,1.273,1,0.006,4840,4.727,NAN,-111.5
10/1/18 18:15,33897,274,1815,0.028,0,12.9,2.925,1.199,1,0.026,0,10.76,2.873,1.203,1,0.075,0,10.57,4.793,1.273,1,0.006,4840,4.727,NAN,-108
10/1/18 18:30,33898,274,1830,0.028,0,12.81,2.925,1.199,1,0.026,0,10.79,2.87,1.203,1,0.075,0.001,10.57,4.791,1.273,1.001,0.005,4840,4.727,NAN,-111.5
10/1/18 18:45,33899,274,1845,0.028,0,12.72,2.926,1.199,1,0.026,0.001,10.76,2.868,1.203,1.001,0.075,0,10.58,4.792,1.273,1,0.006,4840,4.727,NAN,-108
10/1/18 19:00,33900,274,1900,0.028,0,12.61,2.926,1.199,1,0.026,0,10.83,2.871,1.203,1,0.075,0.001,10.57,4.791,1.273,1.001,0.006,4840,4.727,NAN,-111.5
10/1/18 19:15,33901,274,1915,0.028,0,12.51,2.924,1.199,1,0.026,0,10.84,2.875,1.203,1,0.075,0,10.58,4.792,1.273,1,0.006,4840,4.726,NAN,-111.5
10/1/18 19:30,33902,274,1930,0.028,0,12.41,2.925,1.199,1,0.026,0,10.85,2.87,1.203,1,0.075,0,10.56,4.793,1.273,1,0.006,4840,4.727,NAN,-108
10/1/18 19:45,33903,274,1945,0.028,0,12.31,2.925,1.199,1,0.026,0,10.88,2.872,1.203,1,0.075,0,10.56,4.792,1.273,1,0.006,4839,4.726,NAN,-117.4
10/1/18 20:00,33904,274,2000,0.028,0,12.22,2.925,1.199,1,0.026,0,10.91,2.87,1.203,1,0.075,0,10.55,4.792,1.273,1,0.006,4839,4.726,NAN,-111.5
10/1/18 20:15,33905,274,2015,0.028,0,12.14,2.925,1.199,1,0.026,0,10.91,2.871,1.203,1.001,0.075,0,10.56,4.794,1.273,1,0.006,4840,4.726,NAN,-111.5
10/1/18 20:30,33906,274,2030,0.028,0,12.06,2.925,1.199,1,0.027,0,10.94,2.892,1.204,1.001,0.075,0,10.57,4.793,1.273,1,0.006,4839,4.726,NAN,-111.5
10/1/18 20:45,33907,274,2045,0.028,0,11.96,2.924,1.199,1,0.027,0,10.94,2.897,1.204,1,0.075,0.001,10.6,4.791,1.273,1,0.006,4839,4.725,NAN,-108
10/1/18 21:00,33908,274,2100,0.028,0,11.87,2.926,1.199,1,0.027,0,10.97,2.897,1.204,1,0.075,0,10.55,4.792,1.273,1,0.006,4838,4.724,NAN,-117.4
10/1/18 21:15,33909,274,2115,0.028,0.001,11.77,2.923,1.199,1,0.027,0,10.98,2.893,1.204,1,0.075,0.001,10.56,4.791,1.273,1,0.006,4838,4.724,NAN,-108
10/1/18 21:30,33910,274,2130,0.028,0.001,11.7,2.922,1.199,1,0.027,0,11,2.892,1.204,1,0.075,0,10.56,4.792,1.273,1,0.006,4839,4.726,NAN,-117.4
10/1/18 21:45,33911,274,2145,0.028,0.001,11.59,2.924,1.199,1,0.027,0,10.99,2.894,1.204,1,0.075,0,10.54,4.793,1.273,1,0.006,4838,4.725,NAN,-108
10/1/18 22:00,33912,274,2200,0.028,0,11.52,2.924,1.199,1,0.027,0,11.04,2.892,1.204,1.001,0.075,0,10.55,4.794,1.273,1,0.006,4838,4.724,NAN,-108
10/1/18 22:15,33913,274,2215,0.028,0,11.41,2.924,1.199,1,0.027,0,11.02,2.892,1.204,1,0.075,0,10.55,4.795,1.273,1,0.006,4838,4.725,NAN,-111.5
10/1/18 22:30,33914,274,2230,0.028,0,11.34,2.926,1.199,1,0.027,0,11.03,2.896,1.204,1,0.075,0,10.56,4.792,1.273,1,0.006,4837,4.724,NAN,-111.5
10/1/18 22:45,33915,274,2245,0.028,0,11.28,2.925,1.199,1,0.027,0,11.06,2.894,1.204,1,0.075,0,10.57,4.793,1.273,1,0.006,4837,4.724,NAN,-111.5
10/1/18 23:00,33916,274,2300,0.028,0.001,11.19,2.923,1.199,1,0.027,0,11.06,2.892,1.204,1,0.075,0,10.56,4.793,1.273,1,0.006,4837,4.724,NAN,-111.5
10/1/18 23:15,33917,274,2315,0.028,0,11.13,2.925,1.199,1,0.027,0,11.05,2.892,1.204,1.001,0.075,0,10.55,4.793,1.273,1,0.006,4838,4.725,NAN,-108
10/1/18 23:30,33918,274,2330,0.028,0,11.04,2.927,1.199,1,0.027,0,11.09,2.893,1.204,1,0.075,0,10.54,4.794,1.273,1,0.006,4838,4.725,NAN,-108
10/1/18 23:45,33919,274,2345,0.028,0,10.98,2.924,1.199,1,0.027,0,11.09,2.893,1.204,1,0.075,0.001,10.57,4.792,1.273,1,0.006,4839,4.726,NAN,-108
10/2/18 0:00,33920,275,0,0.028,0,10.91,2.924,1.199,1,0.027,0,11.09,2.894,1.204,1,0.075,0.001,10.56,4.791,1.273,1,0.006,4840,4.727,NAN,-111.5
10/2/18 0:15,33921,275,15,0.028,0,10.9,2.924,1.199,1,0.027,0,11.1,2.893,1.204,1,0.075,0,10.53,4.794,1.273,1,0.006,4840,4.727,NAN,-111.5
10/2/18 0:30,33922,275,30,0.028,0,10.85,2.925,1.199,1,0.027,0.001,11.1,2.891,1.204,1.001,0.075,0,10.55,4.794,1.273,1,0.006,4840,4.726,NAN,-111.5
10/2/18 0:45,33923,275,45,0.028,0,10.77,2.925,1.199,1,0.027,0,11.11,2.894,1.204,1,0.075,0,10.55,4.794,1.273,1,0.006,4839,4.725,NAN,-108
10/2/18 1:00,33924,275,100,0.028,0,10.77,2.924,1.199,1,0.027,0,11.09,2.895,1.204,1,0.075,0.001,10.56,4.791,1.273,1.001,0.006,4837,4.724,NAN,-111.5
10/2/18 1:15,33925,275,115,0.028,0,10.72,2.924,1.199,1,0.027,0,11.11,2.894,1.204,1,0.075,0,10.52,4.793,1.273,1,0.006,4836,4.722,NAN,-108
10/2/18 1:30,33926,275,130,0.028,0,10.72,2.924,1.199,1,0.027,0,11.1,2.895,1.204,1,0.075,0.001,10.52,4.79,1.273,1.001,0.006,4835,4.721,NAN,-111.5
10/2/18 1:45,33927,275,145,0.028,0,10.66,2.924,1.199,1,0.027,0,11.12,2.893,1.204,1,0.075,0,10.53,4.794,1.273,1,0.006,4834,4.721,NAN,-111.5
10/2/18 2:00,33928,275,200,0.028,0,10.64,2.925,1.199,1,0.027,0,11.11,2.895,1.204,1,0.075,0,10.51,4.792,1.273,1,0.006,4835,4.721,NAN,-111.5
10/2/18 2:15,33929,275,215,0.028,0,10.57,2.925,1.199,1,0.027,0,11.11,2.893,1.204,1,0.075,0,10.53,4.793,1.273,1,0.006,4835,4.721,NAN,-111.5
10/2/18 2:30,33930,275,230,0.028,0,10.56,2.925,1.199,1,0.027,0,11.1,2.896,1.204,1,0.075,0,10.5,4.792,1.273,1,0.006,4835,4.721,NAN,-111.5
10/2/18 2:45,33931,275,245,0.028,0,10.5,2.926,1.199,1,0.027,0,11.08,2.897,1.204,1,0.075,0,10.57,4.793,1.273,1,0.006,4835,4.721,NAN,-108
10/2/18 3:00,33932,275,300,0.028,0,10.44,2.925,1.199,1,0.027,0.001,11.1,2.892,1.204,1.001,0.075,0.001,10.53,4.791,1.273,1.001,0.006,4834,4.721,NAN,-111.5
10/2/18 3:15,33933,275,315,0.028,0,10.41,2.925,1.199,1,0.027,0.001,11.09,2.891,1.204,1.001,0.075,0,10.53,4.793,1.273,1,0.006,4833,4.72,NAN,-108
10/2/18 3:30,33934,275,330,0.028,0,10.38,2.924,1.199,1,0.027,0.001,11.07,2.891,1.204,1.001,0.075,0,10.53,4.793,1.273,1,0.006,4832,4.719,NAN,-111.5
10/2/18 3:45,33935,275,345,0.028,0,10.31,2.924,1.199,1,0.027,0,11.06,2.896,1.204,1,0.075,0.001,10.5,4.791,1.273,1,0.006,4832,4.718,NAN,-111.5
10/2/18 4:00,33936,275,400,0.028,0,10.33,2.924,1.199,1,0.027,0,11.08,2.897,1.204,1,0.075,0.001,10.55,4.791,1.273,1,0.006,4830,4.717,NAN,-108
10/2/18 4:15,33937,275,415,0.028,0.001,10.28,2.923,1.199,1,0.027,0,11.06,2.896,1.204,1,0.075,0,10.51,4.793,1.273,1,0.006,4829,4.716,NAN,-111.5
10/2/18 4:30,33938,275,430,0.028,0,10.29,2.925,1.199,1,0.027,0,11.09,2.894,1.204,1,0.075,0,10.53,4.792,1.273,1,0.006,4829,4.716,NAN,-108
10/2/18 4:45,33939,275,445,0.028,0,10.23,2.925,1.199,1,0.027,0,11.03,2.893,1.204,1,0.075,0,10.53,4.793,1.273,1,0.006,4829,4.716,NAN,-108
10/2/18 5:00,33940,275,500,0.028,0,10.17,2.925,1.199,1,0.027,0,11.05,2.894,1.204,1,0.075,0,10.52,4.792,1.273,1,0.007,4829,4.716,NAN,-108
10/2/18 5:15,33941,275,515,0.028,0,10.12,2.925,1.199,1,0.027,0,11.04,2.895,1.204,1,0.075,0,10.5,4.793,1.273,1,0.007,4829,4.716,NAN,-117.4
10/2/18 5:30,33942,275,530,0.028,0,10.11,2.924,1.199,1,0.027,0,11.04,2.894,1.204,1,0.075,0,10.53,4.793,1.273,1,0.007,4829,4.716,NAN,-105.4
10/2/18 5:45,33943,275,545,0.028,0,10.01,2.925,1.199,1,0.027,0,11.05,2.894,1.204,1,0.075,0.001,10.51,4.791,1.273,1.001,0.007,4830,4.717,NAN,-111.5
10/2/18 6:00,33944,275,600,0.028,0.001,10,2.923,1.199,1,0.027,0,11.03,2.893,1.204,1,0.075,0,10.5,4.793,1.273,1,0.007,4830,4.716,NAN,-111.5
10/2/18 6:15,33945,275,615,0.028,0.001,9.96,2.923,1.199,1,0.027,0,11.04,2.892,1.204,1,0.075,0,10.51,4.795,1.273,1,0.007,4831,4.718,NAN,-111.5
10/2/18 6:30,33946,275,630,0.028,0,9.95,2.924,1.199,1,0.027,0.001,11.03,2.891,1.204,1.001,0.075,0.001,10.53,4.792,1.273,1,0.007,4832,4.718,NAN,-108
10/2/18 6:45,33947,275,645,0.028,0,9.93,2.926,1.199,1,0.027,0,11,2.897,1.204,1,0.075,0.001,10.51,4.792,1.273,1.001,0.007,4832,4.719,NAN,-111.5
10/2/18 7:00,33948,275,700,0.028,0,9.93,2.924,1.199,1,0.027,0,11,2.896,1.204,1,0.075,0.001,10.49,4.791,1.273,1.001,0.007,4832,4.719,NAN,-108
10/2/18 7:15,33949,275,715,0.028,0,9.92,2.924,1.199,1,0.027,0,10.97,2.896,1.204,1,0.075,0.001,10.52,4.792,1.273,1.001,0.007,4832,4.718,NAN,-111.5
10/2/18 7:30,33950,275,730,0.028,0,9.93,2.925,1.199,1,0.027,0,10.98,2.893,1.204,1,0.075,0.001,10.49,4.791,1.273,1.001,0.007,4831,4.717,NAN,-111.5
10/2/18 7:45,33951,275,745,0.028,0,9.91,2.926,1.199,1,0.027,0,10.98,2.894,1.204,1,0.075,0,10.53,4.792,1.273,1,0.007,4831,4.717,NAN,-111.5
10/2/18 8:00,33952,275,800,0.028,0,9.91,2.923,1.199,1,0.027,0,10.96,2.898,1.204,1,0.075,0,10.52,4.792,1.273,1,0.007,4832,4.719,NAN,-111.5
10/2/18 8:15,33953,275,815,0.028,0,9.93,2.925,1.199,1,0.027,0,10.96,2.895,1.204,1,0.075,0,10.53,4.793,1.273,1,0.007,4834,4.721,NAN,-108
10/2/18 8:30,33954,275,830,0.028,0,9.94,2.926,1.199,1,0.027,0,10.96,2.894,1.204,1,0.075,0,10.51,4.795,1.273,1,0.007,4836,4.723,NAN,-108
10/2/18 8:45,33955,275,845,0.028,0,9.96,2.926,1.199,1,0.027,0,10.96,2.896,1.204,1,0.075,0,10.48,4.792,1.273,1,0.007,4839,4.726,NAN,-111.5
10/2/18 9:00,33956,275,900,0.028,0,9.99,2.925,1.199,1,0.027,0,10.93,2.895,1.204,1,0.075,0,10.51,4.793,1.273,1,0.007,4845,4.732,NAN,-111.5
10/2/18 9:15,33957,275,915,0.028,0,10.05,2.925,1.199,1,0.027,0,10.96,2.893,1.204,1,0.075,0,10.51,4.793,1.273,1,0.007,4853,4.74,NAN,-111.5
10/2/18 9:30,33958,275,930,0.028,0,10.12,2.924,1.199,1,0.027,0,10.9,2.893,1.204,1,0.075,0,10.5,4.793,1.273,1,0.007,4853,4.74,NAN,-111.5
10/2/18 9:45,33959,275,945,0.028,0,10.2,2.924,1.199,1,0.027,0,10.91,2.895,1.204,1,0.075,0,10.52,4.792,1.273,1,0.007,4854,4.74,NAN,-111.5
10/2/18 10:00,33960,275,1000,0.028,0,10.26,2.925,1.199,1,0.027,0,10.89,2.892,1.204,1,0.075,0,10.53,4.792,1.273,1,0.008,4848,4.735,NAN,-111.5
