TOA5,CR1000_tower3_cluster,CR1000,75041,CR1000.Std.28,CPU:SH_Site3_11042016.CR1,52912,Enviro,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,SWE_mv2_Avg,JUDD_AT_Avg,JUDD_Depth_Avg,Judd_offset_Avg,TT_C,SBT_C
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp
6/14/17 15:15,15962,165,1515,0.4,0.009,10.74,24.92,1.847,1.011,0.406,0.012,5.128,25.6,1.864,1.015,0.416,0.021,4.102,26.67,1.889,1.027,NAN,-0.28,18.12,-11.98,0,20.14,19.01
6/14/17 15:30,15963,165,1530,0.4,0.009,11.03,24.92,1.847,1.011,0.406,0.012,5.086,25.55,1.863,1.015,0.416,0.021,4.087,26.67,1.889,1.027,NAN,-0.273,18.05,-11.97,0,19.87,19.01
6/14/17 15:45,15964,165,1545,0.399,0.01,11.31,24.87,1.846,1.012,0.406,0.012,5.126,25.55,1.863,1.015,0.416,0.021,4.127,26.67,1.889,1.027,NAN,-0.268,17.93,-11.96,0,19.38,18.78
6/14/17 16:00,15965,165,1600,0.4,0.01,11.6,24.92,1.847,1.012,0.406,0.012,5.136,25.55,1.863,1.015,0.416,0.021,4.11,26.67,1.889,1.027,NAN,-0.263,17.95,-11.96,0,19.64,18.89
6/14/17 16:15,15966,165,1615,0.399,0.01,11.88,24.87,1.846,1.012,0.406,0.012,5.15,25.61,1.864,1.015,0.416,0.021,4.123,26.67,1.889,1.027,NAN,-0.26,17.79,-11.94,0,18.44,19.48
6/14/17 16:30,15967,165,1630,0.399,0.01,12.1,24.87,1.846,1.012,0.406,0.012,5.153,25.6,1.864,1.015,0.416,0.021,4.137,26.62,1.888,1.027,NAN,-0.258,17.67,-11.98,0,18.89,19.15
6/14/17 16:45,15968,165,1645,0.399,0.01,12.26,24.87,1.846,1.012,0.406,0.012,5.156,25.6,1.864,1.015,0.416,0.021,4.1,26.62,1.888,1.027,NAN,-0.254,17.29,-5.203,0,18.23,20.8
6/14/17 17:00,15969,165,1700,0.399,0.01,12.34,24.82,1.845,1.012,0.406,0.012,5.195,25.61,1.864,1.016,0.416,0.021,4.107,26.62,1.888,1.027,NAN,-0.252,16.85,-0.402,0,17.31,21.3
6/14/17 17:15,15970,165,1715,0.399,0.01,12.36,24.82,1.845,1.012,0.406,0.012,5.23,25.61,1.864,1.016,0.416,0.021,4.112,26.62,1.888,1.027,NAN,-0.251,16.25,-0.402,0,15.71,18.83
6/14/17 17:30,15971,165,1730,0.399,0.01,12.35,24.82,1.845,1.012,0.406,0.012,5.213,25.6,1.864,1.015,0.416,0.021,4.108,26.62,1.888,1.027,NAN,-0.248,15.18,-0.402,0,14.88,16.88
6/14/17 17:45,15972,165,1745,0.399,0.01,12.28,24.82,1.845,1.012,0.406,0.012,5.248,25.6,1.864,1.015,0.416,0.021,4.094,26.62,1.888,1.027,NAN,-0.245,14.46,-0.402,0,13.75,15.72
6/14/17 18:00,15973,165,1800,0.399,0.009,12.22,24.87,1.846,1.012,0.406,0.012,5.258,25.61,1.864,1.016,0.416,0.021,4.098,26.62,1.888,1.027,NAN,-0.242,13.67,-0.402,0,12.85,14.88
6/14/17 18:15,15974,165,1815,0.399,0.01,12.13,24.87,1.846,1.012,0.406,0.012,5.288,25.6,1.864,1.015,0.416,0.021,4.111,26.61,1.888,1.027,NAN,-0.239,12.26,-0.402,0,11.55,13.74
6/14/17 18:30,15975,165,1830,0.399,0.01,12.02,24.87,1.846,1.012,0.406,0.012,5.31,25.6,1.864,1.015,0.415,0.021,4.126,26.56,1.886,1.026,NAN,-0.236,10.84,-0.402,0,10.24,12.36
6/14/17 18:45,15976,165,1845,0.399,0.01,11.92,24.87,1.846,1.012,0.406,0.012,5.299,25.61,1.864,1.016,0.415,0.021,4.107,26.56,1.886,1.027,NAN,-0.233,9.63,-0.402,0,9.14,11.09
6/14/17 19:00,15977,165,1900,0.399,0.01,11.76,24.87,1.846,1.012,0.406,0.012,5.347,25.61,1.864,1.016,0.415,0.021,4.112,26.56,1.886,1.027,NAN,-0.23,8.14,-0.402,0,7.827,9.45
6/14/17 19:15,15978,165,1915,0.399,0.009,11.7,24.87,1.846,1.011,0.406,0.012,5.386,25.61,1.864,1.016,0.415,0.021,4.102,26.56,1.886,1.027,NAN,-0.227,7.003,-0.402,0,7.035,8.27
6/14/17 19:30,15979,165,1930,0.399,0.01,11.52,24.87,1.846,1.012,0.406,0.012,5.389,25.6,1.864,1.015,0.415,0.021,4.095,26.56,1.886,1.027,NAN,-0.223,6.025,-0.402,0,6.2,7.38
6/14/17 19:45,15980,165,1945,0.399,0.01,11.41,24.87,1.846,1.012,0.406,0.012,5.422,25.55,1.863,1.015,0.415,0.021,4.108,26.56,1.886,1.026,NAN,-0.22,5.274,-0.402,0,5.599,6.664
6/14/17 20:00,15981,165,2000,0.399,0.009,11.22,24.87,1.846,1.011,0.406,0.012,5.414,25.55,1.863,1.016,0.415,0.021,4.128,26.56,1.886,1.027,NAN,-0.216,4.78,-0.402,0,5.1,6.124
6/14/17 20:15,15982,165,2015,0.4,0.01,11.1,24.92,1.847,1.012,0.406,0.012,5.47,25.55,1.863,1.015,0.415,0.021,4.133,26.56,1.886,1.027,NAN,-0.213,4.397,-0.402,0,4.772,5.761
6/14/17 20:30,15983,165,2030,0.399,0.009,10.92,24.87,1.846,1.012,0.406,0.012,5.497,25.55,1.863,1.015,0.415,0.021,4.116,26.56,1.886,1.027,NAN,-0.21,4.116,-0.402,0,4.461,5.407
6/14/17 20:45,15984,165,2045,0.399,0.01,10.78,24.87,1.846,1.012,0.406,0.012,5.49,25.55,1.863,1.015,0.415,0.021,4.119,26.56,1.886,1.027,NAN,-0.207,3.735,-0.402,0,3.961,4.944
6/14/17 21:00,15985,165,2100,0.399,0.01,10.63,24.87,1.846,1.012,0.406,0.012,5.55,25.55,1.863,1.015,0.415,0.021,4.125,26.56,1.886,1.027,NAN,-0.204,3.095,-0.402,0,3.474,4.438
6/14/17 21:15,15986,165,2115,0.399,0.01,10.45,24.87,1.846,1.012,0.406,0.012,5.608,25.55,1.863,1.015,0.415,0.021,4.124,26.56,1.886,1.027,NAN,-0.201,2.881,-0.402,0,3.336,4.241
6/14/17 21:30,15987,165,2130,0.399,0.009,10.3,24.87,1.846,1.011,0.406,0.012,5.626,25.55,1.863,1.015,0.415,0.021,4.114,26.56,1.886,1.027,NAN,-0.198,2.549,-0.402,0,3.126,3.983
6/14/17 21:45,15988,165,2145,0.4,0.009,10.16,24.92,1.847,1.011,0.406,0.012,5.645,25.55,1.863,1.015,0.415,0.021,4.133,26.51,1.885,1.027,NAN,-0.196,2.549,-0.402,0,3.093,3.933
6/14/17 22:00,15989,165,2200,0.4,0.009,10,24.92,1.847,1.011,0.406,0.012,5.678,25.55,1.863,1.016,0.415,0.021,4.157,26.51,1.885,1.027,NAN,-0.194,2.422,-0.402,0,2.801,3.692
6/14/17 22:15,15990,165,2215,0.4,0.009,9.83,24.92,1.847,1.011,0.406,0.012,5.705,25.55,1.863,1.016,0.415,0.021,4.141,26.51,1.885,1.026,NAN,-0.192,2.086,-0.402,0,2.647,3.539
6/14/17 22:30,15991,165,2230,0.4,0.009,9.68,24.92,1.847,1.011,0.406,0.012,5.732,25.55,1.863,1.016,0.415,0.021,4.15,26.51,1.885,1.026,NAN,-0.19,2.068,-0.402,0,2.714,3.539
6/14/17 22:45,15992,165,2245,0.4,0.009,9.51,24.92,1.847,1.011,0.406,0.012,5.759,25.55,1.863,1.016,0.415,0.021,4.16,26.51,1.885,1.026,NAN,-0.188,2.05,-0.402,0,2.669,3.539
6/14/17 23:00,15993,165,2300,0.4,0.009,9.36,24.93,1.847,1.011,0.406,0.013,5.776,25.55,1.863,1.016,0.415,0.021,4.142,26.51,1.885,1.026,NAN,-0.186,2.041,-0.402,0,2.521,3.364
6/14/17 23:15,15994,165,2315,0.4,0.008,9.22,24.98,1.848,1.01,0.406,0.012,5.788,25.55,1.863,1.016,0.415,0.021,4.165,26.51,1.885,1.027,NAN,-0.185,1.7,-0.402,0,2.136,3.015
6/14/17 23:30,15995,165,2330,0.4,0.009,9.1,24.98,1.848,1.011,0.406,0.012,5.802,25.55,1.863,1.016,0.415,0.021,4.175,26.51,1.885,1.027,NAN,-0.183,1.509,-0.402,0,1.902,2.711
6/14/17 23:45,15996,165,2345,0.4,0.009,8.92,24.98,1.848,1.011,0.405,0.012,5.831,25.5,1.862,1.016,0.415,0.021,4.183,26.51,1.885,1.027,NAN,-0.181,1.261,-0.403,0,2.088,2.647
6/15/17 0:00,15997,166,0,0.4,0.009,8.81,24.98,1.848,1.01,0.406,0.012,5.851,25.55,1.863,1.016,0.415,0.021,4.179,26.51,1.885,1.027,NAN,-0.18,1.388,-0.403,0,2.144,2.603
6/15/17 0:15,15998,166,15,0.4,0.009,8.68,24.98,1.848,1.011,0.405,0.012,5.862,25.5,1.862,1.016,0.415,0.021,4.202,26.51,1.885,1.026,NAN,-0.179,1.158,-0.403,0,1.933,2.476
6/15/17 0:30,15999,166,30,0.4,0.008,8.56,24.98,1.848,1.01,0.405,0.012,5.895,25.5,1.862,1.016,0.414,0.021,4.2,26.45,1.884,1.027,NAN,-0.177,1.108,-0.403,0,1.824,2.39
6/15/17 0:45,16000,166,45,0.4,0.009,8.41,24.98,1.848,1.011,0.405,0.012,5.894,25.5,1.862,1.016,0.414,0.021,4.183,26.45,1.884,1.026,NAN,-0.176,1.104,-0.403,0,1.88,2.357
6/15/17 1:00,16001,166,100,0.401,0.009,8.3,25.03,1.849,1.011,0.405,0.012,5.952,25.49,1.862,1.016,0.414,0.022,4.221,26.46,1.884,1.027,NAN,-0.175,1.179,-0.403,0,1.761,2.532
6/15/17 1:15,16002,166,115,0.401,0.009,8.15,25.03,1.849,1.011,0.405,0.012,5.94,25.44,1.86,1.015,0.414,0.021,4.223,26.45,1.884,1.027,NAN,-0.174,1.122,-0.403,0,1.658,2.456
6/15/17 1:30,16003,166,130,0.401,0.009,8.06,25.08,1.85,1.01,0.405,0.012,5.978,25.44,1.86,1.016,0.414,0.021,4.222,26.45,1.884,1.027,NAN,-0.173,0.89,-0.403,0,1.366,2.239
6/15/17 1:45,16004,166,145,0.401,0.009,7.926,25.08,1.85,1.01,0.405,0.012,5.96,25.44,1.86,1.016,0.414,0.021,4.238,26.45,1.884,1.026,NAN,-0.172,0.706,-0.403,0,1.216,2.128
6/15/17 2:00,16005,166,200,0.401,0.009,7.822,25.08,1.85,1.011,0.405,0.012,5.975,25.44,1.86,1.016,0.414,0.021,4.228,26.45,1.884,1.027,NAN,-0.171,0.568,-0.403,0,1.097,1.888
6/15/17 2:15,16006,166,215,0.401,0.008,7.694,25.08,1.85,1.01,0.405,0.012,5.996,25.44,1.86,1.015,0.414,0.021,4.249,26.45,1.884,1.027,NAN,-0.17,0.309,-0.403,0,0.867,1.649
6/15/17 2:30,16007,166,230,0.401,0.009,7.584,25.08,1.85,1.01,0.405,0.012,6.02,25.44,1.86,1.016,0.414,0.021,4.257,26.45,1.884,1.027,NAN,-0.169,0.384,-0.403,0,1.089,1.735
6/15/17 2:45,16008,166,245,0.401,0.009,7.487,25.08,1.85,1.011,0.405,0.012,5.994,25.44,1.86,1.016,0.414,0.021,4.249,26.45,1.884,1.027,NAN,-0.168,0.704,-0.403,0,1.254,2.149
6/15/17 3:00,16009,166,300,0.401,0.008,7.394,25.08,1.85,1.01,0.405,0.012,5.988,25.44,1.86,1.016,0.414,0.021,4.263,26.4,1.883,1.027,NAN,-0.167,0.56,-0.403,0,1.033,2.063
6/15/17 3:15,16010,166,315,0.401,0.009,7.269,25.08,1.85,1.011,0.405,0.012,6.021,25.44,1.86,1.016,0.414,0.021,4.259,26.4,1.883,1.027,NAN,-0.166,0.054,-0.403,0,0.845,1.67
6/15/17 3:30,16011,166,330,0.401,0.009,7.165,25.08,1.85,1.011,0.405,0.012,6.019,25.44,1.86,1.016,0.414,0.021,4.286,26.4,1.883,1.027,NAN,-0.166,0.057,-0.403,0,1.003,1.694
6/15/17 3:45,16012,166,345,0.401,0.008,7.05,25.08,1.85,1.01,0.405,0.012,6.028,25.44,1.86,1.015,0.414,0.021,4.307,26.4,1.883,1.027,NAN,-0.165,0.057,-0.403,0,0.876,1.563
6/15/17 4:00,16013,166,400,0.401,0.008,6.975,25.09,1.85,1.01,0.405,0.012,6.034,25.44,1.86,1.016,0.414,0.021,4.314,26.4,1.883,1.027,NAN,-0.164,0.026,-0.403,0,0.76,1.519
6/15/17 4:15,16014,166,415,0.402,0.009,6.853,25.13,1.851,1.01,0.405,0.012,6.032,25.44,1.86,1.016,0.414,0.021,4.328,26.4,1.883,1.026,NAN,-0.163,0.036,-0.403,0,0.657,1.406
6/15/17 4:30,16015,166,430,0.402,0.009,6.721,25.13,1.851,1.011,0.405,0.012,6.012,25.44,1.86,1.016,0.413,0.021,4.332,26.35,1.882,1.027,NAN,-0.162,0.033,-0.403,0,0.823,1.499
6/15/17 4:45,16016,166,445,0.402,0.008,6.732,25.13,1.851,1.01,0.405,0.012,6.046,25.44,1.86,1.016,0.413,0.021,4.338,26.35,1.882,1.027,NAN,-0.162,0.045,-0.403,0,0.821,1.391
6/15/17 5:00,16017,166,500,0.402,0.008,6.603,25.13,1.851,1.01,0.405,0.012,6.055,25.44,1.86,1.016,0.413,0.021,4.345,26.35,1.882,1.027,NAN,-0.161,0.043,-0.403,0,1.065,1.49
6/15/17 5:15,16018,166,515,0.402,0.008,6.498,25.13,1.851,1.01,0.405,0.012,6.013,25.44,1.86,1.016,0.413,0.022,4.363,26.35,1.882,1.028,NAN,-0.159,0.34,-0.403,0,1.531,1.782
6/15/17 5:30,16019,166,530,0.402,0.008,6.39,25.13,1.851,1.01,0.405,0.012,6.015,25.44,1.86,1.016,0.413,0.021,4.343,26.35,1.882,1.027,NAN,-0.159,1.011,-0.403,0,2.315,2.327
6/15/17 5:45,16020,166,545,0.402,0.008,6.309,25.13,1.851,1.01,0.405,0.012,6.046,25.44,1.86,1.016,0.413,0.022,4.377,26.34,1.882,1.027,NAN,-0.159,1.88,-0.403,0,3.324,2.962
6/15/17 6:00,16021,166,600,0.402,0.009,6.221,25.13,1.851,1.01,0.405,0.012,6.006,25.44,1.86,1.016,0.413,0.022,4.373,26.29,1.881,1.027,NAN,-0.159,2.97,-0.403,0,6.15,4.253
6/15/17 6:15,16022,166,615,0.402,0.008,6.201,25.13,1.851,1.01,0.405,0.012,6.003,25.44,1.86,1.016,0.413,0.022,4.366,26.29,1.881,1.027,NAN,-0.161,5.078,-0.403,0,12.5,7.917
6/15/17 6:30,16023,166,630,0.402,0.008,6.072,25.13,1.851,1.01,0.405,0.012,6.001,25.44,1.86,1.016,0.413,0.021,4.375,26.29,1.881,1.027,NAN,-0.163,7.83,-0.403,0,15.19,11.36
6/15/17 6:45,16024,166,645,0.402,0.008,6.017,25.13,1.851,1.01,0.405,0.012,6.001,25.44,1.86,1.016,0.413,0.021,4.381,26.29,1.881,1.027,NAN,-0.166,10.44,-0.403,0,17.33,13.76
6/15/17 7:00,16025,166,700,0.402,0.008,5.981,25.13,1.851,1.01,0.405,0.012,5.967,25.44,1.86,1.016,0.413,0.021,4.395,26.29,1.881,1.027,NAN,-0.169,12.07,-0.403,0,17.31,15.47
6/15/17 7:15,16026,166,715,0.402,0.008,5.913,25.13,1.851,1.01,0.404,0.013,5.954,25.39,1.859,1.016,0.413,0.022,4.394,26.29,1.881,1.027,NAN,-0.172,13.86,-0.403,0,20.56,17.35
6/15/17 7:30,16027,166,730,0.402,0.008,5.903,25.14,1.851,1.009,0.404,0.012,5.965,25.39,1.859,1.016,0.413,0.022,4.415,26.29,1.881,1.028,NAN,-0.175,15.24,-0.402,0,20.66,18.42
6/15/17 7:45,16028,166,745,0.402,0.008,5.878,25.19,1.852,1.009,0.404,0.012,5.964,25.39,1.859,1.016,0.412,0.021,4.427,26.24,1.88,1.027,NAN,-0.181,15.95,-0.402,0,19.3,18.64
6/15/17 8:00,16029,166,800,0.402,0.008,5.929,25.18,1.852,1.009,0.404,0.012,5.949,25.39,1.859,1.016,0.412,0.021,4.401,26.24,1.88,1.027,NAN,-0.186,16.66,-0.402,0,21.4,18.91
6/15/17 8:15,16030,166,815,0.402,0.008,5.977,25.13,1.851,1.01,0.404,0.013,5.935,25.39,1.859,1.016,0.412,0.022,4.429,26.24,1.88,1.028,NAN,-0.191,17.45,-0.402,0,23.37,20.1
6/15/17 8:30,16031,166,830,0.402,0.007,6.041,25.13,1.851,1.009,0.404,0.012,5.937,25.39,1.859,1.016,0.412,0.021,4.429,26.23,1.88,1.026,NAN,-0.198,17.72,-0.402,0,21.23,20.52
6/15/17 8:45,16032,166,845,0.402,0.008,6.195,25.13,1.851,1.01,0.404,0.012,5.921,25.39,1.859,1.016,0.412,0.021,4.427,26.18,1.879,1.027,NAN,-0.203,18.1,-0.402,0,21.31,19.48
6/15/17 9:00,16033,166,900,0.402,0.008,6.278,25.13,1.851,1.01,0.404,0.012,5.897,25.39,1.859,1.015,0.412,0.022,4.431,26.18,1.879,1.028,NAN,-0.209,17.97,-0.402,0,24.84,21.27
6/15/17 9:15,16034,166,915,0.401,0.008,6.354,25.08,1.85,1.01,0.404,0.012,5.871,25.39,1.859,1.015,0.412,0.021,4.447,26.18,1.879,1.027,NAN,-0.214,19.18,-0.402,0,24.94,22.99
6/15/17 9:30,16035,166,930,0.401,0.009,6.532,25.08,1.85,1.011,0.404,0.013,5.869,25.39,1.859,1.016,0.412,0.021,4.441,26.18,1.878,1.027,NAN,-0.22,19.27,-0.402,0,23.66,22.12
6/15/17 9:45,16036,166,945,0.401,0.008,6.61,25.08,1.85,1.01,0.404,0.012,5.871,25.39,1.859,1.016,0.411,0.022,4.43,26.13,1.877,1.027,NAN,-0.225,19.09,-0.402,0,22.58,22.01
6/15/17 10:00,16037,166,1000,0.401,0.008,6.663,25.08,1.85,1.009,0.404,0.013,5.857,25.39,1.859,1.016,0.411,0.021,4.444,26.13,1.877,1.026,NAN,-0.23,20.01,-0.402,0,24.88,22.64
6/15/17 10:15,16038,166,1015,0.401,0.009,6.745,25.08,1.85,1.012,0.404,0.012,5.824,25.39,1.859,1.016,0.411,0.022,4.434,26.13,1.877,1.028,NAN,-0.236,20.3,-0.402,0,22.78,22.96
6/15/17 10:30,16039,166,1030,0.401,0.009,6.815,25.03,1.849,1.011,0.404,0.012,5.832,25.39,1.859,1.016,0.411,0.021,4.458,26.07,1.876,1.026,NAN,-0.24,20.54,-0.402,0,22.71,22.91
6/15/17 10:45,16040,166,1045,0.401,0.008,6.872,25.03,1.849,1.01,0.404,0.013,5.789,25.39,1.859,1.016,0.411,0.022,4.477,26.07,1.876,1.027,NAN,-0.244,20.87,-0.402,0,23.13,22.35
6/15/17 11:00,16041,166,1100,0.4,0.008,7.029,24.98,1.848,1.01,0.404,0.013,5.808,25.39,1.859,1.016,0.411,0.023,4.463,26.08,1.876,1.029,NAN,-0.251,21.28,-0.402,0,22.95,23.12
6/15/17 11:15,16042,166,1115,0.4,0.009,7.232,24.97,1.848,1.011,0.404,0.013,5.794,25.34,1.858,1.016,0.411,0.022,4.466,26.07,1.876,1.028,NAN,-0.258,21.52,-0.402,0,21.88,22.16
6/15/17 11:30,16043,166,1130,0.4,0.008,7.511,24.92,1.847,1.01,0.404,0.013,5.791,25.34,1.858,1.016,0.41,0.021,4.463,26.02,1.875,1.026,NAN,-0.265,21.81,-11.43,0,22.16,22.5
6/15/17 11:45,16044,166,1145,0.4,0.008,7.869,24.92,1.847,1.01,0.404,0.012,5.752,25.34,1.858,1.015,0.411,0.022,4.461,26.07,1.876,1.028,NAN,-0.27,22.69,-35.63,0,21.84,22.47
6/15/17 12:00,16045,166,1200,0.399,0.008,8.28,24.87,1.846,1.01,0.404,0.012,5.765,25.34,1.858,1.015,0.41,0.021,4.475,26.02,1.875,1.027,NAN,-0.271,23.05,-24.7,0,21.98,22.9
6/15/17 12:15,16046,166,1215,0.399,0.008,8.73,24.87,1.846,1.01,0.404,0.012,5.751,25.34,1.858,1.015,0.41,0.02,4.472,26.02,1.875,1.026,NAN,-0.275,23.63,-13.78,0,21.95,22.67
6/15/17 12:30,16047,166,1230,0.399,0.009,9.13,24.87,1.846,1.01,0.404,0.012,5.746,25.34,1.858,1.015,0.41,0.02,4.464,25.97,1.874,1.026,NAN,-0.278,22.96,-14.01,0,22.01,22.26
6/15/17 12:45,16048,166,1245,0.399,0.009,9.52,24.81,1.845,1.01,0.404,0.012,5.71,25.34,1.858,1.016,0.41,0.021,4.474,25.97,1.874,1.027,NAN,-0.282,22.62,-53.82,0,21.45,22.16
6/15/17 13:00,16049,166,1300,0.398,0.009,9.84,24.76,1.844,1.01,0.404,0.012,5.716,25.34,1.858,1.016,0.41,0.02,4.45,25.97,1.874,1.026,NAN,-0.289,22.79,-42.81,0,22.5,22.54
6/15/17 13:15,16050,166,1315,0.398,0.009,10.08,24.76,1.844,1.011,0.404,0.012,5.72,25.34,1.858,1.015,0.41,0.022,4.482,25.97,1.874,1.028,NAN,-0.297,22.79,-52.31,0,21.18,23.29
6/15/17 13:30,16051,166,1330,0.398,0.009,10.23,24.76,1.843,1.012,0.404,0.012,5.707,25.34,1.858,1.016,0.41,0.021,4.483,25.96,1.874,1.027,NAN,-0.304,22.02,-39.74,0,20.92,23.87
6/15/17 13:45,16052,166,1345,0.398,0.009,10.36,24.71,1.842,1.011,0.404,0.012,5.682,25.34,1.858,1.016,0.409,0.021,4.496,25.91,1.873,1.026,NAN,-0.308,19.87,-0.402,0,21.32,21.86
6/15/17 14:00,16053,166,1400,0.397,0.009,10.43,24.66,1.841,1.011,0.404,0.012,5.687,25.34,1.858,1.016,0.409,0.021,4.48,25.91,1.873,1.027,NAN,-0.311,19.16,-0.402,0,21.74,20.52
6/15/17 14:15,16054,166,1415,0.397,0.009,10.51,24.66,1.841,1.011,0.404,0.012,5.705,25.33,1.858,1.015,0.409,0.02,4.464,25.91,1.873,1.026,NAN,-0.309,19.29,-158.1,0,21.87,20.55
6/15/17 14:30,16055,166,1430,0.397,0.009,10.63,24.66,1.841,1.011,0.403,0.013,5.689,25.28,1.857,1.016,0.409,0.021,4.48,25.91,1.873,1.027,NAN,-0.302,19.18,-152.6,0,21.34,20.31
6/15/17 14:45,16056,166,1445,0.397,0.009,10.78,24.61,1.84,1.011,0.403,0.013,5.7,25.28,1.857,1.016,0.409,0.022,4.494,25.91,1.873,1.028,NAN,-0.294,19.16,-167.7,0,22.06,20.37
6/15/17 15:00,16057,166,1500,0.397,0.009,11.07,24.61,1.84,1.011,0.403,0.012,5.697,25.28,1.857,1.015,0.409,0.021,4.49,25.86,1.872,1.026,NAN,-0.287,19.43,-24.81,0,21.85,20.39
6/15/17 15:15,16058,166,1515,0.397,0.009,11.33,24.61,1.84,1.011,0.403,0.012,5.696,25.28,1.857,1.015,0.409,0.021,4.479,25.86,1.872,1.026,NAN,-0.28,19.11,-14.97,0,21.18,20.1
6/15/17 15:30,16059,166,1530,0.397,0.009,11.61,24.6,1.84,1.011,0.403,0.012,5.723,25.28,1.857,1.016,0.409,0.022,4.481,25.86,1.872,1.027,NAN,-0.274,19.19,-70.73,0,20.73,20.2
6/15/17 15:45,16060,166,1545,0.396,0.009,11.92,24.55,1.839,1.011,0.403,0.012,5.711,25.28,1.857,1.015,0.409,0.021,4.467,25.86,1.872,1.026,NAN,-0.269,18.95,-125.5,0,20.5,19.91
6/15/17 16:00,16061,166,1600,0.396,0.01,12.2,24.55,1.839,1.012,0.403,0.012,5.694,25.29,1.857,1.016,0.409,0.022,4.483,25.86,1.872,1.027,NAN,-0.264,18.76,-86.6,0,20.27,19.8
6/15/17 16:15,16062,166,1615,0.396,0.01,12.45,24.5,1.838,1.012,0.404,0.012,5.728,25.34,1.858,1.016,0.408,0.021,4.463,25.8,1.871,1.026,NAN,-0.261,19.11,-13.52,0,19.95,20.64
6/15/17 16:30,16063,166,1630,0.396,0.009,12.69,24.5,1.838,1.011,0.404,0.012,5.74,25.34,1.858,1.015,0.408,0.022,4.461,25.81,1.871,1.028,NAN,-0.258,19.27,-33.69,0,20.36,20.51
6/15/17 16:45,16064,166,1645,0.396,0.01,12.86,24.5,1.838,1.012,0.404,0.012,5.749,25.34,1.858,1.016,0.408,0.021,4.473,25.8,1.871,1.026,NAN,-0.255,18.53,-112.9,0,18.05,21.38
6/15/17 17:00,16065,166,1700,0.395,0.01,12.95,24.5,1.838,1.012,0.404,0.012,5.763,25.34,1.858,1.015,0.408,0.021,4.448,25.8,1.871,1.027,NAN,-0.253,17.39,-131.9,0,15.89,19.61
6/15/17 17:15,16066,166,1715,0.395,0.01,12.98,24.45,1.837,1.012,0.404,0.012,5.765,25.34,1.858,1.016,0.408,0.022,4.487,25.81,1.871,1.028,NAN,-0.25,16.3,-134.8,0,17.14,18.48
6/15/17 17:30,16067,166,1730,0.395,0.01,12.98,24.45,1.837,1.012,0.404,0.012,5.782,25.34,1.858,1.015,0.408,0.021,4.475,25.8,1.871,1.026,NAN,-0.248,16.24,-107.9,0,16.34,17.61
6/15/17 17:45,16068,166,1745,0.396,0.01,12.9,24.5,1.838,1.012,0.404,0.012,5.789,25.33,1.858,1.016,0.408,0.021,4.467,25.8,1.871,1.026,NAN,-0.245,15.92,-14.8,0,15.32,17.05
6/15/17 18:00,16069,166,1800,0.396,0.01,12.87,24.5,1.838,1.012,0.403,0.012,5.82,25.28,1.857,1.016,0.408,0.021,4.477,25.8,1.871,1.026,NAN,-0.242,15.35,-15.09,0,14.66,16.49
6/15/17 18:15,16070,166,1815,0.396,0.01,12.78,24.5,1.838,1.012,0.403,0.013,5.852,25.28,1.857,1.016,0.408,0.021,4.453,25.8,1.871,1.027,NAN,-0.239,14.45,-14.64,0,13.71,15.76
6/15/17 18:30,16071,166,1830,0.396,0.01,12.7,24.5,1.838,1.012,0.403,0.012,5.87,25.28,1.857,1.016,0.408,0.021,4.474,25.8,1.871,1.027,NAN,-0.236,12.8,-35.86,0,11.88,14.19
6/15/17 18:45,16072,166,1845,0.396,0.01,12.62,24.5,1.838,1.012,0.403,0.012,5.848,25.28,1.857,1.015,0.408,0.021,4.45,25.8,1.871,1.027,NAN,-0.234,10.87,-158.8,0,10.39,12.1
6/15/17 19:00,16073,166,1900,0.396,0.01,12.51,24.5,1.838,1.012,0.403,0.012,5.897,25.28,1.857,1.016,0.408,0.021,4.483,25.8,1.871,1.027,NAN,-0.231,9.46,-78.34,0,9.55,10.74
6/15/17 19:15,16074,166,1915,0.396,0.009,12.39,24.5,1.838,1.011,0.403,0.012,5.92,25.28,1.857,1.016,0.408,0.021,4.459,25.75,1.869,1.027,NAN,-0.228,8.61,-165.1,0,8.72,9.73
6/15/17 19:30,16075,166,1930,0.396,0.009,12.28,24.5,1.838,1.011,0.403,0.012,5.961,25.28,1.857,1.016,0.408,0.021,4.48,25.75,1.869,1.027,NAN,-0.225,7.845,-172.6,0,8.09,8.97
