TOA5,CR1000_tower4_N,CR1000,73550,CR1000.Std.28,CPU:SH_Site4_North_3_09302016.CR1,41026,Enviro,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,JUDD_AT_Avg,JUDD_Depth_Avg,Judd_offset_Avg,TT_C,SBT_C
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp
10/4/17 3:00,35380,277,300,0.037,0.001,2.102,3.294,1.217,1,0.045,0.001,5.547,3.572,1.236,1.001,0.088,0.001,7.32,5.355,1.296,1,0.011,-202.1,-80.1,0,NAN,-273.2
10/4/17 3:15,35381,277,315,0.037,0.001,2.031,3.294,1.217,1,0.045,0,5.546,3.575,1.236,1.001,0.088,0.001,7.322,5.355,1.296,1.001,0.011,-202.2,-79.95,0,NAN,-273.2
10/4/17 3:30,35382,277,330,0.037,0.001,1.964,3.292,1.217,1.001,0.045,0,5.495,3.574,1.236,1.001,0.088,0.001,7.309,5.354,1.296,1.001,0.011,-204.2,-77.21,0,NAN,-273.2
10/4/17 3:45,35383,277,345,0.037,0,1.935,3.294,1.217,1,0.045,0,5.498,3.576,1.236,1,0.088,0,7.317,5.355,1.296,1,0.011,-204.3,-77.3,0,NAN,-273.2
10/4/17 4:00,35384,277,400,0.037,0,1.916,3.296,1.217,1,0.045,0,5.497,3.574,1.236,1.001,0.088,0,7.313,5.355,1.296,1,0.011,-203.6,-78.37,0,NAN,-273.2
10/4/17 4:15,35385,277,415,0.037,0,1.897,3.295,1.217,1,0.045,0,5.48,3.576,1.236,1,0.088,0.001,7.296,5.354,1.296,1.001,0.011,-201.9,-80.4,0,NAN,-273.2
10/4/17 4:30,35386,277,430,0.037,0.001,1.83,3.293,1.217,1,0.044,0.001,5.481,3.57,1.236,1.001,0.088,0,7.294,5.356,1.296,1,0.011,-203.3,-78.41,0,NAN,-273.2
10/4/17 4:45,35387,277,445,0.037,0,1.761,3.296,1.217,1,0.045,0,5.452,3.575,1.236,1,0.088,0,7.304,5.356,1.296,1,0.011,-203.5,-78.39,0,NAN,-273.2
10/4/17 5:00,35388,277,500,0.037,0.001,1.678,3.294,1.217,1,0.045,0,5.438,3.575,1.236,1.001,0.088,0.001,7.284,5.355,1.296,1,0.011,-202.9,-79.54,0,NAN,-273.2
10/4/17 5:15,35389,277,515,0.037,0.001,1.692,3.294,1.217,1,0.044,0.001,5.397,3.573,1.236,1.001,0.088,0.001,7.317,5.356,1.296,1,0.011,-201.3,-81,0,NAN,-273.2
10/4/17 5:30,35390,277,530,0.037,0.001,1.645,3.294,1.217,1,0.044,0.001,5.383,3.573,1.236,1.001,0.089,0,7.279,5.38,1.298,1,0.011,-202.3,-80,0,NAN,-273.2
10/4/17 5:45,35391,277,545,0.037,0.001,1.605,3.293,1.217,1,0.044,0.001,5.385,3.569,1.236,1.001,0.088,0,7.282,5.357,1.296,1,0.011,-202.3,-79.92,0,NAN,-273.2
10/4/17 6:00,35392,277,600,0.037,0.001,1.593,3.294,1.217,1,0.045,0,5.361,3.575,1.236,1,0.089,0,7.284,5.382,1.298,1,0.011,-201.4,-81.2,0,NAN,-273.2
10/4/17 6:15,35393,277,615,0.037,0.001,1.557,3.294,1.217,1,0.045,0,5.352,3.575,1.236,1,0.089,0,7.273,5.381,1.298,1,0.011,-201,-81.7,0,NAN,-273.2
10/4/17 6:30,35394,277,630,0.037,0.001,1.515,3.294,1.217,1,0.044,0.001,5.337,3.573,1.236,1.001,0.088,0.001,7.283,5.356,1.296,1.001,0.011,-199.4,-83.9,0,NAN,-273.2
10/4/17 6:45,35395,277,645,0.037,0.001,1.51,3.293,1.217,1,0.044,0.001,5.327,3.57,1.236,1.001,0.089,0,7.296,5.381,1.298,1,0.011,-200.1,-82.7,0,NAN,-273.2
10/4/17 7:00,35396,277,700,0.037,0,1.443,3.295,1.217,1,0.045,0,5.297,3.574,1.236,1.001,0.088,0,7.257,5.359,1.296,1,0.011,-201.7,-80.8,0,NAN,-273.2
10/4/17 7:15,35397,277,715,0.037,0.001,1.43,3.293,1.217,1,0.045,0,5.28,3.575,1.236,1.001,0.089,0,7.28,5.383,1.298,1,0.011,-202.9,-79.23,0,NAN,-273.2
10/4/17 7:30,35398,277,730,0.037,0.001,1.372,3.293,1.217,1,0.044,0.001,5.277,3.572,1.236,1.001,0.089,0.001,7.265,5.382,1.298,1,0.011,-202.1,-79.98,0,NAN,-273.2
10/4/17 7:45,35399,277,745,0.037,0.001,1.367,3.293,1.217,1,0.045,0.001,5.27,3.572,1.236,1.001,0.089,0.001,7.281,5.382,1.298,1.001,0.011,-204,-77.79,0,NAN,-273.2
10/4/17 8:00,35400,277,800,0.037,0.001,1.374,3.293,1.217,1,0.045,0,5.214,3.577,1.236,1,0.089,0.001,7.274,5.381,1.298,1.001,0.011,-202.8,-79.36,0,NAN,-273.2
10/4/17 8:15,35401,277,815,0.037,0,1.388,3.296,1.217,1,0.045,0,5.216,3.579,1.236,1,0.089,0,7.253,5.383,1.298,1,0.011,-201.8,-80.8,0,NAN,-273.2
10/4/17 8:30,35402,277,830,0.037,0.001,1.386,3.293,1.217,1.001,0.045,0,5.213,3.575,1.236,1,0.089,0,7.263,5.383,1.298,1,0.011,-201.6,-80.8,0,NAN,-273.2
10/4/17 8:45,35403,277,845,0.037,0.001,1.44,3.292,1.217,1.001,0.045,0.001,5.198,3.574,1.236,1.001,0.089,0,7.249,5.383,1.298,1,0.011,-202.2,-79.91,0,NAN,-273.2
10/4/17 9:00,35404,277,900,0.037,0.001,1.483,3.293,1.217,1,0.045,0,5.186,3.579,1.236,1,0.089,0.001,7.287,5.381,1.298,1.001,0.011,-201.9,-80.4,0,NAN,-273.2
10/4/17 9:15,35405,277,915,0.037,0.001,1.542,3.292,1.217,1.001,0.045,0.001,5.139,3.573,1.236,1.001,0.089,0.001,7.271,5.381,1.298,1.001,0.012,-202.6,-79.31,0,NAN,-273.2
10/4/17 9:30,35406,277,930,0.037,0.001,1.654,3.293,1.217,1,0.045,0,5.155,3.576,1.236,1,0.089,0,7.252,5.383,1.298,1,0.012,-203.3,-78.55,0,NAN,-273.2
10/4/17 9:45,35407,277,945,0.037,0.001,1.713,3.293,1.217,1,0.044,0.001,5.1,3.571,1.236,1.001,0.089,0,7.244,5.384,1.298,1,0.013,-202.9,-79.04,0,NAN,-273.2
10/4/17 10:00,35408,277,1000,0.037,0.001,1.777,3.294,1.217,1,0.045,0.001,5.119,3.573,1.236,1.001,0.089,0.001,7.253,5.382,1.298,1,0.013,-202.2,-80,0,NAN,-273.2
10/4/17 10:15,35409,277,1015,0.037,0.001,1.839,3.294,1.217,1,0.045,0,5.112,3.575,1.236,1,0.089,0,7.26,5.383,1.298,1,0.013,-203.7,-77.74,0,NAN,-273.2
10/4/17 10:30,35410,277,1030,0.037,0.001,1.959,3.293,1.217,1,0.044,0.001,5.054,3.567,1.236,1.002,0.089,0,7.243,5.382,1.298,1,0.013,-203.2,-78.66,0,NAN,-273.2
10/4/17 10:45,35411,277,1045,0.037,0,2.093,3.296,1.217,1,0.044,0.001,5.034,3.568,1.236,1.002,0.089,0,7.243,5.383,1.298,1,0.013,-203.1,-78.47,0,NAN,-273.2
10/4/17 11:00,35412,277,1100,0.037,0,2.221,3.294,1.217,1,0.045,0,5.027,3.576,1.236,1,0.089,0,7.241,5.382,1.298,1,0.014,-203.8,-77.55,0,NAN,-273.2
10/4/17 11:15,35413,277,1115,0.037,0.001,2.367,3.292,1.217,1.001,0.044,0.001,5.008,3.569,1.236,1.001,0.089,0,7.245,5.383,1.298,1,0.014,-205.6,-75.21,0,NAN,-273.2
10/4/17 11:30,35414,277,1130,0.037,0,2.684,3.295,1.217,1,0.044,0,5.022,3.574,1.236,1.001,0.089,0,7.231,5.383,1.298,1,0.014,-205.7,-74.97,0,NAN,-273.2
10/4/17 11:45,35415,277,1145,0.037,0.001,2.994,3.291,1.217,1.001,0.044,0.001,4.969,3.571,1.236,1.001,0.089,0,7.217,5.383,1.298,1,0.014,-206.6,-73.93,0,NAN,-273.2
10/4/17 12:00,35416,277,1200,0.037,0.001,3.329,3.293,1.217,1,0.044,0.001,4.955,3.567,1.236,1.002,0.089,0.001,7.226,5.382,1.298,1,0.013,-206.1,-74.78,0,NAN,-273.2
10/4/17 12:15,35417,277,1215,0.037,0.001,3.703,3.293,1.217,1,0.045,0,4.95,3.575,1.236,1,0.089,0,7.228,5.382,1.298,1,0.013,-204.7,-76.4,0,NAN,-273.2
10/4/17 12:30,35418,277,1230,0.037,0.001,4.152,3.294,1.217,1,0.045,0,5,3.576,1.236,1,0.089,0,7.22,5.383,1.298,1,0.013,-206.5,-73.86,0,NAN,-273.2
10/4/17 12:45,35419,277,1245,0.037,0.001,4.525,3.294,1.217,1,0.044,0.001,4.944,3.57,1.236,1.001,0.089,0.001,7.229,5.382,1.298,1,0.013,-205.7,-75.26,0,NAN,-273.2
10/4/17 13:00,35420,277,1300,0.037,0,4.946,3.296,1.217,1,0.045,0,4.957,3.578,1.236,1,0.089,0,7.236,5.382,1.298,1,0.013,-204.4,-76.72,0,NAN,-273.2
10/4/17 13:15,35421,277,1315,0.038,0,5.341,3.318,1.218,1,0.044,0.001,4.935,3.566,1.236,1.002,0.089,0,7.21,5.383,1.298,1,0.013,-206.5,-74.06,0,NAN,-273.2
10/4/17 13:30,35422,277,1330,0.038,0.001,5.657,3.317,1.218,1,0.045,0,4.906,3.578,1.236,1,0.089,0.001,7.199,5.382,1.298,1,0.012,-206.5,-74.21,0,NAN,-273.2
10/4/17 13:45,35423,277,1345,0.038,0.001,5.822,3.317,1.218,1,0.044,0.001,4.895,3.568,1.236,1.002,0.089,0.001,7.194,5.382,1.298,1,0.012,-207.6,-72.39,0,NAN,-273.2
10/4/17 14:00,35424,277,1400,0.038,0,5.971,3.318,1.218,1,0.044,0.001,4.899,3.571,1.236,1.001,0.089,0,7.21,5.383,1.298,1,0.011,-205.7,-75.54,0,NAN,-273.2
10/4/17 14:15,35425,277,1415,0.038,0,6.018,3.318,1.218,1,0.045,0.001,4.924,3.573,1.236,1.001,0.089,0.001,7.241,5.381,1.298,1.001,0.011,-205.6,-75.16,0,NAN,-273.2
10/4/17 14:30,35426,277,1430,0.038,0,6.058,3.318,1.218,1,0.045,0,4.912,3.578,1.236,1,0.089,0,7.207,5.383,1.298,1,0.011,-205.8,-74.9,0,NAN,-273.2
10/4/17 14:45,35427,277,1445,0.038,0.001,6.156,3.317,1.218,1,0.045,0,4.907,3.579,1.236,1,0.089,0,7.197,5.383,1.298,1,0.011,-206.2,-74.53,0,NAN,-273.2
10/4/17 15:00,35428,277,1500,0.038,0.001,6.19,3.317,1.218,1,0.045,0,4.951,3.58,1.236,1,0.089,0,7.204,5.385,1.298,1,0.011,-205.8,-74.85,0,NAN,-273.2
10/4/17 15:15,35429,277,1515,0.038,0.001,6.212,3.316,1.218,1.001,0.045,0,4.941,3.576,1.236,1,0.089,0.001,7.193,5.381,1.298,1.001,0.011,-207.5,-72.45,0,NAN,-273.2
10/4/17 15:30,35430,277,1530,0.038,0.001,6.276,3.316,1.218,1.001,0.045,0,4.962,3.579,1.236,1,0.089,0.001,7.196,5.382,1.298,1,0.011,-208.2,-71.68,0,NAN,-273.2
10/4/17 15:45,35431,277,1545,0.038,0,6.275,3.319,1.218,1,0.044,0.002,5.014,3.564,1.236,1.002,0.089,0,7.193,5.383,1.298,1,0.011,-209.1,-70.47,0,NAN,-273.2
10/4/17 16:00,35432,277,1600,0.038,0,6.263,3.319,1.218,1,0.044,0.001,5.023,3.569,1.236,1.001,0.089,0.001,7.192,5.382,1.298,1,0.011,-210.3,-68.99,0,NAN,-273.2
10/4/17 16:15,35433,277,1615,0.038,0.001,6.242,3.315,1.218,1.001,0.045,0,5.036,3.576,1.236,1,0.089,0,7.18,5.383,1.298,1,0.011,-207.4,-73.06,0,NAN,-273.2
10/4/17 16:30,35434,277,1630,0.038,0.001,6.228,3.316,1.218,1.001,0.045,0.001,5.065,3.573,1.236,1.001,0.089,0.001,7.202,5.382,1.298,1,0.011,-206.6,-73.77,0,NAN,-273.2
10/4/17 16:45,35435,277,1645,0.038,0.001,6.187,3.315,1.218,1.001,0.045,0,5.065,3.577,1.236,1,0.089,0.001,7.167,5.382,1.298,1,0.011,-205.6,-75.43,0,NAN,-273.2
10/4/17 17:00,35436,277,1700,0.038,0,6.201,3.318,1.218,1,0.045,0,5.113,3.58,1.236,1,0.089,0,7.167,5.382,1.298,1,0.011,-205.3,-75.44,0,NAN,-273.2
10/4/17 17:15,35437,277,1715,0.038,0,6.16,3.318,1.218,1,0.045,0,5.114,3.576,1.236,1,0.089,0,7.174,5.383,1.298,1,0.01,-206.5,-74.09,0,NAN,-273.2
10/4/17 17:30,35438,277,1730,0.038,0.001,6.118,3.315,1.218,1.001,0.045,0,5.16,3.574,1.236,1.001,0.089,0,7.158,5.383,1.298,1,0.01,-204.3,-76.87,0,NAN,-273.2
10/4/17 17:45,35439,277,1745,0.038,0,6.033,3.318,1.218,1,0.045,0,5.18,3.577,1.236,1,0.089,0,7.159,5.383,1.298,1,0.01,-203.8,-77.79,0,NAN,-273.2
10/4/17 18:00,35440,277,1800,0.038,0,5.94,3.319,1.218,1,0.044,0,5.222,3.574,1.236,1.001,0.089,0.001,7.171,5.382,1.298,1,0.01,-204.6,-76.62,0,NAN,-273.2
10/4/17 18:15,35441,277,1815,0.038,0.001,5.837,3.315,1.218,1.001,0.045,0.001,5.251,3.572,1.236,1.001,0.089,0.001,7.147,5.382,1.298,1,0.01,-205.2,-75.63,0,NAN,-273.2
10/4/17 18:30,35442,277,1830,0.038,0.001,5.716,3.317,1.218,1,0.045,0,5.263,3.575,1.236,1,0.089,0.001,7.163,5.38,1.298,1.001,0.01,-206.6,-74.09,0,NAN,-273.2
10/4/17 18:45,35443,277,1845,0.038,0.001,5.555,3.318,1.218,1,0.045,0,5.274,3.577,1.236,1,0.089,0,7.149,5.383,1.298,1,0.01,-205.1,-76.21,0,NAN,-273.2
10/4/17 19:00,35444,277,1900,0.038,0.001,5.422,3.316,1.218,1,0.044,0,5.311,3.574,1.236,1.001,0.089,0,7.146,5.384,1.298,1,0.01,-203.8,-77.63,0,NAN,-273.2
10/4/17 19:15,35445,277,1915,0.038,0.001,5.32,3.318,1.218,1,0.045,0,5.357,3.574,1.236,1.001,0.089,0,7.139,5.383,1.298,1,0.01,-204.3,-77.19,0,NAN,-273.2
10/4/17 19:30,35446,277,1930,0.038,0.001,5.19,3.318,1.218,1,0.045,0,5.37,3.576,1.236,1,0.089,0,7.125,5.382,1.298,1,0.01,-204.8,-76.39,0,NAN,-273.2
10/4/17 19:45,35447,277,1945,0.038,0.001,5.068,3.318,1.218,1,0.045,0,5.4,3.576,1.236,1,0.089,0,7.116,5.383,1.298,1,0.01,-203.9,-77.82,0,NAN,-273.2
10/4/17 20:00,35448,277,2000,0.038,0.001,4.935,3.317,1.218,1,0.044,0.001,5.427,3.571,1.236,1.001,0.089,0,7.118,5.384,1.298,1,0.01,-202.8,-79.03,0,NAN,-273.2
10/4/17 20:15,35449,277,2015,0.038,0.001,4.769,3.317,1.218,1,0.044,0.001,5.407,3.574,1.236,1.001,0.089,0,7.134,5.382,1.298,1,0.01,-202.9,-79.07,0,NAN,-273.2
10/4/17 20:30,35450,277,2030,0.038,0.001,4.679,3.317,1.218,1,0.044,0.001,5.443,3.572,1.236,1.001,0.089,0,7.132,5.383,1.298,1,0.01,-203.2,-78.68,0,NAN,-273.2
10/4/17 20:45,35451,277,2045,0.038,0.001,4.603,3.316,1.218,1.001,0.044,0.001,5.443,3.573,1.236,1.001,0.089,0,7.139,5.383,1.298,1,0.01,-202.8,-79.14,0,NAN,-273.2
10/4/17 21:00,35452,277,2100,0.038,0.001,4.454,3.317,1.218,1,0.044,0.001,5.48,3.573,1.236,1.001,0.089,0,7.119,5.382,1.298,1,0.01,-201.1,-81.5,0,NAN,-273.2
10/4/17 21:15,35453,277,2115,0.038,0.001,4.408,3.315,1.218,1.001,0.044,0.001,5.484,3.571,1.236,1.001,0.089,0,7.109,5.383,1.298,1,0.01,-201,-81.4,0,NAN,-273.2
10/4/17 21:30,35454,277,2130,0.038,0.001,4.319,3.318,1.218,1,0.044,0.001,5.495,3.571,1.236,1.001,0.089,0,7.126,5.383,1.298,1,0.01,-200.9,-81.9,0,NAN,-273.2
10/4/17 21:45,35455,277,2145,0.038,0.001,4.236,3.317,1.218,1,0.044,0.001,5.495,3.571,1.236,1.001,0.089,0.001,7.138,5.382,1.298,1.001,0.01,-201,-81.5,0,NAN,-273.2
10/4/17 22:00,35456,277,2200,0.038,0,4.142,3.318,1.218,1,0.044,0.001,5.496,3.573,1.236,1.001,0.089,0.001,7.109,5.381,1.298,1.001,0.01,-201.1,-81.4,0,NAN,-273.2
10/4/17 22:15,35457,277,2215,0.038,0,4.034,3.32,1.218,1,0.044,0.001,5.512,3.571,1.236,1.001,0.089,0.001,7.093,5.382,1.298,1,0.01,-201.7,-80.7,0,NAN,-273.2
10/4/17 22:30,35458,277,2230,0.038,0.001,3.928,3.317,1.218,1,0.045,0,5.53,3.575,1.236,1,0.089,0.001,7.103,5.382,1.298,1.001,0.01,-200.5,-82.2,0,NAN,-273.2
10/4/17 22:45,35459,277,2245,0.038,0.001,3.845,3.316,1.218,1.001,0.044,0.001,5.518,3.571,1.236,1.001,0.089,0.001,7.125,5.381,1.298,1.001,0.01,-199.8,-83.2,0,NAN,-273.2
10/4/17 23:00,35460,277,2300,0.038,0,3.732,3.32,1.218,1,0.045,0.001,5.506,3.573,1.236,1.001,0.089,0,7.088,5.384,1.298,1,0.01,-200.6,-82.1,0,NAN,-273.2
10/4/17 23:15,35461,277,2315,0.038,0.001,3.642,3.317,1.218,1,0.045,0,5.53,3.575,1.236,1,0.089,0,7.102,5.383,1.298,1,0.01,-204.4,-76.96,0,NAN,-273.2
10/4/17 23:30,35462,277,2330,0.038,0.001,3.555,3.315,1.218,1.001,0.044,0,5.551,3.574,1.236,1.001,0.089,0,7.106,5.384,1.298,1,0.01,-204.6,-76.67,0,NAN,-273.2
10/4/17 23:45,35463,277,2345,0.038,0.001,3.476,3.316,1.218,1.001,0.044,0.001,5.573,3.572,1.236,1.001,0.089,0,7.087,5.383,1.298,1,0.01,-203.2,-78.84,0,NAN,-273.2
10/5/17 0:00,35464,278,0,0.038,0.001,3.373,3.313,1.218,1.001,0.044,0.001,5.56,3.574,1.236,1.001,0.089,0,7.085,5.382,1.298,1,0.01,-202.1,-80.3,0,NAN,-273.2
10/5/17 0:15,35465,278,15,0.037,0.001,3.32,3.293,1.217,1,0.044,0.001,5.535,3.572,1.236,1.001,0.089,0,7.065,5.383,1.298,1,0.01,-201.7,-80.5,0,NAN,-273.2
10/5/17 0:30,35466,278,30,0.037,0.001,3.22,3.293,1.217,1,0.044,0.001,5.538,3.573,1.236,1.001,0.089,0.001,7.084,5.382,1.298,1,0.01,-202.6,-79.48,0,NAN,-273.2
10/5/17 0:45,35467,278,45,0.037,0,3.121,3.295,1.217,1,0.044,0.001,5.541,3.572,1.236,1.001,0.089,0,7.084,5.382,1.298,1,0.01,-203.5,-78.37,0,NAN,-273.2
10/5/17 1:00,35468,278,100,0.037,0.001,3.047,3.293,1.217,1,0.044,0.001,5.542,3.571,1.236,1.001,0.089,0,7.075,5.384,1.298,1,0.01,-202.6,-79.35,0,NAN,-273.2
10/5/17 1:15,35469,278,115,0.037,0.001,2.987,3.293,1.217,1.001,0.045,0.001,5.522,3.573,1.236,1.001,0.089,0,7.041,5.384,1.298,1,0.01,-203.2,-79.02,0,NAN,-273.2
10/5/17 1:30,35470,278,130,0.037,0.001,2.894,3.292,1.217,1.001,0.045,0,5.526,3.576,1.236,1,0.089,0,7.096,5.384,1.298,1,0.01,-202.5,-79.49,0,NAN,-273.2
10/5/17 1:45,35471,278,145,0.037,0.001,2.859,3.293,1.217,1,0.045,0.001,5.539,3.574,1.236,1.001,0.089,0,7.095,5.383,1.298,1,0.01,-204.2,-77.48,0,NAN,-273.2
10/5/17 2:00,35472,278,200,0.037,0.001,2.78,3.292,1.217,1.001,0.045,0,5.516,3.576,1.236,1,0.089,0.001,7.083,5.381,1.298,1.001,0.01,-202.1,-80.2,0,NAN,-273.2
10/5/17 2:15,35473,278,215,0.037,0.001,2.777,3.291,1.217,1.001,0.045,0,5.51,3.575,1.236,1,0.089,0,7.074,5.383,1.298,1,0.01,-201.7,-81,0,NAN,-273.2
10/5/17 2:30,35474,278,230,0.037,0.001,2.685,3.294,1.217,1,0.045,0,5.501,3.576,1.236,1,0.089,0,7.066,5.382,1.298,1,0.01,-202.1,-79.95,0,NAN,-273.2
10/5/17 2:45,35475,278,245,0.037,0.001,2.641,3.291,1.217,1.001,0.045,0,5.5,3.575,1.236,1,0.089,0,7.069,5.383,1.298,1,0.01,-201.3,-81.3,0,NAN,-273.2
10/5/17 3:00,35476,278,300,0.037,0.001,2.595,3.293,1.217,1,0.044,0.001,5.485,3.569,1.236,1.001,0.089,0,7.073,5.384,1.298,1,0.01,-201,-81.7,0,NAN,-273.2
10/5/17 3:15,35477,278,315,0.037,0.001,2.564,3.294,1.217,1,0.044,0.001,5.469,3.574,1.236,1.001,0.089,0,7.083,5.384,1.298,1,0.01,-200.8,-81.9,0,NAN,-273.2
10/5/17 3:30,35478,278,330,0.037,0.001,2.506,3.293,1.217,1.001,0.044,0.001,5.479,3.57,1.236,1.001,0.089,0.001,7.069,5.382,1.298,1,0.01,-201.5,-80.9,0,NAN,-273.2
10/5/17 3:45,35479,278,345,0.037,0.001,2.48,3.292,1.217,1.001,0.044,0,5.462,3.574,1.236,1.001,0.089,0.001,7.072,5.381,1.298,1.001,0.01,-200.4,-82.5,0,NAN,-273.2
10/5/17 4:00,35480,278,400,0.037,0,2.447,3.295,1.217,1,0.044,0.001,5.419,3.572,1.236,1.001,0.089,0,7.064,5.382,1.298,1,0.01,-200.1,-82.9,0,NAN,-273.2
10/5/17 4:15,35481,278,415,0.037,0.001,2.355,3.29,1.217,1.001,0.044,0.001,5.409,3.573,1.236,1.001,0.089,0,7.034,5.384,1.298,1,0.01,-202.4,-79.44,0,NAN,-273.2
10/5/17 4:30,35482,278,430,0.037,0.001,2.348,3.294,1.217,1,0.044,0.001,5.431,3.573,1.236,1.001,0.089,0,7.039,5.383,1.298,1,0.01,-202.4,-79.91,0,NAN,-273.2
10/5/17 4:45,35483,278,445,0.037,0,2.297,3.294,1.217,1,0.045,0.001,5.385,3.573,1.236,1.001,0.089,0.001,7.067,5.381,1.298,1.001,0.01,-201.9,-80.3,0,NAN,-273.2
10/5/17 5:00,35484,278,500,0.037,0,2.277,3.295,1.217,1,0.045,0,5.374,3.575,1.236,1,0.089,0.001,7.037,5.382,1.298,1.001,0.01,-200.9,-82.2,0,NAN,-273.2
10/5/17 5:15,35485,278,515,0.037,0.001,2.205,3.293,1.217,1,0.045,0.001,5.372,3.574,1.236,1.001,0.089,0.001,7.047,5.381,1.298,1.001,0.01,-199.4,-83.8,0,NAN,-273.2
10/5/17 5:30,35486,278,530,0.037,0,2.116,3.295,1.217,1,0.045,0,5.341,3.576,1.236,1,0.089,0,7.034,5.383,1.298,1,0.01,-202.2,-79.96,0,NAN,-273.2
10/5/17 5:45,35487,278,545,0.037,0,2.111,3.295,1.217,1,0.045,0.001,5.339,3.571,1.236,1.001,0.089,0,7.039,5.382,1.298,1,0.01,-203.5,-78.41,0,NAN,-273.2
10/5/17 6:00,35488,278,600,0.037,0.001,2.075,3.292,1.217,1.001,0.045,0,5.317,3.577,1.236,1,0.089,0,7.025,5.383,1.298,1,0.01,-201.8,-80.5,0,NAN,-273.2
10/5/17 6:15,35489,278,615,0.037,0.001,1.989,3.292,1.217,1.001,0.045,0,5.318,3.575,1.236,1,0.089,0.001,7.031,5.381,1.298,1.001,0.01,-202.5,-79.77,0,NAN,-273.2
10/5/17 6:30,35490,278,630,0.037,0.001,2.001,3.293,1.217,1,0.044,0.001,5.294,3.57,1.236,1.001,0.089,0.001,7.028,5.381,1.298,1.001,0.011,-202.2,-80.1,0,NAN,-273.2
10/5/17 6:45,35491,278,645,0.037,0.001,1.95,3.294,1.217,1,0.045,0.001,5.279,3.573,1.236,1.001,0.089,0.001,7.036,5.382,1.298,1,0.011,-200.9,-82,0,NAN,-273.2
10/5/17 7:00,35492,278,700,0.037,0,1.907,3.295,1.217,1,0.045,0,5.268,3.575,1.236,1,0.089,0,7.029,5.382,1.298,1,0.011,-201.7,-80.8,0,NAN,-273.2
10/5/17 7:15,35493,278,715,0.037,0.001,1.89,3.294,1.217,1,0.044,0.001,5.263,3.572,1.236,1.001,0.089,0,7.043,5.383,1.298,1,0.011,-201.8,-80.6,0,NAN,-273.2
10/5/17 7:30,35494,278,730,0.037,0,1.857,3.295,1.217,1,0.045,0.001,5.226,3.572,1.236,1.001,0.089,0.001,7.004,5.381,1.298,1.001,0.011,-202.6,-79.45,0,NAN,-273.2
10/5/17 7:45,35495,278,745,0.037,0,1.818,3.295,1.217,1,0.045,0,5.226,3.576,1.236,1,0.089,0.001,7.046,5.381,1.298,1.001,0.011,-201.4,-81.2,0,NAN,-273.2
10/5/17 8:00,35496,278,800,0.037,0,1.818,3.294,1.217,1,0.045,0.001,5.184,3.572,1.236,1.001,0.089,0,7.01,5.383,1.298,1,0.011,-203,-78.63,0,NAN,-273.2
10/5/17 8:15,35497,278,815,0.037,0.001,1.855,3.292,1.217,1.001,0.045,0,5.161,3.58,1.236,1,0.089,0,7.013,5.382,1.298,1,0.011,-203.3,-79.01,0,NAN,-273.2
10/5/17 8:30,35498,278,830,0.037,0.001,1.84,3.293,1.217,1,0.045,0,5.182,3.574,1.236,1.001,0.089,0,7.016,5.383,1.298,1,0.011,-200.8,-81.8,0,NAN,-273.2
10/5/17 8:45,35499,278,845,0.037,0,1.88,3.295,1.217,1,0.045,0,5.159,3.575,1.236,1.001,0.089,0.001,7.012,5.381,1.298,1.001,0.011,-204.5,-76.75,0,NAN,-273.2
10/5/17 9:00,35500,278,900,0.037,0.001,1.936,3.294,1.217,1,0.044,0.001,5.159,3.573,1.236,1.001,0.089,0.001,7.031,5.382,1.298,1,0.011,-203.3,-78.65,0,NAN,-273.2
10/5/17 9:15,35501,278,915,0.037,0.001,1.986,3.294,1.217,1,0.044,0.001,5.111,3.574,1.236,1.001,0.089,0.001,7.001,5.382,1.298,1,0.011,-202.8,-79.22,0,NAN,-273.2
10/5/17 9:30,35502,278,930,0.037,0.001,2.142,3.293,1.217,1,0.044,0.001,5.117,3.573,1.236,1.001,0.089,0.001,7.002,5.382,1.298,1,0.012,-203.6,-78.22,0,NAN,-273.2
10/5/17 9:45,35503,278,945,0.037,0.001,2.157,3.293,1.217,1,0.044,0.001,5.082,3.574,1.236,1.001,0.089,0,7.016,5.383,1.298,1,0.012,-202.9,-79.01,0,NAN,-273.2
10/5/17 10:00,35504,278,1000,0.037,0.001,2.208,3.292,1.217,1.001,0.045,0.001,5.03,3.574,1.236,1.001,0.089,0,7.023,5.384,1.298,1,0.012,-202.8,-79.22,0,NAN,-273.2
